Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Caio Alexandre,br BRA,MF,24-273,26.7,1951,39,357,1352,265,25,1951,28,14,50.0,10,35.7,1288,8512,4780,87,41,10,27,33,1439,38,Matches
João Ricardo Riedi,br BRA,GK,35-079,28.0,709,615,707,3,0,0,709,0,0,,0,,326,2189,1702,0,0,0,0,0,191,0,Matches
Emanuel Brítez,ar ARG,DF,31-243,27.7,1534,161,574,836,138,26,1534,13,11,84.6,2,15.4,807,4044,2400,19,18,0,7,7,885,17,Matches
Titi,br BRA,DF,35-257,27.6,1519,155,665,814,50,13,1519,6,4,66.7,2,33.3,906,4680,2797,15,12,3,20,6,949,2,Matches
Bruno Pacheco,br BRA,DF,31-351,26.7,1492,57,411,729,376,22,1492,63,26,41.3,26,41.3,753,4203,2292,45,45,4,24,17,835,95,Matches
Guilherme Tinga,br BRA,DF,30-084,24.7,1617,113,466,792,385,42,1617,40,30,75.0,9,22.5,769,4046,2344,45,33,4,17,6,870,106,Matches
Tomas Pochettino,ar ARG,"MF,FW",27-296,21.0,1044,28,112,536,411,41,1044,54,30,55.6,22,40.7,587,3879,1697,51,43,7,34,13,674,127,Matches
Juan Martín Lucero,ar ARG,FW,31-359,21.6,500,14,44,209,252,80,497,25,8,32.0,12,48.0,271,1255,563,19,15,9,41,23,353,96,Matches
Thiago Galhardo,br BRA,"FW,MF",34-127,18.4,668,18,68,319,289,79,666,54,29,53.7,22,40.7,400,1965,949,24,28,7,45,31,502,87,Matches
José Welison,br BRA,MF,28-258,15.5,922,30,163,577,193,10,922,23,16,69.6,5,21.7,493,2354,1239,17,18,2,14,16,559,30,Matches
Marinho,br BRA,"FW,DF",33-179,11.6,449,6,35,145,274,39,448,47,18,38.3,22,46.8,287,1880,910,36,19,19,26,14,306,84,Matches
Yago Pikachu,br BRA,"FW,MF",31-172,16.4,718,13,94,288,344,71,717,19,8,42.1,10,52.6,416,1917,970,34,14,10,14,16,487,160,Matches
Calebe,br BRA,"MF,FW",23-208,13.2,641,2,58,292,305,42,641,70,34,48.6,22,31.4,440,2992,1609,56,32,15,30,23,476,113,Matches
Guilherme,br BRA,"FW,MF",28-225,12.0,555,10,72,215,276,44,555,43,15,34.9,20,46.5,343,2299,1168,46,23,16,27,12,358,82,Matches
Marcelo,br BRA,DF,27-321,11.0,526,64,269,243,16,6,526,3,1,33.3,1,33.3,283,1435,672,2,0,0,6,3,300,2,Matches
Lucas Sasha,br BRA,MF,33-268,9.7,596,30,141,387,76,15,596,8,4,50.0,4,50.0,259,1070,508,6,5,3,6,2,337,13,Matches
Hércules,br BRA,MF,23-035,8.6,416,14,79,247,95,11,416,27,17,63.0,9,33.3,237,1363,514,12,8,2,13,8,272,14,Matches
Imanol Machuca,ar ARG,FW,23-313,7.4,353,1,23,134,209,28,353,56,30,53.6,21,37.5,226,2264,1051,36,27,12,15,18,247,75,Matches
Pedro Borges,br BRA,MF,26-266,5.7,325,13,58,222,47,4,325,8,1,12.5,5,62.5,164,875,325,3,3,0,14,4,212,11,Matches
Gonzalo Escobar,ar ARG,DF,26-253,5.4,385,15,83,184,123,6,385,10,7,70.0,2,20.0,176,1073,522,8,10,0,11,3,205,47,Matches
Lucas Crispim,br BRA,"MF,DF",29-158,5.3,375,10,44,225,106,7,375,5,2,40.0,3,60.0,205,1260,594,11,10,1,4,2,282,23,Matches
