Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Caio Alexandre,br BRA,MF,24-273,26.7,1705,1626,71,67,10,31,26,2,1,1,0,0,1489,8,26,Matches
João Ricardo Riedi,br BRA,GK,35-079,28.0,658,369,286,63,0,3,0,0,0,0,0,0,451,3,0,Matches
Emanuel Brítez,ar ARG,DF,31-243,27.7,1249,1151,95,45,0,7,11,50,0,0,0,0,1031,3,9,Matches
Titi,br BRA,DF,35-257,27.6,1284,1190,89,81,1,6,6,7,0,0,0,0,1079,5,10,Matches
Bruno Pacheco,br BRA,DF,31-351,26.7,1208,952,249,32,3,3,54,213,4,0,4,0,948,7,27,Matches
Guilherme Tinga,br BRA,DF,30-084,24.7,1370,1124,242,24,1,12,75,217,1,0,0,0,951,4,28,Matches
Tomas Pochettino,ar ARG,"MF,FW",27-296,21.0,795,720,70,21,5,10,109,9,38,12,21,0,572,5,28,Matches
Juan Martín Lucero,ar ARG,FW,31-359,21.6,326,282,41,0,4,0,10,3,0,0,0,0,237,3,11,Matches
Thiago Galhardo,br BRA,"FW,MF",34-127,18.4,455,411,36,5,6,2,9,5,0,0,0,0,324,8,16,Matches
José Welison,br BRA,MF,28-258,15.5,755,731,21,15,0,7,32,6,0,0,0,0,611,3,17,Matches
Marinho,br BRA,"FW,DF",33-179,11.6,291,234,52,17,0,2,65,4,31,16,12,0,191,5,19,Matches
Yago Pikachu,br BRA,"FW,MF",31-172,16.4,565,512,51,15,3,6,59,25,11,1,9,0,432,2,18,Matches
Calebe,br BRA,"MF,FW",23-208,13.2,474,418,47,16,4,6,62,3,28,16,7,0,351,9,12,Matches
Guilherme,br BRA,"FW,MF",28-225,12.0,392,350,40,8,1,3,53,6,24,14,6,0,259,2,5,Matches
Marcelo,br BRA,DF,27-321,11.0,423,397,26,25,1,0,0,0,0,0,0,0,347,0,2,Matches
Lucas Sasha,br BRA,MF,33-268,9.7,456,440,14,13,0,1,6,1,0,0,0,0,383,2,5,Matches
Hércules,br BRA,MF,23-035,8.6,313,309,2,2,0,9,14,0,0,0,0,0,256,2,6,Matches
Imanol Machuca,ar ARG,FW,23-313,7.4,261,229,29,6,0,1,49,1,22,9,11,0,195,3,12,Matches
Pedro Borges,br BRA,MF,26-266,5.7,243,239,4,4,1,4,1,0,0,0,0,0,209,0,1,Matches
Gonzalo Escobar,ar ARG,DF,26-253,5.4,317,255,62,8,0,5,20,53,1,0,0,0,241,0,10,Matches
Lucas Crispim,br BRA,"MF,DF",29-158,5.3,343,316,26,11,0,3,12,11,4,0,4,0,291,1,6,Matches
Fernando Miguel,br BRA,GK,38-295,5.0,111,64,46,11,0,0,0,0,0,0,0,0,76,1,0,Matches
Moises,br BRA,"MF,FW",27-083,4.1,120,114,6,0,0,1,9,4,2,2,0,0,92,0,4,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26-178,4.3,215,175,40,6,0,0,19,34,0,0,0,0,166,0,4,Matches
Tobias Figueiredo,pt POR,DF,29-295,3.8,183,180,3,3,0,1,0,0,0,0,0,0,158,0,1,Matches
Silvio Romero,ar ARG,FW,35-125,4.4,81,74,7,0,1,1,6,1,0,0,0,0,54,0,2,Matches
Romarinho,br BRA,"FW,MF",29-268,3.2,160,149,10,0,0,1,8,3,7,2,0,0,129,1,8,Matches
Brayan Ceballos,co COL,DF,22-184,2.3,143,137,5,5,0,0,0,0,0,0,0,0,118,1,1,Matches
Maurício Kozlinski,br BRA,GK,32-159,1.0,16,10,6,4,0,0,0,0,0,0,0,0,13,0,0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22-298,0.9,68,67,1,1,0,0,1,0,0,0,0,0,62,0,1,Matches
Pedro Rocha Neves,br BRA,FW,29-055,0.4,7,7,0,0,0,0,1,0,0,0,0,0,6,0,1,Matches
Kauan,br BRA,FW,18-222,0.1,7,6,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
Squad Total,,,30.5,34.0,14994,13238,1678,508,41,125,717,659,174,73,74,0,11726,78,290,
Opponent Total,,,28.1,34.0,16527,14795,1686,505,33,109,576,651,171,68,75,2,13268,46,322,
