Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Caio Alexandre,br BRA,MF,24-273,26.7,2,17,5,29.4,0.64,0.19,0.12,0.4,21.1,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches
João Ricardo Riedi,br BRA,GK,35-079,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Emanuel Brítez,ar ARG,DF,31-243,27.7,0,20,3,15.0,0.72,0.11,0.0,0.0,17.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
Titi,br BRA,DF,35-257,27.6,0,7,0,0.0,0.25,0.0,0.0,,18.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Bruno Pacheco,br BRA,DF,31-351,26.7,2,16,6,37.5,0.6,0.22,0.13,0.33,16.6,0,0,0,0.9,0.9,0.06,1.1,1.1,Matches
Guilherme Tinga,br BRA,DF,30-084,24.7,1,20,6,30.0,0.81,0.24,0.05,0.17,11.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
Tomas Pochettino,ar ARG,"MF,FW",27-296,21.0,2,47,19,40.4,2.24,0.91,0.04,0.11,22.5,4,0,0,2.8,2.8,0.06,-0.8,-0.8,Matches
Juan Martín Lucero,ar ARG,FW,31-359,21.6,8,47,17,36.2,2.18,0.79,0.11,0.29,15.3,0,3,3,8.9,6.6,0.14,-0.9,-1.6,Matches
Thiago Galhardo,br BRA,"FW,MF",34-127,18.4,4,56,17,30.4,3.04,0.92,0.04,0.12,16.8,0,2,2,6.8,5.3,0.09,-2.8,-3.3,Matches
José Welison,br BRA,MF,28-258,15.5,1,26,4,15.4,1.68,0.26,0.04,0.25,28.5,4,0,0,0.8,0.8,0.03,0.2,0.2,Matches
Marinho,br BRA,"FW,DF",33-179,11.6,1,34,11,32.4,2.93,0.95,0.03,0.09,23.9,6,0,1,2.6,1.9,0.05,-1.6,-0.9,Matches
Yago Pikachu,br BRA,"FW,MF",31-172,16.4,6,41,15,36.6,2.5,0.92,0.15,0.4,17.4,3,0,1,4.9,4.1,0.1,1.1,1.9,Matches
Calebe,br BRA,"MF,FW",23-208,13.2,0,32,10,31.3,2.42,0.76,0.0,0.0,22.0,6,0,0,2.3,2.3,0.07,-2.3,-2.3,Matches
Guilherme,br BRA,"FW,MF",28-225,12.0,2,30,11,36.7,2.5,0.92,0.07,0.18,17.0,2,0,0,3.5,3.5,0.12,-1.5,-1.5,Matches
