Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Caio Alexandre,br BRA,MF,24-273,26.7,1489,1705,87.3,27472,7305,599,649,92.3,695,750,92.7,164,232,70.7,2,2.7,2.4,-0.7,27,182,32,3,202,Matches
João Ricardo Riedi,br BRA,GK,35-079,28.0,451,658,68.5,13388,9842,65,65,100.0,195,201,97.0,185,383,48.3,0,0.0,0.0,0.0,0,7,1,0,1,Matches
Emanuel Brítez,ar ARG,DF,31-243,27.7,1031,1249,82.5,18560,7572,409,457,89.5,515,578,89.1,88,178,49.4,1,0.6,0.6,0.4,13,87,10,4,85,Matches
Titi,br BRA,DF,35-257,27.6,1079,1284,84.0,21071,9013,362,402,90.0,591,639,92.5,115,211,54.5,1,0.4,0.6,0.6,5,73,2,0,97,Matches
Bruno Pacheco,br BRA,DF,31-351,26.7,948,1208,78.5,15561,6126,490,546,89.7,366,456,80.3,68,133,51.1,3,1.8,1.8,1.2,20,96,26,11,125,Matches
Guilherme Tinga,br BRA,DF,30-084,24.7,951,1370,69.4,18314,6712,374,463,80.8,433,586,73.9,130,251,51.8,0,1.8,1.6,-1.8,30,79,28,11,105,Matches
Tomas Pochettino,ar ARG,"MF,FW",27-296,21.0,572,795,71.9,10367,3007,256,295,86.8,226,283,79.9,73,152,48.0,2,3.1,3.1,-1.1,39,66,23,11,99,Matches
Juan Martín Lucero,ar ARG,FW,31-359,21.6,237,326,72.7,3138,712,147,181,81.2,59,80,73.8,13,23,56.5,0,1.1,1.1,-1.1,15,15,11,1,33,Matches
Thiago Galhardo,br BRA,"FW,MF",34-127,18.4,324,455,71.2,4621,1397,195,244,79.9,95,131,72.5,19,37,51.4,2,2.3,2.6,-0.3,22,42,19,1,67,Matches
José Welison,br BRA,MF,28-258,15.5,611,755,80.9,10702,3072,273,296,92.2,254,300,84.7,63,103,61.2,2,1.1,0.8,0.9,16,83,6,3,100,Matches
Marinho,br BRA,"FW,DF",33-179,11.6,191,291,65.6,3586,1025,86,96,89.6,72,105,68.6,30,63,47.6,1,1.7,1.3,-0.7,20,17,11,6,32,Matches
Yago Pikachu,br BRA,"FW,MF",31-172,16.4,432,565,76.5,7030,2038,230,266,86.5,146,191,76.4,41,70,58.6,1,2.4,3.1,-1.4,26,40,16,6,58,Matches
Calebe,br BRA,"MF,FW",23-208,13.2,351,474,74.1,5893,1949,180,198,90.9,119,160,74.4,37,71,52.1,3,4.0,3.2,-1.0,24,49,18,2,67,Matches
Guilherme,br BRA,"FW,MF",28-225,12.0,259,392,66.1,4104,1159,128,162,79.0,97,143,67.8,19,56,33.9,2,1.9,1.2,0.1,14,22,14,4,27,Matches
Marcelo,br BRA,DF,27-321,11.0,347,423,82.0,6873,2990,125,139,89.9,173,203,85.2,44,73,60.3,0,0.2,0.5,-0.2,1,15,0,0,18,Matches
Lucas Sasha,br BRA,MF,33-268,9.7,383,456,84.0,6251,1706,184,211,87.2,167,183,91.3,25,42,59.5,0,0.2,0.3,-0.2,8,51,1,0,52,Matches
Hércules,br BRA,MF,23-035,8.6,256,313,81.8,4506,1164,122,138,88.4,101,118,85.6,29,42,69.0,0,0.1,0.2,-0.1,4,31,2,1,32,Matches
Imanol Machuca,ar ARG,FW,23-313,7.4,195,261,74.7,3298,753,107,118,90.7,57,74,77.0,24,41,58.5,0,1.3,1.1,-1.3,20,17,9,4,17,Matches
Pedro Borges,br BRA,MF,26-266,5.7,209,243,86.0,3659,904,95,109,87.2,89,96,92.7,21,26,80.8,0,0.6,0.3,-0.6,3,18,2,0,19,Matches
Gonzalo Escobar,ar ARG,DF,26-253,5.4,241,317,76.0,4334,1256,108,119,90.8,107,143,74.8,23,41,56.1,1,0.2,0.5,0.8,4,21,7,4,22,Matches
Lucas Crispim,br BRA,"MF,DF",29-158,5.3,291,343,84.8,5357,1414,121,132,91.7,126,140,90.0,34,47,72.3,0,0.4,0.4,-0.4,13,36,4,2,47,Matches
Fernando Miguel,br BRA,GK,38-295,5.0,76,111,68.5,2111,1576,15,15,100.0,33,33,100.0,25,59,42.4,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Moises,br BRA,"MF,FW",27-083,4.1,92,120,76.7,1612,332,43,51,84.3,39,48,81.3,9,12,75.0,0,0.7,0.4,-0.7,6,6,5,2,9,Matches
