Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Caio Alexandre,br BRA,MF,24-273,26.7,4,0,0,45,36,4,26,22,35,0,0,0,174,7,19,26.9,Matches
João Ricardo Riedi,br BRA,GK,35-079,28.0,4,0,0,1,10,0,0,1,0,0,1,0,17,6,0,100.0,Matches
Emanuel Brítez,ar ARG,DF,31-243,27.7,11,1,1,38,25,6,11,31,24,0,1,1,148,77,47,62.1,Matches
Titi,br BRA,DF,35-257,27.6,10,0,0,40,25,1,6,29,29,0,3,0,136,55,47,53.9,Matches
Bruno Pacheco,br BRA,DF,31-351,26.7,4,0,0,51,51,1,54,34,41,0,0,0,121,49,31,61.3,Matches
Guilherme Tinga,br BRA,DF,30-084,24.7,0,0,0,11,9,3,75,35,24,0,0,0,148,84,43,66.1,Matches
Tomas Pochettino,ar ARG,"MF,FW",27-296,21.0,1,0,0,19,18,2,109,16,21,0,0,0,87,12,26,31.6,Matches
Juan Martín Lucero,ar ARG,FW,31-359,21.6,2,0,0,29,29,18,10,4,6,2,0,0,42,23,42,35.4,Matches
Thiago Galhardo,br BRA,"FW,MF",34-127,18.4,5,0,0,12,30,8,9,8,9,0,0,0,59,29,47,38.2,Matches
José Welison,br BRA,MF,28-258,15.5,7,0,0,34,18,1,32,16,25,0,0,0,112,35,17,67.3,Matches
Marinho,br BRA,"FW,DF",33-179,11.6,4,0,0,18,60,7,65,3,7,3,0,0,46,3,13,18.8,Matches
Yago Pikachu,br BRA,"FW,MF",31-172,16.4,3,0,0,10,27,4,59,10,12,0,0,0,76,5,17,22.7,Matches
Calebe,br BRA,"MF,FW",23-208,13.2,2,0,0,10,45,3,62,5,9,0,0,0,68,2,12,14.3,Matches
Guilherme,br BRA,"FW,MF",28-225,12.0,3,0,0,12,26,3,53,12,10,0,0,0,58,19,26,42.2,Matches
Marcelo,br BRA,DF,27-321,11.0,3,0,0,14,8,1,0,16,10,0,1,0,58,31,14,68.9,Matches
Lucas Sasha,br BRA,MF,33-268,9.7,3,0,0,25,13,1,6,23,31,0,0,0,69,6,12,33.3,Matches
Hércules,br BRA,MF,23-035,8.6,1,0,0,15,7,2,14,5,18,0,0,0,44,5,11,31.3,Matches
Imanol Machuca,ar ARG,FW,23-313,7.4,4,0,0,11,5,4,49,3,10,0,0,0,23,4,5,44.4,Matches
Pedro Borges,br BRA,MF,26-266,5.7,1,0,0,19,13,0,1,4,11,0,0,0,37,9,11,45.0,Matches
Gonzalo Escobar,ar ARG,DF,26-253,5.4,4,0,0,15,5,0,20,12,12,0,1,0,34,11,4,73.3,Matches
Lucas Crispim,br BRA,"MF,DF",29-158,5.3,0,0,0,6,7,1,12,2,4,0,0,0,26,8,4,66.7,Matches
Fernando Miguel,br BRA,GK,38-295,5.0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,100.0,Matches
Moises,br BRA,"MF,FW",27-083,4.1,1,0,0,2,3,2,9,3,3,0,0,0,18,6,5,54.5,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26-178,4.3,1,0,0,4,0,0,19,6,7,0,0,0,29,0,3,0.0,Matches
Tobias Figueiredo,pt POR,DF,29-295,3.8,0,0,0,4,2,0,0,2,1,0,0,1,16,13,6,68.4,Matches
Silvio Romero,ar ARG,FW,35-125,4.4,2,0,0,8,4,6,6,0,2,0,0,0,13,6,9,40.0,Matches
Romarinho,br BRA,"FW,MF",29-268,3.2,0,0,0,2,6,0,8,1,1,0,0,0,20,1,1,50.0,Matches
Brayan Ceballos,co COL,DF,22-184,2.3,2,0,0,2,1,0,0,2,2,0,0,0,17,9,1,90.0,Matches
Maurício Kozlinski,br BRA,GK,32-159,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22-298,0.9,1,0,0,3,0,0,1,3,1,0,0,0,14,3,2,60.0,Matches
Pedro Rocha Neves,br BRA,FW,29-055,0.4,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,,Matches
Kauan,br BRA,FW,18-222,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Squad Total,,,30.5,34.0,84,1,1,463,485,78,717,309,365,5,7,2,1715,522,475,52.4,
Opponent Total,,,28.1,34.0,91,2,1,504,436,46,576,277,334,5,7,1,1672,475,523,47.6,
