Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Caio Alexandre,br BRA,MF,24-273,26.7,68,35,29,33,6,41,95,43.2,54,47,7,40,22,90,20,0,Matches
João Ricardo Riedi,br BRA,GK,35-079,28.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,3,Matches
Emanuel Brítez,ar ARG,DF,31-243,27.7,35,24,23,10,2,21,42,50.0,21,36,25,11,31,66,131,0,Matches
Titi,br BRA,DF,35-257,27.6,41,29,24,15,2,22,36,61.1,14,26,16,10,29,70,94,1,Matches
Bruno Pacheco,br BRA,DF,31-351,26.7,62,41,34,22,6,35,59,59.3,24,24,2,22,34,96,46,0,Matches
Guilherme Tinga,br BRA,DF,30-084,24.7,45,24,29,13,3,26,59,44.1,33,25,13,12,35,80,88,0,Matches
Tomas Pochettino,ar ARG,"MF,FW",27-296,21.0,41,21,10,26,5,23,59,39.0,36,28,5,23,16,57,18,0,Matches
Juan Martín Lucero,ar ARG,FW,31-359,21.6,12,6,2,4,6,4,15,26.7,11,11,3,8,4,16,11,1,Matches
Thiago Galhardo,br BRA,"FW,MF",34-127,18.4,12,9,5,5,2,6,20,30.0,14,15,2,13,8,20,13,0,Matches
José Welison,br BRA,MF,28-258,15.5,42,25,15,25,2,18,30,60.0,12,16,3,13,16,58,18,0,Matches
Marinho,br BRA,"FW,DF",33-179,11.6,12,7,7,3,2,5,23,21.7,18,16,0,16,3,15,5,0,Matches
Yago Pikachu,br BRA,"FW,MF",31-172,16.4,18,12,9,7,2,7,24,29.2,17,17,2,15,10,28,11,0,Matches
Calebe,br BRA,"MF,FW",23-208,13.2,16,9,6,7,3,6,22,27.3,16,9,0,9,5,21,3,0,Matches
Guilherme,br BRA,"FW,MF",28-225,12.0,19,10,10,4,5,9,20,45.0,11,11,2,9,12,31,13,0,Matches
Marcelo,br BRA,DF,27-321,11.0,14,10,7,6,1,7,15,46.7,8,12,8,4,16,30,38,0,Matches
Lucas Sasha,br BRA,MF,33-268,9.7,47,31,25,21,1,25,51,49.0,26,19,2,17,23,70,20,0,Matches
Hércules,br BRA,MF,23-035,8.6,27,18,9,15,3,10,28,35.7,18,16,2,14,5,32,9,0,Matches
Imanol Machuca,ar ARG,FW,23-313,7.4,18,10,5,9,4,9,18,50.0,9,11,0,11,3,21,1,0,Matches
Pedro Borges,br BRA,MF,26-266,5.7,15,11,7,6,2,7,12,58.3,5,7,2,5,4,19,10,1,Matches
Gonzalo Escobar,ar ARG,DF,26-253,5.4,16,12,5,7,4,9,13,69.2,4,6,2,4,12,28,11,0,Matches
Lucas Crispim,br BRA,"MF,DF",29-158,5.3,6,4,3,2,1,3,10,30.0,7,4,3,1,2,8,7,0,Matches
Fernando Miguel,br BRA,GK,38-295,5.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,1,Matches
Moises,br BRA,"MF,FW",27-083,4.1,3,3,1,1,1,1,9,11.1,8,1,0,1,3,6,1,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26-178,4.3,12,7,7,2,3,5,8,62.5,3,14,3,11,6,18,10,0,Matches
Tobias Figueiredo,pt POR,DF,29-295,3.8,5,1,3,2,0,3,3,100.0,0,2,1,1,2,7,13,1,Matches
Silvio Romero,ar ARG,FW,35-125,4.4,2,2,0,1,1,1,3,33.3,2,3,0,3,0,2,4,0,Matches
Romarinho,br BRA,"FW,MF",29-268,3.2,1,1,0,1,0,0,6,0.0,6,1,0,1,1,2,0,0,Matches
Brayan Ceballos,co COL,DF,22-184,2.3,2,2,1,1,0,0,0,,0,3,1,2,2,4,15,0,Matches
Maurício Kozlinski,br BRA,GK,32-159,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22-298,0.9,1,1,1,0,0,1,4,25.0,3,2,1,1,3,4,3,0,Matches
Pedro Rocha Neves,br BRA,FW,29-055,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Kauan,br BRA,FW,18-222,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,30.5,34.0,594,365,278,249,67,305,687,44.4,382,382,105,277,309,903,620,8,
Opponent Total,,,28.1,34.0,550,334,259,239,52,269,615,43.7,346,365,135,230,277,827,727,7,
