Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Tadeu,br BRA,GK,31-293,31,2790.0,90.0,91.2,31.0,31,90.0,31,0,,0,1.03,32.0,41.0,-9.0,-0.29,1.71,31.0,35.7,-4.7,-0.15,0.79,Matches
Maguinho,br BRA,DF,30-322,30,2505.0,84.0,81.9,27.8,30,84.0,21,0,,0,1.13,26.0,33.0,-7.0,-0.25,1.05,26.3,33.7,-7.3,-0.26,-0.23,Matches
Bruno Melo,br BRA,DF,31-029,30,2680.0,89.0,87.6,29.8,29,90.0,29,1,70.0,0,0.97,32.0,45.0,-13.0,-0.44,0.04,31.0,34.4,-3.5,-0.12,0.85,Matches
Everton Morelli,br BRA,MF,26-020,29,2369.0,82.0,77.4,26.3,27,85.0,18,2,31.0,0,1.07,21.0,33.0,-12.0,-0.46,-0.07,24.2,29.7,-5.5,-0.21,0.06,Matches
Lucas Halter,br BRA,DF,23-206,26,2267.0,87.0,74.1,25.2,26,87.0,23,0,,0,1.15,27.0,31.0,-4.0,-0.16,1.09,27.4,28.7,-1.3,-0.05,0.65,Matches
Willian,br BRA,MF,30-192,27,1860.0,69.0,60.8,20.7,24,73.0,12,3,34.0,4,1.11,18.0,28.0,-10.0,-0.48,-0.11,17.6,26.3,-8.7,-0.42,-0.51,Matches
Guilherme,br BRA,MF,32-187,26,1590.0,61.0,52.0,17.7,21,72.0,3,5,16.0,1,1.04,20.0,25.0,-5.0,-0.28,0.33,18.0,19.0,-1.0,-0.06,0.34,Matches
Sander,br BRA,DF,33-052,21,1542.0,73.0,50.4,17.1,17,87.0,15,4,18.0,2,0.81,15.0,27.0,-12.0,-0.7,-0.52,17.3,24.2,-6.9,-0.4,-0.37,Matches
Julián Palacios,ar ARG,"FW,MF",24-293,25,1503.0,60.0,49.1,16.7,17,75.0,4,8,28.0,1,0.76,23.0,35.0,-12.0,-0.72,-0.55,19.3,25.2,-6.0,-0.36,-0.27,Matches
Hugo,br BRA,DF,26-087,19,1418.0,75.0,46.3,15.8,16,84.0,11,3,23.0,12,1.21,18.0,20.0,-2.0,-0.13,0.59,15.5,17.2,-1.7,-0.11,0.22,Matches
Anderson,br BRA,FW,25-131,16,1112.0,70.0,36.3,12.4,16,70.0,2,0,,1,1.19,11.0,10.0,1.0,0.08,0.82,12.0,10.2,1.9,0.15,0.59,Matches
Allano,br BRA,FW,28-214,19,1237.0,65.0,40.4,13.7,15,75.0,3,4,28.0,0,1.26,10.0,14.0,-4.0,-0.29,0.25,11.5,13.9,-2.4,-0.17,0.08,Matches
Zé Ricardo,br BRA,MF,24-294,13,1070.0,82.0,35.0,11.9,13,82.0,7,0,,0,0.85,9.0,21.0,-12.0,-1.01,-0.87,12.7,17.8,-5.2,-0.43,-0.33,Matches
João Magno,br BRA,FW,26-282,19,983.0,52.0,32.1,10.9,13,68.0,2,6,18.0,1,1.21,15.0,11.0,4.0,0.37,1.19,12.1,9.7,2.5,0.22,0.66,Matches
Sidimar,br BRA,DF,31-138,18,1007.0,56.0,32.9,11.2,12,77.0,9,6,13.0,13,1.17,7.0,20.0,-13.0,-1.16,-1.07,8.5,18.0,-9.4,-0.84,-0.92,Matches
Matheus Peixoto,br BRA,FW,28-008,13,879.0,68.0,28.7,9.8,12,73.0,3,1,1.0,2,0.92,7.0,17.0,-10.0,-1.02,-0.82,9.4,14.4,-5.0,-0.52,-0.41,Matches
Vinícius,br BRA,"FW,MF",30-113,21,1044.0,50.0,34.1,11.6,11,75.0,4,10,22.0,4,1.05,9.0,14.0,-5.0,-0.43,0.02,10.7,13.6,-2.9,-0.25,-0.04,Matches
Dieguinho,br BRA,"FW,MF",28-024,12,810.0,68.0,26.5,9.0,9,80.0,5,3,30.0,0,0.83,9.0,16.0,-7.0,-0.78,-0.46,9.0,12.1,-3.1,-0.34,-0.17,Matches
Matheus Babi,br BRA,FW,26-129,15,818.0,55.0,26.7,9.1,7,82.0,4,8,31.0,1,1.2,11.0,16.0,-5.0,-0.55,-0.15,10.4,12.6,-2.2,-0.24,-0.02,Matches
Raphael Guzzo,pt POR,MF,28-322,13,550.0,42.0,18.0,6.1,5,64.0,0,8,29.0,3,0.92,7.0,5.0,2.0,0.33,0.94,6.7,5.8,0.9,0.16,0.46,Matches
Bruno Araújo dos Santos,br BRA,DF,30-290,8,454.0,57.0,14.8,5.0,4,82.0,2,4,31.0,16,0.75,8.0,11.0,-3.0,-0.59,-0.18,6.4,5.4,1.0,0.19,0.49,Matches
Diego Gonçalves,br BRA,"FW,MF",29-125,10,356.0,36.0,11.6,4.0,4,53.0,0,6,24.0,15,1.0,3.0,8.0,-5.0,-1.26,-0.93,4.8,6.2,-1.4,-0.35,-0.14,Matches
Alesson,br BRA,"FW,MF",24-281,22,647.0,29.0,21.1,7.2,3,59.0,0,19,25.0,11,0.64,9.0,14.0,-5.0,-0.7,-0.32,7.8,11.6,-3.7,-0.52,-0.37,Matches
Marcelo Rangel,br BRA,GK,35-191,3,270.0,90.0,8.8,3.0,3,90.0,3,0,,28,1.0,2.0,8.0,-6.0,-2.0,-1.71,3.3,6.1,-2.8,-0.94,-0.79,Matches
Apodi,br BRA,"FW,MF",36-346,11,312.0,28.0,10.2,3.5,2,66.0,0,9,20.0,19,0.73,6.0,9.0,-3.0,-0.87,-0.47,5.0,6.1,-1.1,-0.3,-0.09,Matches
Luis Oyama,br BRA,MF,26-298,5,250.0,50.0,8.2,2.8,2,73.0,0,3,35.0,15,0.6,3.0,4.0,-1.0,-0.36,0.09,3.2,2.7,0.5,0.18,0.44,Matches
EDU,br BRA,DF,23-161,6,244.0,41.0,8.0,2.7,2,90.0,2,4,16.0,18,1.33,2.0,4.0,-2.0,-0.74,-0.32,2.6,4.4,-1.8,-0.66,-0.47,Matches
Matheus Santos,br BRA,"FW,MF",25-118,7,195.0,28.0,6.4,2.2,1,67.0,0,6,21.0,2,1.0,4.0,3.0,1.0,0.46,0.96,1.6,2.6,-1.0,-0.45,-0.24,Matches
Higor,br BRA,MF,29-154,7,186.0,27.0,6.1,2.1,1,81.0,0,6,18.0,11,2.29,2.0,4.0,-2.0,-0.97,-0.56,2.8,2.6,0.2,0.1,0.34,Matches
Gabriel Novaes,br BRA,FW,24-233,3,95.0,32.0,3.1,1.1,1,66.0,0,2,15.0,1,0.33,0.0,2.0,-2.0,-1.89,-1.5,0.7,1.9,-1.2,-1.14,-0.94,Matches
Dodô,br BRA,"MF,FW",22-162,13,269.0,21.0,8.8,3.0,0,,0,13,21.0,16,0.69,5.0,3.0,2.0,0.67,1.22,5.2,4.3,0.9,0.3,0.58,Matches
Philippe Costa,br BRA,FW,23-268,4,109.0,27.0,3.6,1.2,0,,0,4,27.0,3,0.25,1.0,0.0,1.0,0.83,1.31,2.4,0.7,1.6,1.35,1.63,Matches
Lucas Emmanuel,br BRA,FW,23-170,2,55.0,28.0,1.8,0.6,0,,0,2,28.0,3,1.5,1.0,0.0,1.0,1.64,2.12,0.1,0.6,-0.6,-0.91,-0.7,Matches
Fellipe Bastos,br BRA,MF,33-296,1,36.0,36.0,1.2,0.4,0,,0,1,36.0,10,0.0,0.0,2.0,-2.0,-5.0,-4.61,0.1,0.6,-0.4,-1.1,-0.88,Matches
Denzel,br BRA,FW,20-308,1,25.0,25.0,0.8,0.3,0,,0,1,25.0,1,1.0,0.0,0.0,0.0,0.0,0.44,0.0,0.4,-0.3,-1.21,-0.99,Matches
Jhonny Lucas,br BRA,MF,23-276,2,17.0,9.0,0.6,0.2,0,,0,2,9.0,4,1.5,1.0,0.0,1.0,5.29,5.77,0.3,0.1,0.2,0.85,1.08,Matches
Pedro Oliveira,br BRA,MF,19-246,1,7.0,7.0,0.2,0.1,0,,0,1,7.0,0,3.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.22,Matches
Ezequiel,br BRA,GK,20-164,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Felipe,br BRA,MF,29-228,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Luiz Filipe,br BRA,FW,22-180,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Matheus,br BRA,GK,28-344,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Mina,br BRA,DF,20-257,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Nathan,br BRA,MF,22-249,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Daniel Nolasco,br BRA,DF,18-333,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Ariel Palacio,br BRA,FW,25-143,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Simioni,br BRA,MF,20-207,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Wendell,br BRA,FW,19-283,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,28.7,34,3060.0,90.0,100.0,34.0,374,80.0,213,155,23.0,247,1.03,34.0,49.0,-15.0,-0.44,,34.3,41.9,-7.6,-0.22,,
Opponent Total,,,28.0,34,3060.0,90.0,100.0,34.0,374,80.0,211,160,22.0,246,1.65,49.0,34.0,15.0,0.44,,41.9,34.3,7.6,0.22,,
