Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-04,19:00,Sudamericana,Group stage,Tue,Home,D,0.0,0.0,co Santa Fe,,,56.0,,Tadeu,4-3-3,José Cabero,Match Report,
2023-04-15,18:30,Série A,Matchweek 1,Sat,Away,L,0.0,2.0,Ath Paranaense,1.0,0.8,56.0,15329.0,Tadeu,4-2-3-1,Rafael Rodrigo Klein,Match Report,
2023-04-20,21:00,Sudamericana,Group stage,Thu,Away,D,2.0,2.0,pe Universitario,,,43.0,,Tadeu,4-2-3-1,Gery Vargas,Match Report,
2023-04-23,19:00,Série A,Matchweek 2,Sun,Home,W,3.0,1.0,Corinthians,1.2,0.5,52.0,8508.0,Tadeu,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2023-04-30,18:30,Série A,Matchweek 3,Sun,Away,L,0.0,1.0,Internacional,0.8,0.9,43.0,29193.0,Tadeu,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-05-04,19:00,Sudamericana,Group stage,Thu,Away,W,2.0,0.0,ar Gimnasia ELP,,,59.0,,Lucas Halter,4-3-3,Luis Quiroz,Match Report,
2023-05-07,18:30,Série A,Matchweek 4,Sun,Home,L,0.0,5.0,Palmeiras,0.7,2.0,44.0,13789.0,Lucas Halter,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-05-10,20:00,Série A,Matchweek 5,Wed,Away,L,0.0,2.0,Flamengo,0.7,2.6,43.0,44948.0,Vinícius,4-2-3-1,Savio Pereira,Match Report,
2023-05-14,18:30,Série A,Matchweek 6,Sun,Home,W,2.0,1.0,Botafogo (RJ),1.9,1.5,47.0,6674.0,Lucas Halter,4-3-3,Rafael Rodrigo Klein,Match Report,
2023-05-20,16:00,Série A,Matchweek 7,Sat,Away,D,1.0,1.0,Bahia,0.9,2.3,50.0,32519.0,Tadeu,4-4-2,Denis da Silva Ribeiro Serafim,Match Report,
2023-05-23,19:00,Sudamericana,Group stage,Tue,Home,W,1.0,0.0,pe Universitario,,,60.0,,Tadeu,5-3-2,Guillermo Guerrero,Match Report,
2023-05-27,21:00,Série A,Matchweek 8,Sat,Away,L,1.0,2.0,São Paulo,0.3,0.9,33.0,45429.0,Tadeu,4-4-2,Rafael Rodrigo Klein,Match Report,
2023-06-04,18:30,Série A,Matchweek 9,Sun,Home,L,0.0,1.0,Cuiabá,0.4,1.2,55.0,6987.0,Tadeu,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2023-06-08,19:00,Sudamericana,Group stage,Thu,Home,D,0.0,0.0,ar Gimnasia ELP,,,47.0,7928.0,Tadeu,4-2-3-1,Ivo Méndez,Match Report,
2023-06-11,18:30,Série A,Matchweek 10,Sun,Home,D,2.0,2.0,Fluminense,2.1,1.3,41.0,10260.0,Tadeu,4-5-1,Leandro Pedro Vuaden,Match Report,
2023-06-22,20:00,Série A,Matchweek 11,Thu,Away,W,1.0,0.0,Vasco da Gama,0.4,1.7,41.0,17647.0,Tadeu,4-5-1,Jean Pierre Goncalves Lima,Match Report,
2023-06-25,18:30,Série A,Matchweek 12,Sun,Away,L,0.0,2.0,Bragantino,0.2,1.7,41.0,3798.0,Tadeu,4-5-1,Bruno Mota Correia,Match Report,
2023-06-28,21:00,Sudamericana,Group stage,Wed,Away,W,2.0,1.0,co Santa Fe,,,43.0,16945.0,Tadeu,4-2-3-1,Leodán González,Match Report,
2023-07-03,20:00,Série A,Matchweek 13,Mon,Home,L,1.0,2.0,Coritiba,1.9,0.9,63.0,10394.0,Tadeu,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,
2023-07-09,11:00,Série A,Matchweek 14,Sun,Away,L,3.0,4.0,Santos,1.9,2.4,66.0,,Tadeu,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2023-07-17,20:00,Série A,Matchweek 15,Mon,Home,D,0.0,0.0,Atlético Mineiro,1.5,0.2,39.0,,Tadeu,4-5-1,Raphael Claus,Match Report,
2023-07-23,16:00,Série A,Matchweek 16,Sun,Away,W,1.0,0.0,Cruzeiro,0.3,1.1,32.0,,Tadeu,4-2-3-1,Caio Max Augusto Vieira,Match Report,
