Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Tadeu,br BRA,GK,31-293,31,31,2790.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches
Maguinho,br BRA,DF,30-322,30,30,2505.0,27.8,2.0,0.0,2.0,2.0,0.0,0.0,10.0,2.0,2.2,2.2,1.2,3.3,52.0,64.0,125.0,0.07,0.0,0.07,0.07,0.07,0.08,0.04,0.12,0.08,0.12,Matches
Bruno Melo,br BRA,DF,31-029,30,29,2680.0,29.8,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,2.4,2.4,0.3,2.7,7.0,87.0,6.0,0.07,0.03,0.1,0.07,0.1,0.08,0.01,0.09,0.08,0.09,Matches
Everton Morelli,br BRA,MF,26-020,29,27,2369.0,26.3,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.3,1.3,0.7,2.0,32.0,86.0,66.0,0.08,0.0,0.08,0.08,0.08,0.05,0.03,0.08,0.05,0.08,Matches
Lucas Halter,br BRA,DF,23-206,26,26,2267.0,25.2,3.0,0.0,3.0,3.0,0.0,0.0,8.0,2.0,0.9,0.9,0.2,1.1,19.0,98.0,1.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.04,0.03,0.04,Matches
Willian,br BRA,MF,30-192,27,24,1860.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.5,1.3,4.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches
Guilherme,br BRA,MF,32-187,26,21,1590.0,17.7,6.0,6.0,12.0,2.0,4.0,4.0,6.0,1.0,5.4,2.3,3.1,5.3,17.0,91.0,74.0,0.34,0.34,0.68,0.11,0.45,0.31,0.17,0.48,0.13,0.3,Matches
Sander,br BRA,DF,33-052,21,17,1542.0,17.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.8,2.6,30.0,85.0,87.0,0.0,0.18,0.18,0.0,0.18,0.05,0.11,0.15,0.05,0.15,Matches
Julián Palacios,ar ARG,"FW,MF",24-293,25,17,1503.0,16.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,2.9,4.2,44.0,88.0,107.0,0.06,0.06,0.12,0.06,0.12,0.08,0.17,0.25,0.08,0.25,Matches
Hugo,br BRA,DF,26-087,19,16,1418.0,15.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.7,2.1,22.0,61.0,68.0,0.06,0.06,0.13,0.06,0.13,0.02,0.11,0.13,0.02,0.13,Matches
Anderson,br BRA,FW,25-131,16,16,1112.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,34.0,32.0,80.0,0.0,0.08,0.08,0.0,0.08,0.05,0.09,0.14,0.05,0.14,Matches
Allano,br BRA,FW,28-214,19,15,1237.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,0.8,2.9,39.0,55.0,90.0,0.07,0.0,0.07,0.07,0.07,0.15,0.06,0.21,0.15,0.21,Matches
Zé Ricardo,br BRA,MF,24-294,13,13,1070.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.8,1.2,16.0,88.0,11.0,0.0,0.08,0.08,0.0,0.08,0.03,0.07,0.1,0.03,0.1,Matches
João Magno,br BRA,FW,26-282,19,13,983.0,10.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.8,2.8,0.8,3.6,13.0,12.0,41.0,0.27,0.09,0.37,0.27,0.37,0.26,0.07,0.33,0.26,0.33,Matches
Sidimar,br BRA,DF,31-138,18,12,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.2,0.9,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Matches
Matheus Peixoto,br BRA,FW,28-008,13,12,879.0,9.8,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.2,1.4,1.6,3.0,4.0,11.0,28.0,0.2,0.1,0.31,0.1,0.2,0.23,0.16,0.39,0.15,0.31,Matches
