Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Tadeu,br BRA,GK,31-293,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,16,2,Matches
Maguinho,br BRA,DF,30-322,27.8,49,31,28,15,6,24,47,51.1,23,38,19,19,33,82,75,1,Matches
Bruno Melo,br BRA,DF,31-029,29.8,20,12,14,5,1,8,16,50.0,8,21,14,7,16,36,129,0,Matches
Everton Morelli,br BRA,MF,26-020,26.3,65,45,36,26,3,29,54,53.7,25,26,6,20,25,90,40,1,Matches
Lucas Halter,br BRA,DF,23-206,25.2,34,26,27,5,2,21,33,63.6,12,37,24,13,36,70,115,2,Matches
Willian,br BRA,MF,30-192,20.7,47,26,16,27,4,20,44,45.5,24,27,14,13,38,85,53,1,Matches
Guilherme,br BRA,MF,32-187,17.7,23,14,10,8,5,13,26,50.0,13,20,7,13,11,34,12,1,Matches
Sander,br BRA,DF,33-052,17.1,38,24,19,18,1,25,42,59.5,17,19,5,14,23,61,47,0,Matches
Julián Palacios,ar ARG,"FW,MF",24-293,16.7,27,16,4,13,10,9,43,20.9,34,12,0,12,11,38,5,0,Matches
Hugo,br BRA,DF,26-087,15.8,32,18,17,11,4,16,22,72.7,6,20,4,16,21,53,63,0,Matches
Anderson,br BRA,FW,25-131,12.4,21,13,10,9,2,13,21,61.9,8,7,0,7,3,24,5,0,Matches
Allano,br BRA,FW,28-214,13.7,38,20,25,10,3,26,49,53.1,23,17,1,16,12,50,14,0,Matches
Zé Ricardo,br BRA,MF,24-294,11.9,25,14,12,10,3,9,28,32.1,19,20,9,11,15,40,13,1,Matches
João Magno,br BRA,FW,26-282,10.9,5,4,1,3,1,1,5,20.0,4,9,1,8,2,7,18,0,Matches
Sidimar,br BRA,DF,31-138,11.2,14,6,10,3,1,3,7,42.9,4,13,11,2,11,25,80,0,Matches
Matheus Peixoto,br BRA,FW,28-008,9.8,9,5,3,3,3,4,6,66.7,2,7,2,5,4,13,13,0,Matches
Vinícius,br BRA,"FW,MF",30-113,11.6,16,12,7,7,2,7,18,38.9,11,8,1,7,11,27,20,0,Matches
Dieguinho,br BRA,"FW,MF",28-024,9.0,18,13,8,7,3,6,21,28.6,15,5,1,4,8,26,13,0,Matches
Matheus Babi,br BRA,FW,26-129,9.1,7,4,1,4,2,4,10,40.0,6,5,1,4,1,8,8,0,Matches
Raphael Guzzo,pt POR,MF,28-322,6.1,7,3,1,3,3,2,8,25.0,6,9,4,5,2,9,10,0,Matches
Bruno Araújo dos Santos,br BRA,DF,30-290,5.0,10,6,7,2,1,6,11,54.5,5,7,2,5,7,17,19,0,Matches
Diego Gonçalves,br BRA,"FW,MF",29-125,4.0,3,3,3,0,0,3,12,25.0,9,8,1,7,2,5,3,1,Matches
Alesson,br BRA,"FW,MF",24-281,7.2,16,9,11,3,2,12,27,44.4,15,5,1,4,1,17,7,0,Matches
Marcelo Rangel,br BRA,GK,35-191,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Apodi,br BRA,"FW,MF",36-346,3.5,5,4,3,1,1,3,4,75.0,1,2,1,1,1,6,8,0,Matches
Luis Oyama,br BRA,MF,26-298,2.8,3,2,0,3,0,1,7,14.3,6,4,1,3,3,6,2,0,Matches
EDU,br BRA,DF,23-161,2.7,3,1,2,1,0,2,4,50.0,2,5,3,2,1,4,19,0,Matches
Matheus Santos,br BRA,"FW,MF",25-118,2.2,2,1,1,1,0,1,9,11.1,8,1,1,0,1,3,1,0,Matches
Higor,br BRA,MF,29-154,2.1,8,2,4,3,1,4,12,33.3,8,4,0,4,2,10,6,0,Matches
Gabriel Novaes,br BRA,FW,24-233,1.1,1,1,0,1,0,1,5,20.0,4,2,1,1,0,1,2,0,Matches
Dodô,br BRA,"MF,FW",22-162,3.0,4,4,1,2,1,2,6,33.3,4,0,0,0,1,5,2,0,Matches
Philippe Costa,br BRA,FW,23-268,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Lucas Emmanuel,br BRA,FW,23-170,0.6,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches
Fellipe Bastos,br BRA,MF,33-296,0.4,1,0,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0,Matches
Denzel,br BRA,FW,20-308,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jhonny Lucas,br BRA,MF,23-276,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Pedro Oliveira,br BRA,MF,19-246,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,34.0,553,339,283,204,66,277,604,45.9,327,361,136,225,303,856,819,10,
Opponent Total,,,28.0,34.0,565,348,268,217,80,246,530,46.4,284,390,130,260,295,860,653,5,
