Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Tadeu,br BRA,GK,31-293,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Maguinho,br BRA,DF,30-322,27.8,2,25,4,16.0,0.9,0.14,0.08,0.5,14.4,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
Bruno Melo,br BRA,DF,31-029,29.8,2,28,5,17.9,0.94,0.17,0.07,0.4,16.1,8,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
Everton Morelli,br BRA,MF,26-020,26.3,2,27,4,14.8,1.03,0.15,0.07,0.5,21.3,0,0,0,1.3,1.3,0.05,0.7,0.7,Matches
Lucas Halter,br BRA,DF,23-206,25.2,3,20,6,30.0,0.79,0.24,0.15,0.5,11.5,0,0,0,0.9,0.9,0.04,2.1,2.1,Matches
Willian,br BRA,MF,30-192,20.7,0,12,2,16.7,0.58,0.1,0.0,0.0,18.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Guilherme,br BRA,MF,32-187,17.7,6,28,9,32.1,1.58,0.51,0.07,0.22,21.3,5,4,4,5.4,2.3,0.08,0.6,-0.3,Matches
Sander,br BRA,DF,33-052,17.1,0,19,6,31.6,1.11,0.35,0.0,0.0,24.9,1,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Julián Palacios,ar ARG,"FW,MF",24-293,16.7,1,28,8,28.6,1.68,0.48,0.04,0.13,25.4,2,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
Hugo,br BRA,DF,26-087,15.8,1,16,6,37.5,1.02,0.38,0.06,0.17,28.2,3,0,0,0.4,0.4,0.02,0.6,0.6,Matches
Anderson,br BRA,FW,25-131,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,21.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Allano,br BRA,FW,28-214,13.7,1,30,12,40.0,2.18,0.87,0.03,0.08,18.9,0,0,0,2.1,2.1,0.07,-1.1,-1.1,Matches
Zé Ricardo,br BRA,MF,24-294,11.9,0,16,7,43.8,1.35,0.59,0.0,0.0,29.7,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
João Magno,br BRA,FW,26-282,10.9,3,25,8,32.0,2.29,0.73,0.12,0.38,14.8,0,0,0,2.8,2.8,0.11,0.2,0.2,Matches
Sidimar,br BRA,DF,31-138,11.2,0,10,2,20.0,0.89,0.18,0.0,0.0,11.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Matheus Peixoto,br BRA,FW,28-008,9.8,2,20,6,30.0,2.05,0.61,0.05,0.17,16.0,0,1,1,2.2,1.4,0.07,-0.2,-0.4,Matches
Vinícius,br BRA,"FW,MF",30-113,11.6,0,31,6,19.4,2.67,0.52,0.0,0.0,19.5,1,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
Dieguinho,br BRA,"FW,MF",28-024,9.0,0,8,0,0.0,0.89,0.0,0.0,,23.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Matheus Babi,br BRA,FW,26-129,9.1,4,27,10,37.0,2.97,1.1,0.15,0.4,12.6,0,0,0,2.6,2.6,0.09,1.4,1.4,Matches
Raphael Guzzo,pt POR,MF,28-322,6.1,1,11,3,27.3,1.8,0.49,0.09,0.33,16.1,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
Bruno Araújo dos Santos,br BRA,DF,30-290,5.0,0,2,1,50.0,0.4,0.2,0.0,0.0,13.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Diego Gonçalves,br BRA,"FW,MF",29-125,4.0,0,6,2,33.3,1.52,0.51,0.0,0.0,20.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Alesson,br BRA,"FW,MF",24-281,7.2,2,15,3,20.0,2.09,0.42,0.13,0.67,16.7,0,0,0,1.1,1.1,0.07,0.9,0.9,Matches
Marcelo Rangel,br BRA,GK,35-191,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Apodi,br BRA,"FW,MF",36-346,3.5,1,7,5,71.4,2.02,1.44,0.14,0.2,17.6,0,0,0,0.8,0.8,0.12,0.2,0.2,Matches
Luis Oyama,br BRA,MF,26-298,2.8,0,1,0,0.0,0.36,0.0,0.0,,35.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
