Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Tadeu,br BRA,GK,31-293,31.0,1,0,0,0,11,0,0,0,0,0,0,0,19,11,1,91.7,Matches
Maguinho,br BRA,DF,30-322,27.8,10,2,2,68,27,3,49,33,31,1,1,0,105,70,68,50.7,Matches
Bruno Melo,br BRA,DF,31-029,29.8,9,0,0,22,17,3,3,16,12,1,1,0,101,51,53,49.0,Matches
Everton Morelli,br BRA,MF,26-020,26.3,6,0,0,57,59,3,14,25,45,0,1,0,159,22,19,53.7,Matches
Lucas Halter,br BRA,DF,23-206,25.2,8,2,0,23,6,3,4,36,26,0,1,0,123,55,20,73.3,Matches
Willian,br BRA,MF,30-192,20.7,6,0,0,32,23,0,2,38,26,0,0,0,121,34,23,59.6,Matches
Guilherme,br BRA,MF,32-187,17.7,6,1,0,36,15,3,138,11,14,0,0,0,67,10,20,33.3,Matches
Sander,br BRA,DF,33-052,17.1,1,0,0,23,37,1,111,23,24,0,0,0,100,35,27,56.5,Matches
Julián Palacios,ar ARG,"FW,MF",24-293,16.7,6,0,0,32,54,3,80,11,16,1,0,0,73,8,24,25.0,Matches
Hugo,br BRA,DF,26-087,15.8,2,0,0,34,10,3,46,21,18,0,0,0,73,30,12,71.4,Matches
Anderson,br BRA,FW,25-131,12.4,1,0,0,19,17,1,14,3,13,0,0,0,79,3,14,17.6,Matches
Allano,br BRA,FW,28-214,13.7,5,0,0,21,42,5,13,12,20,0,0,0,80,27,20,57.4,Matches
Zé Ricardo,br BRA,MF,24-294,11.9,5,0,0,33,39,0,4,15,14,0,0,0,74,13,7,65.0,Matches
João Magno,br BRA,FW,26-282,10.9,2,0,0,26,17,10,3,2,4,1,0,0,29,47,75,38.5,Matches
Sidimar,br BRA,DF,31-138,11.2,2,0,0,9,8,1,1,11,6,0,0,1,34,37,14,72.5,Matches
Matheus Peixoto,br BRA,FW,28-008,9.8,2,0,0,16,18,7,3,4,5,0,0,0,18,30,35,46.2,Matches
Vinícius,br BRA,"FW,MF",30-113,11.6,1,0,0,16,11,4,51,11,12,0,0,0,53,7,9,43.8,Matches
Dieguinho,br BRA,"FW,MF",28-024,9.0,2,0,0,9,29,1,24,8,13,0,0,0,62,3,15,16.7,Matches
Matheus Babi,br BRA,FW,26-129,9.1,4,0,0,22,20,9,1,1,4,0,0,0,28,43,54,44.3,Matches
Raphael Guzzo,pt POR,MF,28-322,6.1,4,1,1,12,3,2,11,2,3,0,0,0,27,3,10,23.1,Matches
Bruno Araújo dos Santos,br BRA,DF,30-290,5.0,3,0,0,14,8,0,7,7,6,0,0,0,27,9,7,56.3,Matches
Diego Gonçalves,br BRA,"FW,MF",29-125,4.0,1,0,0,7,9,1,6,2,3,0,0,0,11,10,12,45.5,Matches
Alesson,br BRA,"FW,MF",24-281,7.2,2,0,0,10,8,10,23,1,9,0,0,0,30,14,15,48.3,Matches
Marcelo Rangel,br BRA,GK,35-191,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Apodi,br BRA,"FW,MF",36-346,3.5,1,0,0,6,3,5,6,1,4,1,0,0,5,6,6,50.0,Matches
Luis Oyama,br BRA,MF,26-298,2.8,1,0,0,2,4,0,2,3,2,0,0,0,17,0,1,0.0,Matches
EDU,br BRA,DF,23-161,2.7,1,0,0,7,6,0,0,1,1,0,1,0,15,1,3,25.0,Matches
Matheus Santos,br BRA,"FW,MF",25-118,2.2,1,0,0,1,3,2,6,1,1,0,0,0,9,0,1,0.0,Matches
Higor,br BRA,MF,29-154,2.1,0,0,0,7,1,0,1,2,2,0,0,0,15,2,3,40.0,Matches
Gabriel Novaes,br BRA,FW,24-233,1.1,0,0,0,3,1,1,0,0,1,0,0,0,4,1,4,20.0,Matches
Dodô,br BRA,"MF,FW",22-162,3.0,1,0,0,5,8,0,15,1,4,0,0,0,22,0,5,0.0,Matches
Philippe Costa,br BRA,FW,23-268,1.2,0,0,0,1,1,1,0,0,0,0,0,0,3,3,5,37.5,Matches
Lucas Emmanuel,br BRA,FW,23-170,0.6,0,0,0,3,0,0,0,0,0,0,0,0,1,2,3,40.0,Matches
Fellipe Bastos,br BRA,MF,33-296,0.4,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,,Matches
Denzel,br BRA,FW,20-308,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Jhonny Lucas,br BRA,MF,23-276,0.2,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
Pedro Oliveira,br BRA,MF,19-246,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,28.7,34.0,96,6,3,579,515,82,641,303,339,5,5,1,1590,587,588,50.0,
Opponent Total,,,28.0,34.0,101,6,1,541,546,44,793,295,348,5,5,1,1661,588,584,50.2,
