Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Rafael Pires,br BRA,GK,34-154,29.0,1,0,0,0,3,0,0,1,2,0,0,0,35,7,2,77.8,Matches
Pablo Maia,br BRA,MF,21-318,24.7,9,1,1,56,23,0,4,16,31,0,0,0,178,15,7,68.2,Matches
Alisson,br BRA,"MF,FW",30-152,20.2,2,0,0,34,40,2,57,21,29,1,0,0,104,16,27,37.2,Matches
Lucas Beraldo,br BRA,DF,20-000,21.0,6,0,0,17,14,0,2,21,16,0,0,0,126,36,24,60.0,Matches
Rafinha,br BRA,DF,38-078,20.8,11,1,1,23,20,0,41,15,24,0,1,1,96,12,11,52.2,Matches
Luciano,br BRA,"MF,FW",30-190,20.7,5,0,0,23,47,5,20,4,17,0,0,0,76,13,21,38.2,Matches
Caio Paulista,br BRA,DF,25-197,20.4,3,0,0,17,33,0,48,15,15,1,1,0,122,12,17,41.4,Matches
Diego,br BRA,DF,24-126,19.3,6,0,0,19,4,0,1,18,11,0,1,0,84,35,25,58.3,Matches
Wellington Rato,br BRA,"FW,MF",31-149,16.8,6,0,0,20,16,9,139,5,10,0,1,0,71,11,7,61.1,Matches
Michel Araujo,uy URU,"FW,MF",27-057,17.8,2,0,0,31,41,2,58,11,21,1,3,0,82,31,35,47.0,Matches
Rodrigo Nestor,br BRA,"MF,FW",23-107,16.1,5,1,1,29,20,5,34,11,15,0,0,0,76,11,15,42.3,Matches
Robert Arboleda,ec ECU,DF,32-033,15.1,0,1,0,3,12,4,0,9,18,0,0,0,78,49,28,63.6,Matches
Jonathan Calleri,ar ARG,FW,30-062,15.0,6,0,0,37,36,14,11,5,4,2,0,0,28,58,54,51.8,Matches
Gabriel Neves,uy URU,MF,26-105,10.7,6,1,0,13,3,0,18,3,14,0,0,0,66,4,4,50.0,Matches
Juan Santos,br BRA,FW,21-263,12.3,2,0,0,19,29,12,17,6,14,0,0,0,41,14,41,25.5,Matches
Alan Franco,ar ARG,DF,27-044,11.5,3,0,0,10,3,0,0,12,10,0,1,0,62,25,14,64.1,Matches
Nathan Mendes,br BRA,DF,21-097,10.7,5,0,0,20,19,1,19,17,10,0,0,0,55,21,14,60.0,Matches
Welington,br BRA,DF,22-278,8.6,2,0,0,13,17,0,35,2,11,0,0,0,42,18,17,51.4,Matches
Luan,br BRA,MF,24-194,6.8,1,0,0,11,5,0,0,9,5,0,0,0,32,10,4,71.4,Matches
James Rodríguez,co COL,"MF,FW",32-135,6.3,0,0,0,10,8,1,37,0,5,0,0,0,39,3,3,50.0,Matches
Lucas Moura,br BRA,"FW,MF",31-103,7.7,0,0,0,10,23,0,8,6,0,0,1,0,36,11,10,52.4,Matches
David,br BRA,"FW,MF",28-038,7.5,5,0,0,21,14,11,6,0,2,0,0,0,23,8,20,28.6,Matches
Marcos Paulo,br BRA,"FW,MF",22-296,5.9,2,0,0,8,12,2,10,6,7,0,0,0,21,4,10,28.6,Matches
Jandrei,br BRA,GK,30-268,5.0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,100.0,Matches
Jhegson Méndez,ec ECU,MF,26-212,4.1,1,0,0,9,2,0,1,6,4,0,0,0,21,5,5,50.0,Matches
Patryck,br BRA,DF,20-310,4.0,2,0,0,2,6,0,8,7,4,0,0,0,19,8,7,53.3,Matches
Raí Ramos,br BRA,DF,29-202,3.1,2,0,0,5,1,0,7,1,4,0,0,0,11,3,3,50.0,Matches
Erison,br BRA,FW,24-225,3.0,2,0,0,5,10,1,1,0,0,0,0,0,5,7,15,31.8,Matches
Matheus Belém,br BRA,DF,20-284,1.9,1,0,0,1,0,0,1,2,0,0,0,0,12,2,5,28.6,Matches
Rodrigo,br BRA,"MF,FW",19-253,2.6,3,0,0,13,2,0,15,3,3,0,0,0,13,4,4,50.0,Matches
Alexandre Pato,br BRA,"FW,MF",34-083,1.8,0,0,0,1,4,2,2,0,0,0,0,0,2,1,1,50.0,Matches
Talles Costa,br BRA,"MF,FW",21-114,0.8,0,0,0,0,4,0,1,2,1,0,0,0,4,1,0,100.0,Matches
João Moreira,pt POR,DF,19-187,0.8,0,0,0,1,3,0,2,1,1,0,0,0,5,0,0,,Matches
William Gomes,br BRA,FW,17-254,0.3,0,0,0,2,1,0,2,0,1,0,0,0,1,0,1,0.0,Matches
Pedro Vilhena,br BRA,FW,21-279,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0.0,Matches
Felipe Negrucci,br BRA,MF,19-204,0.2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,Matches
Nahuel Ferraresi,ve VEN,FW,25-005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Talles Wander,br BRA,MF,20-031,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Squad Total,,,27.5,34.0,100,5,3,485,476,71,606,235,309,5,9,1,1673,458,453,50.3,
Opponent Total,,,28.5,34.0,103,4,1,492,451,52,553,318,367,8,8,0,1667,453,457,49.8,
