Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Bento,br BRA,GK,24-167,29,2610.0,90.0,85.3,29.0,29,90.0,29,0,,0,1.45,37.0,33.0,4.0,0.14,-0.66,37.3,32.8,4.5,0.15,-0.47,Matches
Thiago Heleno,br BRA,DF,35-068,29,2509.0,87.0,82.0,27.9,28,90.0,27,1,1.0,1,1.59,42.0,34.0,8.0,0.29,0.29,39.2,32.2,7.0,0.25,0.16,Matches
Erick,br BRA,MF,26-010,29,2139.0,74.0,69.9,23.8,26,80.0,15,3,24.0,1,1.69,36.0,25.0,11.0,0.46,0.76,36.9,23.5,13.4,0.56,1.13,Matches
Agustín Canobbio,uy URU,"FW,MF",25-054,27,1981.0,73.0,64.7,22.0,21,87.0,15,6,27.0,1,1.59,33.0,26.0,7.0,0.32,0.23,31.2,26.2,5.0,0.23,0.02,Matches
Vitor Bueno,br BRA,"MF,FW",29-080,28,1786.0,64.0,58.4,19.8,21,74.0,6,7,33.0,3,1.54,34.0,24.0,10.0,0.5,0.65,30.7,20.4,10.2,0.52,0.71,Matches
Fernandinho,br BRA,MF,38-204,22,1666.0,76.0,54.4,18.5,20,80.0,10,2,37.0,0,1.59,26.0,20.0,6.0,0.32,0.2,27.0,18.6,8.4,0.45,0.5,Matches
Tomás Cuello,ar ARG,"FW,MF",23-264,28,1721.0,61.0,56.2,19.1,18,81.0,9,10,27.0,4,1.39,24.0,20.0,4.0,0.21,-0.06,25.3,21.1,4.1,0.22,-0.02,Matches
Vitor Roque,br BRA,FW,18-269,22,1558.0,71.0,50.9,17.3,18,81.0,6,4,23.0,0,1.68,28.0,22.0,6.0,0.35,0.23,26.2,20.5,5.7,0.33,0.22,Matches
Lucas Esquivel,ar ARG,DF,22-041,18,1561.0,87.0,51.0,17.3,17,90.0,17,1,31.0,1,1.56,25.0,18.0,7.0,0.4,0.34,24.9,18.8,6.0,0.35,0.26,Matches
Cacá,br BRA,DF,24-213,16,1424.0,89.0,46.5,15.8,16,89.0,15,0,,1,1.44,21.0,16.0,5.0,0.32,0.15,19.0,17.1,1.9,0.12,-0.19,Matches
Pablo,br BRA,FW,31-154,25,1396.0,56.0,45.6,15.5,14,80.0,8,11,25.0,0,1.64,24.0,19.0,5.0,0.32,0.16,23.8,16.9,6.9,0.44,0.4,Matches
Hugo Moura,br BRA,MF,25-325,28,1229.0,44.0,40.2,13.7,14,72.0,4,14,16.0,5,1.57,13.0,15.0,-2.0,-0.15,-0.64,14.4,19.3,-4.9,-0.35,-0.97,Matches
