Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Bento,br BRA,GK,24-167,29.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,14.0,1.0,Matches
Thiago Heleno,br BRA,DF,35-068,27.9,38.0,24,25.0,12.0,1.0,24.0,34.0,70.6,10.0,32.0,16.0,16.0,38,76.0,124.0,1.0,Matches
Erick,br BRA,MF,26-010,23.8,45.0,26,17.0,25.0,3.0,19.0,41.0,46.3,22.0,31.0,12.0,19.0,36,81.0,30.0,0.0,Matches
Agustín Canobbio,uy URU,"FW,MF",25-054,22.0,53.0,33,17.0,23.0,13.0,28.0,61.0,45.9,33.0,46.0,3.0,43.0,8,61.0,17.0,0.0,Matches
Vitor Bueno,br BRA,"MF,FW",29-080,19.8,15.0,7,5.0,7.0,3.0,5.0,16.0,31.3,11.0,15.0,2.0,13.0,6,21.0,0.0,0.0,Matches
Fernandinho,br BRA,MF,38-204,18.5,22.0,13,7.0,12.0,3.0,14.0,31.0,45.2,17.0,17.0,6.0,11.0,16,38.0,22.0,0.0,Matches
Tomás Cuello,ar ARG,"FW,MF",23-264,19.1,51.0,24,21.0,26.0,4.0,27.0,47.0,57.4,20.0,13.0,2.0,11.0,28,79.0,25.0,1.0,Matches
Vitor Roque,br BRA,FW,18-269,17.3,19.0,10,8.0,8.0,3.0,7.0,16.0,43.8,9.0,10.0,2.0,8.0,2,21.0,2.0,0.0,Matches
Lucas Esquivel,ar ARG,DF,22-041,17.3,32.0,26,14.0,14.0,4.0,12.0,24.0,50.0,12.0,26.0,7.0,19.0,20,52.0,46.0,0.0,Matches
Cacá,br BRA,DF,24-213,15.8,24.0,13,22.0,2.0,0.0,15.0,22.0,68.2,7.0,17.0,10.0,7.0,17,41.0,62.0,1.0,Matches
Pablo,br BRA,FW,31-154,15.5,18.0,10,4.0,11.0,3.0,7.0,16.0,43.8,9.0,11.0,1.0,10.0,8,26.0,19.0,0.0,Matches
Hugo Moura,br BRA,MF,25-325,13.7,38.0,18,19.0,18.0,1.0,13.0,42.0,31.0,29.0,30.0,4.0,26.0,17,55.0,26.0,0.0,Matches
Khellven,br BRA,DF,22-272,11.1,14.0,11,6.0,8.0,0.0,11.0,21.0,52.4,10.0,9.0,5.0,4.0,16,30.0,29.0,0.0,Matches
Mádson,br BRA,DF,31-315,12.2,10.0,3,5.0,5.0,0.0,5.0,9.0,55.6,4.0,11.0,5.0,6.0,10,20.0,39.0,0.0,Matches
Bruno Zapelli,ar ARG,"MF,FW",21-191,11.6,16.0,7,6.0,8.0,2.0,13.0,20.0,65.0,7.0,14.0,0.0,14.0,6,22.0,3.0,0.0,Matches
Christian,br BRA,"MF,FW",22-340,11.6,19.0,10,5.0,12.0,2.0,6.0,17.0,35.3,11.0,10.0,1.0,9.0,10,29.0,7.0,1.0,Matches
Zé Ivaldo,br BRA,DF,26-276,11.3,17.0,13,13.0,4.0,0.0,10.0,14.0,71.4,4.0,7.0,5.0,2.0,16,33.0,45.0,0.0,Matches
Pedro Henrique,br BRA,DF,28-053,9.5,8.0,5,6.0,2.0,0.0,1.0,6.0,16.7,5.0,21.0,14.0,7.0,12,20.0,30.0,0.0,Matches
Alex Santana,br BRA,MF,28-195,11.0,14.0,11,5.0,6.0,3.0,9.0,19.0,47.4,10.0,10.0,7.0,3.0,9,23.0,6.0,0.0,Matches
Fernando,br BRA,DF,24-071,5.3,11.0,9,7.0,3.0,1.0,7.0,9.0,77.8,2.0,1.0,0.0,1.0,8,19.0,10.0,0.0,Matches
Arturo Vidal,cl CHI,MF,36-186,4.2,11.0,8,3.0,6.0,2.0,2.0,7.0,28.6,5.0,2.0,1.0,1.0,6,17.0,4.0,0.0,Matches
Rômulo,br BRA,"FW,MF",21-289,5.1,14.0,7,5.0,7.0,2.0,5.0,15.0,33.3,10.0,5.0,0.0,5.0,5,19.0,7.0,0.0,Matches
Leonardo Linck,br BRA,GK,22-266,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,Matches
Kaique Rocha,br BRA,DF,22-269,4.9,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,3.0,11,13.0,34.0,0.0,Matches
Matheus Felipe,br BRA,DF,25-015,4.8,3.0,1,3.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,5.0,5.0,6,9.0,20.0,0.0,Matches
David Terans,uy URU,"MF,FW",29-105,4.4,3.0,1,0.0,2.0,1.0,1.0,5.0,20.0,4.0,4.0,0.0,4.0,1,4.0,0.0,0.0,Matches
Pedrinho,br BRA,"DF,MF",21-136,4.0,6.0,4,1.0,5.0,0.0,3.0,8.0,37.5,5.0,10.0,0.0,10.0,9,15.0,10.0,0.0,Matches
Vinicius Kaue,br BRA,"DF,MF",20-268,3.3,7.0,2,4.0,3.0,0.0,4.0,8.0,50.0,4.0,6.0,1.0,5.0,2,9.0,12.0,0.0,Matches
