Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Bento,br BRA,GK,24-167,29.0,6.0,0.21,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,35-068,27.9,18.0,0.65,17.0,1.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick,br BRA,MF,26-010,23.8,50.0,2.1,42.0,0.0,2.0,3.0,1.0,2.0,6.0,0.25,5.0,0.0,1.0,0.0,0.0,0.0,Matches
Agustín Canobbio,uy URU,"FW,MF",25-054,22.0,95.0,4.32,66.0,2.0,7.0,7.0,12.0,1.0,9.0,0.41,8.0,0.0,0.0,0.0,1.0,0.0,Matches
Vitor Bueno,br BRA,"MF,FW",29-080,19.8,124.0,6.25,81.0,30.0,5.0,5.0,2.0,1.0,13.0,0.66,9.0,1.0,0.0,1.0,1.0,1.0,Matches
Fernandinho,br BRA,MF,38-204,18.5,62.0,3.35,54.0,3.0,1.0,0.0,3.0,1.0,9.0,0.49,9.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás Cuello,ar ARG,"FW,MF",23-264,19.1,65.0,3.4,37.0,7.0,8.0,2.0,6.0,5.0,7.0,0.37,6.0,0.0,0.0,0.0,1.0,0.0,Matches
Vitor Roque,br BRA,FW,18-269,17.3,59.0,3.41,31.0,0.0,9.0,7.0,11.0,1.0,8.0,0.46,5.0,0.0,0.0,2.0,1.0,0.0,Matches
Lucas Esquivel,ar ARG,DF,22-041,17.3,40.0,2.31,20.0,13.0,1.0,1.0,3.0,2.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Cacá,br BRA,DF,24-213,15.8,12.0,0.76,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo,br BRA,FW,31-154,15.5,43.0,2.77,31.0,1.0,3.0,8.0,0.0,0.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Hugo Moura,br BRA,MF,25-325,13.7,11.0,0.8,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Khellven,br BRA,DF,22-272,11.1,26.0,2.35,16.0,8.0,1.0,1.0,0.0,0.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Mádson,br BRA,DF,31-315,12.2,36.0,2.96,27.0,4.0,1.0,3.0,1.0,0.0,4.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Zapelli,ar ARG,"MF,FW",21-191,11.6,54.0,4.65,33.0,12.0,5.0,3.0,1.0,0.0,6.0,0.52,3.0,2.0,0.0,1.0,0.0,0.0,Matches
Christian,br BRA,"MF,FW",22-340,11.6,42.0,3.62,23.0,5.0,4.0,4.0,2.0,4.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Zé Ivaldo,br BRA,DF,26-276,11.3,8.0,0.71,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Henrique,br BRA,DF,28-053,9.5,5.0,0.53,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Santana,br BRA,MF,28-195,11.0,25.0,2.28,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando,br BRA,DF,24-071,5.3,14.0,2.64,13.0,1.0,0.0,0.0,0.0,0.0,4.0,0.75,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Arturo Vidal,cl CHI,MF,36-186,4.2,12.0,2.84,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rômulo,br BRA,"FW,MF",21-289,5.1,10.0,1.95,5.0,0.0,3.0,0.0,2.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Leonardo Linck,br BRA,GK,22-266,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kaique Rocha,br BRA,DF,22-269,4.9,2.0,0.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
