Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Bento,br BRA,GK,24-167,29.0,501.0,787.0,63.7,14154.0,9895.0,98.0,98.0,100.0,237.0,245.0,96.7,164.0,434.0,37.8,1,0.3,0.3,0.7,2.0,9.0,0.0,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,35-068,27.9,1157.0,1387.0,83.4,26174.0,10810.0,261.0,295.0,88.5,668.0,724.0,92.3,217.0,335.0,64.8,0,0.2,0.6,-0.2,4.0,79.0,5.0,0.0,82.0,Matches
Erick,br BRA,MF,26-010,23.8,831.0,974.0,85.3,14397.0,4913.0,373.0,413.0,90.3,364.0,410.0,88.8,76.0,108.0,70.4,3,2.4,1.3,0.6,15.0,73.0,7.0,2.0,99.0,Matches
Agustín Canobbio,uy URU,"FW,MF",25-054,22.0,573.0,758.0,75.6,8478.0,3003.0,332.0,383.0,86.7,198.0,252.0,78.6,26.0,63.0,41.3,5,3.3,2.5,1.7,35.0,56.0,25.0,9.0,70.0,Matches
Vitor Bueno,br BRA,"MF,FW",29-080,19.8,662.0,902.0,73.4,11590.0,3934.0,329.0,390.0,84.4,236.0,298.0,79.2,82.0,163.0,50.3,4,6.0,6.2,-2.0,71.0,83.0,53.0,10.0,128.0,Matches
Fernandinho,br BRA,MF,38-204,18.5,894.0,1058.0,84.5,17184.0,6416.0,389.0,436.0,89.2,345.0,390.0,88.5,140.0,188.0,74.5,3,1.9,2.7,1.1,33.0,142.0,34.0,3.0,169.0,Matches
Tomás Cuello,ar ARG,"FW,MF",23-264,19.1,531.0,790.0,67.2,8522.0,2701.0,281.0,346.0,81.2,193.0,282.0,68.4,43.0,100.0,43.0,4,4.4,3.1,-0.4,27.0,30.0,23.0,14.0,52.0,Matches
Vitor Roque,br BRA,FW,18-269,17.3,186.0,253.0,73.5,2392.0,386.0,122.0,149.0,81.9,46.0,56.0,82.1,4.0,9.0,44.4,3,1.2,0.9,1.8,18.0,11.0,6.0,0.0,22.0,Matches
Lucas Esquivel,ar ARG,DF,22-041,17.3,759.0,1023.0,74.2,12670.0,5124.0,381.0,420.0,90.7,310.0,405.0,76.5,58.0,153.0,37.9,1,1.4,1.6,-0.4,18.0,59.0,8.0,7.0,65.0,Matches
Cacá,br BRA,DF,24-213,15.8,514.0,621.0,82.8,10241.0,3638.0,158.0,174.0,90.8,282.0,314.0,89.8,66.0,113.0,58.4,0,0.3,0.6,-0.3,5.0,30.0,3.0,1.0,33.0,Matches
Pablo,br BRA,FW,31-154,15.5,338.0,442.0,76.5,5487.0,1090.0,175.0,216.0,81.0,123.0,147.0,83.7,30.0,45.0,66.7,2,1.6,1.0,0.4,26.0,21.0,11.0,4.0,36.0,Matches
Hugo Moura,br BRA,MF,25-325,13.7,482.0,576.0,83.7,8861.0,2599.0,219.0,250.0,87.6,202.0,225.0,89.8,55.0,79.0,69.6,0,0.2,0.7,-0.2,4.0,50.0,6.0,1.0,50.0,Matches
Khellven,br BRA,DF,22-272,11.1,318.0,468.0,67.9,5639.0,2031.0,153.0,182.0,84.1,122.0,180.0,67.8,38.0,77.0,49.4,4,2.4,1.8,1.6,18.0,18.0,14.0,9.0,18.0,Matches
Mádson,br BRA,DF,31-315,12.2,300.0,437.0,68.6,5024.0,1791.0,146.0,177.0,82.5,126.0,180.0,70.0,24.0,59.0,40.7,2,3.7,3.0,-1.7,18.0,20.0,11.0,3.0,41.0,Matches
Bruno Zapelli,ar ARG,"MF,FW",21-191,11.6,395.0,529.0,74.7,6586.0,1719.0,212.0,255.0,83.1,135.0,167.0,80.8,42.0,75.0,56.0,2,1.8,1.4,0.2,19.0,48.0,6.0,0.0,62.0,Matches
Christian,br BRA,"MF,FW",22-340,11.6,382.0,485.0,78.8,6371.0,1837.0,188.0,213.0,88.3,157.0,178.0,88.2,30.0,54.0,55.6,0,1.2,1.2,-1.2,13.0,48.0,13.0,2.0,60.0,Matches
Zé Ivaldo,br BRA,DF,26-276,11.3,457.0,567.0,80.6,9554.0,3765.0,147.0,161.0,91.3,239.0,268.0,89.2,67.0,124.0,54.0,0,0.1,0.2,-0.1,3.0,30.0,2.0,2.0,27.0,Matches
Pedro Henrique,br BRA,DF,28-053,9.5,399.0,472.0,84.5,8587.0,3591.0,120.0,132.0,90.9,210.0,229.0,91.7,65.0,103.0,63.1,0,0.1,0.5,-0.1,1.0,26.0,4.0,1.0,35.0,Matches
Alex Santana,br BRA,MF,28-195,11.0,377.0,432.0,87.3,6212.0,1522.0,194.0,211.0,91.9,143.0,159.0,89.9,30.0,42.0,71.4,0,0.2,0.3,-0.2,7.0,48.0,2.0,0.0,45.0,Matches
Fernando,br BRA,DF,24-071,5.3,260.0,322.0,80.7,4280.0,1311.0,137.0,148.0,92.6,106.0,127.0,83.5,14.0,35.0,40.0,2,0.9,0.6,1.1,8.0,18.0,7.0,6.0,15.0,Matches
Arturo Vidal,cl CHI,MF,36-186,4.2,143.0,179.0,79.9,2290.0,481.0,73.0,83.0,88.0,55.0,64.0,85.9,10.0,18.0,55.6,0,0.3,0.2,-0.3,5.0,14.0,1.0,1.0,14.0,Matches
Rômulo,br BRA,"FW,MF",21-289,5.1,115.0,171.0,67.3,1567.0,396.0,76.0,95.0,80.0,29.0,43.0,67.4,4.0,9.0,44.4,0,0.1,0.2,-0.1,3.0,4.0,4.0,1.0,9.0,Matches
Leonardo Linck,br BRA,GK,22-266,5.0,77.0,132.0,58.3,2539.0,1977.0,13.0,13.0,100.0,33.0,33.0,100.0,31.0,85.0,36.5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches
Kaique Rocha,br BRA,DF,22-269,4.9,158.0,186.0,84.9,2847.0,1150.0,63.0,66.0,95.5,81.0,91.0,89.0,12.0,21.0,57.1,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,Matches
Matheus Felipe,br BRA,DF,25-015,4.8,147.0,182.0,80.8,2672.0,1007.0,62.0,70.0,88.6,72.0,81.0,88.9,12.0,26.0,46.2,0,0.1,0.2,-0.1,2.0,6.0,0.0,0.0,12.0,Matches
David Terans,uy URU,"MF,FW",29-105,4.4,102.0,139.0,73.4,1928.0,595.0,51.0,56.0,91.1,29.0,37.0,78.4,20.0,37.0,54.1,0,0.3,0.3,-0.3,8.0,14.0,2.0,1.0,12.0,Matches
Pedrinho,br BRA,"DF,MF",21-136,4.0,155.0,200.0,77.5,2466.0,917.0,79.0,92.0,85.9,65.0,82.0,79.3,8.0,18.0,44.4,0,0.1,0.2,-0.1,3.0,11.0,4.0,1.0,10.0,Matches
Vinicius Kaue,br BRA,"DF,MF",20-268,3.3,129.0,173.0,74.6,2177.0,932.0,65.0,76.0,85.5,48.0,66.0,72.7,15.0,22.0,68.2,0,0.0,0.1,0.0,1.0,13.0,1.0,1.0,9.0,Matches
Willian,br BRA,"FW,MF",37-005,4.2,92.0,110.0,83.6,1313.0,246.0,54.0,59.0,91.5,30.0,33.0,90.9,5.0,6.0,83.3,0,0.2,0.2,-0.2,5.0,5.0,2.0,1.0,8.0,Matches
