Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
João Paulo,br BRA,GK,28-148,31.7,922,784,915,8,0,0,922,1,1,100.0,0,0.0,428,2415,1428,0,0,0,1,0,273,0,Matches
Joaquim,br BRA,DF,24-331,27.3,1435,231,786,581,78,46,1435,16,10,62.5,5,31.3,717,3662,1870,7,12,1,13,1,780,7,Matches
Lucas Lima,br BRA,"MF,FW",33-138,23.3,1284,15,160,643,507,34,1284,39,22,56.4,15,38.5,720,4440,2281,62,49,10,34,18,782,82,Matches
Marcos Leonardo,br BRA,FW,20-206,25.9,639,31,51,258,335,95,635,47,18,38.3,24,51.1,371,2032,886,38,18,17,57,32,469,134,Matches
Messias,br BRA,DF,29-021,22.6,973,191,588,368,21,15,973,0,0,,0,,444,1521,625,1,2,0,7,1,510,4,Matches
Rodrigo Fernández,uy URU,MF,27-325,19.7,991,42,259,622,125,6,991,19,8,42.1,9,47.4,558,2943,1514,16,16,2,19,10,549,8,Matches
Dodi,br BRA,MF,27-221,18.6,708,40,201,414,110,15,708,30,11,36.7,10,33.3,387,2215,1072,19,14,1,21,11,378,18,Matches
Lucas Braga,br BRA,"DF,FW",27-014,18.1,666,19,140,301,237,25,666,58,18,31.0,31,53.4,351,2771,1603,53,32,11,27,12,376,69,Matches
Stiven Mendoza,co COL,"FW,MF",31-150,17.1,779,9,101,327,362,64,777,66,28,42.4,27,40.9,536,3070,1759,68,38,21,42,30,573,145,Matches
Jean Lucas,br BRA,MF,25-155,16.3,977,18,136,533,324,29,977,50,27,54.0,17,34.0,545,3413,1544,33,30,7,44,25,642,49,Matches
Dodô,br BRA,DF,31-291,14.1,910,52,260,473,188,18,910,11,6,54.5,5,45.5,461,2614,1480,23,21,1,14,6,504,38,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26-147,13.3,618,5,41,260,330,51,618,105,54,51.4,40,38.1,475,4430,2396,91,54,31,30,35,488,126,Matches
João Othavio Basso,br BRA,DF,26-315,12.1,732,82,368,332,37,13,732,4,4,100.0,0,0.0,415,2497,1561,9,7,1,4,1,463,2,Matches
Tomás Rincón,ve VEN,MF,35-315,11.8,634,25,154,385,100,13,634,9,6,66.7,3,33.3,368,1736,794,7,7,1,6,10,397,13,Matches
