Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
João Paulo,br BRA,GK,28-148,32,32,2851.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaquim,br BRA,DF,24-331,28,28,2460.0,27.3,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,2.0,3.9,7.0,54.0,7.0,0.04,0.15,0.18,0.04,0.18,0.07,0.07,0.14,0.07,0.14,Matches
Lucas Lima,br BRA,"MF,FW",33-138,32,28,2099.0,23.3,1.0,4.0,5.0,1.0,0.0,0.0,5.0,1.0,1.7,1.7,4.9,6.7,62.0,159.0,82.0,0.04,0.17,0.21,0.04,0.21,0.08,0.21,0.29,0.08,0.29,Matches
Marcos Leonardo,br BRA,FW,20-206,27,27,2330.0,25.9,13.0,2.0,15.0,9.0,4.0,4.0,3.0,0.0,12.0,8.8,2.2,11.0,38.0,44.0,134.0,0.5,0.08,0.58,0.35,0.42,0.46,0.08,0.55,0.34,0.42,Matches
Messias,br BRA,DF,29-021,24,22,2033.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.0,1.3,1.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Rodrigo Fernández,uy URU,MF,27-325,27,21,1773.0,19.7,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.9,0.9,0.1,1.1,16.0,64.0,8.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.05,0.05,0.05,Matches
Dodi,br BRA,MF,27-221,27,19,1676.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9,0.9,0.5,1.4,19.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
Lucas Braga,br BRA,"DF,FW",27-014,23,18,1631.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.4,0.7,53.0,35.0,69.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Stiven Mendoza,co COL,"FW,MF",31-150,23,18,1542.0,17.1,6.0,2.0,8.0,4.0,2.0,2.0,4.0,0.0,4.9,3.3,1.5,4.9,68.0,64.0,145.0,0.35,0.12,0.47,0.23,0.35,0.29,0.09,0.38,0.19,0.28,Matches
Jean Lucas,br BRA,MF,25-155,18,18,1471.0,16.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.7,3.3,33.0,116.0,49.0,0.0,0.18,0.18,0.0,0.18,0.1,0.11,0.2,0.1,0.2,Matches
Dodô,br BRA,DF,31-291,15,15,1272.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.7,2.2,23.0,76.0,38.0,0.0,0.07,0.07,0.0,0.07,0.03,0.12,0.15,0.03,0.15,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26-147,18,13,1196.0,13.3,1.0,5.0,6.0,1.0,0.0,0.0,5.0,2.0,1.7,1.7,4.6,6.3,91.0,55.0,126.0,0.08,0.38,0.45,0.08,0.45,0.13,0.34,0.47,0.13,0.47,Matches
João Othavio Basso,br BRA,DF,26-315,13,13,1090.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,9.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,Matches
Tomás Rincón,ve VEN,MF,35-315,14,12,1062.0,11.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,0.6,2.0,7.0,36.0,13.0,0.17,0.08,0.25,0.17,0.25,0.12,0.05,0.17,0.12,0.17,Matches
Gabriel Inocêncio,br BRA,DF,29-096,19,11,1135.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,20.0,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Kevyson,br BRA,DF,19-240,16,11,898.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.5,33.0,32.0,58.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches
João Lucas,br BRA,DF,25-260,15,9,807.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,15.0,19.0,40.0,0.0,0.11,0.11,0.0,0.11,0.02,0.07,0.09,0.02,0.09,Matches
Lucas,br BRA,DF,22-245,9,7,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.2,14.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches
Nathan,br BRA,DF,22-080,7,7,493.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.6,0.6,16.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,Matches
Ângelo Borges,br BRA,"FW,MF",18-338,12,5,542.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.0,26.0,25.0,38.0,0.33,0.0,0.33,0.33,0.33,0.18,0.16,0.33,0.18,0.33,Matches
