Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
João Paulo,br BRA,GK,28-148,31.7,6,0,0,1,4,0,0,0,1,0,1,0,36,6,1,85.7,Matches
Joaquim,br BRA,DF,24-331,27.3,5,0,0,23,17,0,7,44,41,1,1,0,126,122,53,69.7,Matches
Lucas Lima,br BRA,"MF,FW",33-138,23.3,5,1,0,41,41,7,123,3,36,0,0,0,143,12,11,52.2,Matches
Marcos Leonardo,br BRA,FW,20-206,25.9,3,0,0,34,59,19,10,2,3,1,0,0,43,24,66,26.7,Matches
Messias,br BRA,DF,29-021,22.6,2,0,0,21,9,1,0,32,13,0,1,0,77,72,33,68.6,Matches
Rodrigo Fernández,uy URU,MF,27-325,19.7,10,1,0,56,16,1,7,17,27,0,0,0,126,19,18,51.4,Matches
Dodi,br BRA,MF,27-221,18.6,9,0,0,37,34,0,17,21,25,0,0,0,97,7,22,24.1,Matches
Lucas Braga,br BRA,"DF,FW",27-014,18.1,5,1,1,17,35,4,29,9,19,0,0,0,75,11,20,35.5,Matches
Stiven Mendoza,co COL,"FW,MF",31-150,17.1,4,0,0,19,50,2,45,10,8,1,0,0,106,11,21,34.4,Matches
Jean Lucas,br BRA,MF,25-155,16.3,3,0,0,30,35,1,71,8,17,0,0,1,100,11,11,50.0,Matches
Dodô,br BRA,DF,31-291,14.1,3,0,0,13,7,3,27,28,13,0,1,0,77,24,17,58.5,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26-147,13.3,5,2,1,6,46,3,63,5,6,1,0,0,58,0,10,0.0,Matches
João Othavio Basso,br BRA,DF,26-315,12.1,1,0,0,13,6,0,2,17,9,0,0,1,61,19,18,51.4,Matches
Tomás Rincón,ve VEN,MF,35-315,11.8,4,0,0,31,17,0,7,22,15,0,0,0,81,19,9,67.9,Matches
Gabriel Inocêncio,br BRA,DF,29-096,12.6,2,0,0,28,11,1,27,14,28,0,0,0,74,26,17,60.5,Matches
Kevyson,br BRA,DF,19-240,10.0,1,0,0,15,7,0,42,21,20,0,1,1,44,10,9,52.6,Matches
João Lucas,br BRA,DF,25-260,9.0,1,0,0,12,18,0,39,15,15,0,1,0,47,8,16,33.3,Matches
Lucas,br BRA,DF,22-245,6.8,1,0,0,5,9,2,13,6,8,0,0,0,44,5,4,55.6,Matches
Nathan,br BRA,DF,22-080,5.5,2,0,0,9,1,0,13,8,13,0,0,0,27,6,6,50.0,Matches
Ângelo Borges,br BRA,"FW,MF",18-338,6.0,1,0,0,8,9,4,8,5,8,0,0,0,31,3,8,27.3,Matches
Nonato,br BRA,MF,25-266,5.4,2,0,0,14,14,1,2,13,11,0,0,0,35,5,4,55.6,Matches
Alex,br BRA,DF,24-198,5.1,1,0,0,4,5,0,0,7,7,0,0,0,21,6,6,50.0,Matches
Deivid Washington,br BRA,FW,18-172,4.7,2,0,0,3,8,1,0,1,1,1,0,0,17,10,14,41.7,Matches
Julio Furch,ar ARG,"FW,MF",34-118,4.8,2,0,0,6,7,2,3,2,4,0,0,0,16,22,20,52.4,Matches
Guilherme Camacho,br BRA,MF,33-267,4.5,5,1,1,18,2,1,4,4,8,0,0,0,27,5,4,55.6,Matches
Maximiliano Silvera,uy URU,"FW,MF",26-080,3.8,0,0,0,3,11,0,2,1,8,0,0,0,22,2,10,16.7,Matches
Eduardo Gabriel,br BRA,DF,27-284,3.0,0,1,0,3,0,0,0,6,0,0,0,0,19,9,7,56.3,Matches
Daniel Ruiz Rivera,co COL,"FW,MF",22-117,2.7,1,0,0,2,5,0,19,1,3,0,0,0,10,2,6,25.0,Matches
Vladimir,br BRA,GK,34-131,2.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Sandry,br BRA,MF,21-086,2.1,2,0,0,4,2,0,8,2,3,0,0,0,12,0,1,0.0,Matches
Alison,br BRA,MF,30-268,1.5,0,0,0,1,1,0,0,3,1,0,0,0,9,3,2,60.0,Matches
Luan Dias,br BRA,"MF,FW",26-116,2.1,3,0,0,10,5,0,11,1,6,0,0,0,8,0,1,0.0,Matches
Júnior Caiçara,br BRA,DF,34-211,1.9,1,0,0,4,1,1,15,2,3,0,0,0,5,2,1,66.7,Matches
Lucas Barbosa,br BRA,"FW,MF",22-275,1.1,0,0,0,4,1,0,2,2,5,0,0,0,13,5,1,83.3,Matches
Felipe Jonatan,br BRA,DF,25-282,1.0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,2,0.0,Matches
Alfredo Morelos,co COL,FW,27-156,0.8,1,0,0,2,0,0,1,0,1,0,0,0,2,5,2,71.4,Matches
Bruno Mezenga,br BRA,"FW,MF",35-108,1.9,1,0,0,9,3,2,0,0,1,0,0,0,9,15,10,60.0,Matches
Weslley Patati,br BRA,"FW,MF",20-054,1.0,0,0,0,1,3,0,4,3,2,0,0,0,10,1,1,50.0,Matches
