Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
João Paulo,br BRA,GK,28-148,31.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joaquim,br BRA,DF,24-331,27.3,1,28,7,25.0,1.02,0.26,0.04,0.14,12.5,0,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches
Lucas Lima,br BRA,"MF,FW",33-138,23.3,1,23,5,21.7,0.99,0.21,0.04,0.2,21.0,6,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
Marcos Leonardo,br BRA,FW,20-206,25.9,13,70,25,35.7,2.7,0.97,0.13,0.36,16.5,7,4,4,12.0,8.8,0.13,1.0,0.2,Matches
Messias,br BRA,DF,29-021,22.6,0,12,5,41.7,0.53,0.22,0.0,0.0,11.4,0,0,0,1.3,1.3,0.1,-1.3,-1.3,Matches
Rodrigo Fernández,uy URU,MF,27-325,19.7,1,13,3,23.1,0.66,0.15,0.08,0.33,22.9,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
Dodi,br BRA,MF,27-221,18.6,0,12,4,33.3,0.64,0.21,0.0,0.0,25.9,2,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Lucas Braga,br BRA,"DF,FW",27-014,18.1,0,9,1,11.1,0.5,0.06,0.0,0.0,15.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Stiven Mendoza,co COL,"FW,MF",31-150,17.1,6,38,12,31.6,2.22,0.7,0.11,0.33,18.6,0,2,2,4.9,3.3,0.09,1.1,0.7,Matches
Jean Lucas,br BRA,MF,25-155,16.3,0,36,7,19.4,2.2,0.43,0.0,0.0,23.8,7,0,0,1.6,1.6,0.04,-1.6,-1.6,Matches
Dodô,br BRA,DF,31-291,14.1,0,6,0,0.0,0.42,0.0,0.0,,8.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26-147,13.3,1,24,10,41.7,1.81,0.75,0.04,0.1,21.8,6,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches
João Othavio Basso,br BRA,DF,26-315,12.1,0,6,0,0.0,0.5,0.0,0.0,,15.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Tomás Rincón,ve VEN,MF,35-315,11.8,2,11,3,27.3,0.93,0.25,0.18,0.67,14.4,0,0,0,1.4,1.4,0.13,0.6,0.6,Matches
Gabriel Inocêncio,br BRA,DF,29-096,12.6,0,9,3,33.3,0.71,0.24,0.0,0.0,22.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Kevyson,br BRA,DF,19-240,10.0,0,6,2,33.3,0.6,0.2,0.0,0.0,24.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
João Lucas,br BRA,DF,25-260,9.0,0,8,1,12.5,0.89,0.11,0.0,0.0,19.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Lucas,br BRA,DF,22-245,6.8,0,4,3,75.0,0.59,0.44,0.0,0.0,21.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Nathan,br BRA,DF,22-080,5.5,0,2,0,0.0,0.37,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ângelo Borges,br BRA,"FW,MF",18-338,6.0,2,6,3,50.0,1.0,0.5,0.33,0.67,16.9,0,0,0,1.1,1.1,0.18,0.9,0.9,Matches
Nonato,br BRA,MF,25-266,5.4,1,8,2,25.0,1.47,0.37,0.13,0.5,24.5,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
Alex,br BRA,DF,24-198,5.1,0,4,2,50.0,0.79,0.4,0.0,0.0,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Deivid Washington,br BRA,FW,18-172,4.7,2,17,7,41.2,3.58,1.48,0.12,0.29,17.8,0,0,0,1.7,1.7,0.1,0.3,0.3,Matches
