Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
João Paulo,br BRA,GK,28-148,31.7,548,834,65.7,15964,11770,105,107,98.1,232,235,98.7,202,483,41.8,0,0.0,0.1,0.0,1,11,1,0,1,Matches
Joaquim,br BRA,DF,24-331,27.3,785,1084,72.4,16482,6752,222,265,83.8,456,540,84.4,101,239,42.3,4,2.0,1.2,2.0,14,56,3,1,54,Matches
Lucas Lima,br BRA,"MF,FW",33-138,23.3,847,1099,77.1,15661,5363,380,428,88.8,303,370,81.9,138,229,60.3,4,4.9,5.7,-0.9,62,109,29,7,159,Matches
Marcos Leonardo,br BRA,FW,20-206,25.9,283,384,73.7,4164,838,164,213,77.0,94,112,83.9,13,22,59.1,2,2.2,1.4,-0.2,26,17,18,0,44,Matches
Messias,br BRA,DF,29-021,22.6,540,723,74.7,11007,3593,128,158,81.0,352,415,84.8,53,131,40.5,0,0.0,0.1,0.0,0,16,0,0,22,Matches
Rodrigo Fernández,uy URU,MF,27-325,19.7,617,795,77.6,12081,3156,256,289,88.6,261,316,82.6,88,153,57.5,0,0.1,0.3,-0.1,4,70,3,0,64,Matches
Dodi,br BRA,MF,27-221,18.6,433,519,83.4,6599,1503,246,276,89.1,142,166,85.5,29,47,61.7,0,0.5,0.4,-0.5,8,23,1,0,27,Matches
Lucas Braga,br BRA,"DF,FW",27-014,18.1,383,494,77.5,5208,1965,232,261,88.9,134,173,77.5,6,24,25.0,0,0.4,0.5,-0.4,10,23,5,2,35,Matches
Stiven Mendoza,co COL,"FW,MF",31-150,17.1,416,551,75.5,6094,1715,257,297,86.5,121,153,79.1,20,42,47.6,2,1.5,1.9,0.5,15,29,18,4,64,Matches
Jean Lucas,br BRA,MF,25-155,16.3,625,780,80.1,11252,3622,274,305,89.8,266,298,89.3,68,118,57.6,3,1.7,2.6,1.3,33,72,27,5,116,Matches
Dodô,br BRA,DF,31-291,14.1,635,772,82.3,9539,3974,355,388,91.5,230,278,82.7,32,63,50.8,1,1.7,0.6,-0.7,6,55,5,1,76,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26-147,13.3,325,450,72.2,4867,1348,184,216,85.2,113,151,74.8,19,44,43.2,5,4.6,3.6,0.4,30,15,23,6,55,Matches
João Othavio Basso,br BRA,DF,26-315,12.1,507,615,82.4,9900,3676,172,194,88.7,276,308,89.6,55,102,53.9,0,0.2,0.4,-0.2,1,37,1,1,40,Matches
Tomás Rincón,ve VEN,MF,35-315,11.8,444,517,85.9,7714,2044,197,214,92.1,196,224,87.5,43,61,70.5,1,0.6,0.4,0.4,10,31,5,2,36,Matches
Gabriel Inocêncio,br BRA,DF,29-096,12.6,482,638,75.5,7217,3212,276,315,87.6,182,249,73.1,16,45,35.6,0,0.2,0.4,-0.2,4,33,5,3,42,Matches
Kevyson,br BRA,DF,19-240,10.0,282,405,69.6,4414,1798,143,159,89.9,120,165,72.7,12,47,25.5,0,0.3,0.4,-0.3,7,23,13,5,32,Matches
João Lucas,br BRA,DF,25-260,9.0,274,411,66.7,4362,1569,139,158,88.0,104,145,71.7,22,74,29.7,1,0.6,0.3,0.4,4,19,3,3,19,Matches
Lucas,br BRA,DF,22-245,6.8,260,341,76.2,3835,1849,154,177,87.0,91,119,76.5,10,26,38.5,0,0.2,0.1,-0.2,4,19,2,0,24,Matches
Nathan,br BRA,DF,22-080,5.5,178,228,78.1,2573,1131,103,112,92.0,60,83,72.3,9,16,56.3,0,0.6,0.3,-0.6,2,5,3,1,14,Matches
Ângelo Borges,br BRA,"FW,MF",18-338,6.0,122,172,70.9,1855,659,70,89,78.7,42,56,75.0,7,10,70.0,0,1.0,1.1,-1.0,9,14,8,2,25,Matches
Nonato,br BRA,MF,25-266,5.4,155,185,83.8,2333,613,82,89,92.1,60,75,80.0,7,8,87.5,0,0.2,0.3,-0.2,2,12,6,0,20,Matches
Alex,br BRA,DF,24-198,5.1,221,244,90.6,4297,1223,56,62,90.3,151,157,96.2,13,21,61.9,0,0.4,0.0,-0.4,2,5,0,0,7,Matches
Deivid Washington,br BRA,FW,18-172,4.7,57,79,72.2,733,162,37,47,78.7,16,21,76.2,1,1,100.0,0,0.1,0.1,-0.1,3,2,1,0,5,Matches
Julio Furch,ar ARG,"FW,MF",34-118,4.8,102,150,68.0,1459,243,58,81,71.6,29,40,72.5,6,9,66.7,0,0.6,0.5,-0.6,7,6,1,0,12,Matches
Guilherme Camacho,br BRA,MF,33-267,4.5,191,232,82.3,3158,880,79,87,90.8,82,92,89.1,19,33,57.6,0,0.2,0.4,-0.2,2,16,2,0,20,Matches
Maximiliano Silvera,uy URU,"FW,MF",26-080,3.8,67,95,70.5,809,116,45,54,83.3,18,28,64.3,0,3,0.0,1,0.3,0.3,0.7,2,3,1,0,5,Matches
Eduardo Gabriel,br BRA,DF,27-284,3.0,89,106,84.0,1534,615,35,42,83.3,47,51,92.2,5,11,45.5,0,0.0,0.0,0.0,0,4,0,0,6,Matches
Daniel Ruiz Rivera,co COL,"FW,MF",22-117,2.7,68,104,65.4,1211,401,34,41,82.9,17,24,70.8,13,22,59.1,0,0.5,0.5,-0.5,10,5,2,1,10,Matches
Vladimir,br BRA,GK,34-131,2.3,37,54,68.5,949,587,8,8,100.0,19,20,95.0,10,25,40.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sandry,br BRA,MF,21-086,2.1,85,106,80.2,1778,470,32,34,94.1,33,42,78.6,18,26,69.2,0,0.1,0.1,-0.1,2,7,2,1,10,Matches
Alison,br BRA,MF,30-268,1.5,51,63,81.0,670,180,31,36,86.1,12,15,80.0,3,5,60.0,0,0.0,0.0,0.0,0,3,1,0,1,Matches
Luan Dias,br BRA,"MF,FW",26-116,2.1,39,61,63.9,605,200,17,21,81.0,17,22,77.3,2,10,20.0,0,0.0,0.1,0.0,1,3,0,0,6,Matches
Júnior Caiçara,br BRA,DF,34-211,1.9,101,131,77.1,1635,412,59,68,86.8,34,41,82.9,6,14,42.9,0,0.0,0.1,0.0,0,4,1,0,8,Matches
Lucas Barbosa,br BRA,"FW,MF",22-275,1.1,16,40,40.0,213,66,10,16,62.5,3,11,27.3,1,7,14.3,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Felipe Jonatan,br BRA,DF,25-282,1.0,69,81,85.2,1112,552,38,41,92.7,21,28,75.0,9,10,90.0,0,0.3,0.2,-0.3,1,6,3,3,9,Matches
Alfredo Morelos,co COL,FW,27-156,0.8,23,36,63.9,309,84,17,19,89.5,4,8,50.0,2,3,66.7,0,0.0,0.0,0.0,2,2,0,0,3,Matches
Bruno Mezenga,br BRA,"FW,MF",35-108,1.9,50,76,65.8,659,79,31,43,72.1,14,19,73.7,1,1,100.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Weslley Patati,br BRA,"FW,MF",20-054,1.0,26,41,63.4,482,98,14,15,93.3,8,15,53.3,4,7,57.1,0,0.0,0.1,0.0,1,4,1,0,5,Matches
Maicon,br BRA,DF,35-071,0.5,12,17,70.6,201,99,5,5,100.0,5,6,83.3,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ed Carlos,br BRA,"MF,FW",22-250,0.4,34,41,82.9,667,242,16,17,94.1,12,13,92.3,6,10,60.0,0,0.0,0.1,0.0,1,4,1,0,3,Matches
Miguel Terceros,bo BOL,"MF,FW",19-213,0.4,15,18,83.3,234,47,9,10,90.0,4,4,100.0,2,3,66.7,0,0.1,0.1,-0.1,2,0,0,0,1,Matches
Vinicius,br BRA,MF,24-180,0.3,2,6,33.3,25,0,1,3,33.3,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Cadu,br BRA,DF,21-276,0.2,8,11,72.7,102,38,7,8,87.5,0,1,0.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Ivonei,br BRA,MF,21-222,0.0,2,3,66.7,20,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jair Paula,br BRA,DF,18-262,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Luiz Felipe,br BRA,DF,30-076,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.3,34.0,10506,13793,76.2,185983,68944,4780,5471,87.4,4382,5292,82.8,1073,2212,48.5,24,25.9,24.8,-1.9,289,767,195,48,1086,
Opponent Total,,,28.3,34.0,13923,17313,80.4,246266,86755,6261,6998,89.5,5964,6923,86.1,1400,2507,55.8,39,32.0,38.8,7.0,363,1181,271,87,1423,
