Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
João Paulo,br BRA,GK,28-148,31.7,8,0.25,4,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Joaquim,br BRA,DF,24-331,27.3,27,0.99,19,0,1,4,1,2,5,0.18,2,0,0,2,1,0,Matches
Lucas Lima,br BRA,"MF,FW",33-138,23.3,117,5.02,61,38,2,3,5,8,6,0.26,4,1,0,1,0,0,Matches
Marcos Leonardo,br BRA,FW,20-206,25.9,66,2.55,42,1,5,8,9,1,6,0.23,4,0,1,0,1,0,Matches
Messias,br BRA,DF,29-021,22.6,2,0.09,1,0,0,1,0,0,1,0.04,0,0,0,1,0,0,Matches
Rodrigo Fernández,uy URU,MF,27-325,19.7,17,0.86,13,0,1,0,3,0,1,0.05,1,0,0,0,0,0,Matches
Dodi,br BRA,MF,27-221,18.6,16,0.86,8,4,0,1,3,0,1,0.05,0,0,0,0,1,0,Matches
Lucas Braga,br BRA,"DF,FW",27-014,18.1,29,1.59,21,3,3,1,1,0,2,0.11,1,0,0,0,1,0,Matches
Stiven Mendoza,co COL,"FW,MF",31-150,17.1,38,2.22,27,1,1,1,8,0,4,0.23,3,0,0,0,1,0,Matches
Jean Lucas,br BRA,MF,25-155,16.3,72,4.4,44,18,5,5,0,0,6,0.37,4,1,0,1,0,0,Matches
Dodô,br BRA,DF,31-291,14.1,26,1.84,19,5,0,2,0,0,1,0.07,0,0,0,1,0,0,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26-147,13.3,74,5.57,41,7,8,5,13,0,9,0.68,5,2,0,0,2,0,Matches
João Othavio Basso,br BRA,DF,26-315,12.1,8,0.66,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Tomás Rincón,ve VEN,MF,35-315,11.8,23,1.95,18,1,1,3,0,0,4,0.34,3,0,0,1,0,0,Matches
Gabriel Inocêncio,br BRA,DF,29-096,12.6,19,1.51,14,2,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Kevyson,br BRA,DF,19-240,10.0,19,1.9,14,0,3,1,1,0,1,0.1,1,0,0,0,0,0,Matches
João Lucas,br BRA,DF,25-260,9.0,11,1.23,4,4,0,2,0,1,2,0.22,1,1,0,0,0,0,Matches
Lucas,br BRA,DF,22-245,6.8,11,1.62,8,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Nathan,br BRA,DF,22-080,5.5,10,1.83,9,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
