Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
João Paulo,br BRA,GK,28-148,32,2851.0,89.0,93.2,31.7,32,89.0,31,0,,0,1.31,35.0,42.0,-7.0,-0.22,4.52,36.2,41.3,-5.0,-0.16,0.83,Matches
Joaquim,br BRA,DF,24-331,28,2460.0,88.0,80.4,27.3,28,88.0,26,0,,4,1.32,31.0,46.0,-15.0,-0.55,-0.1,31.2,38.3,-7.1,-0.26,-0.23,Matches
Lucas Lima,br BRA,"MF,FW",33-138,32,2099.0,66.0,68.6,23.3,28,73.0,5,4,14.0,0,1.22,25.0,38.0,-13.0,-0.56,-0.09,27.0,32.4,-5.5,-0.23,-0.06,Matches
Marcos Leonardo,br BRA,FW,20-206,27,2330.0,86.0,76.1,25.9,27,86.0,13,0,,0,1.15,25.0,44.0,-19.0,-0.73,-0.86,28.1,34.7,-6.6,-0.25,-0.16,Matches
Messias,br BRA,DF,29-021,24,2033.0,85.0,66.4,22.6,22,88.0,20,2,53.0,10,1.33,24.0,30.0,-6.0,-0.27,0.79,22.3,30.9,-8.6,-0.38,-0.49,Matches
Rodrigo Fernández,uy URU,MF,27-325,27,1773.0,66.0,57.9,19.7,21,76.0,10,6,28.0,2,1.14,20.0,32.0,-12.0,-0.61,-0.19,18.0,24.8,-6.9,-0.35,-0.31,Matches
Dodi,br BRA,MF,27-221,27,1676.0,62.0,54.8,18.6,19,82.0,9,8,14.0,4,1.19,17.0,31.0,-14.0,-0.75,-0.49,19.1,29.1,-10.0,-0.54,-0.71,Matches
Lucas Braga,br BRA,"DF,FW",27-014,23,1631.0,71.0,53.3,18.1,18,82.0,9,5,32.0,1,1.48,23.0,31.0,-8.0,-0.44,0.19,23.0,25.8,-2.9,-0.16,0.13,Matches
Stiven Mendoza,co COL,"FW,MF",31-150,23,1542.0,67.0,50.4,17.1,18,79.0,9,5,24.0,2,1.17,23.0,31.0,-8.0,-0.47,0.13,20.7,21.4,-0.8,-0.05,0.34,Matches
Jean Lucas,br BRA,MF,25-155,18,1471.0,82.0,48.1,16.3,18,82.0,9,0,,0,1.44,18.0,17.0,1.0,0.06,1.14,18.9,18.0,0.9,0.06,0.53,Matches
Dodô,br BRA,DF,31-291,15,1272.0,85.0,41.6,14.1,15,85.0,11,0,,1,1.0,13.0,32.0,-19.0,-1.34,-1.39,17.0,20.8,-3.8,-0.27,-0.09,Matches
