Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Éverson,br BRA,GK,33-125,32.0,1000,892,998,2,0,0,1000,0,0,,0,,575,2867,1784,0,1,1,1,0,472,0,Matches
Paulinho,br BRA,"FW,MF",23-132,29.5,1257,20,130,582,583,144,1257,84,42,50.0,39,46.4,795,5113,2517,85,76,32,75,28,925,210,Matches
Hulk,br BRA,FW,37-122,28.7,1286,35,71,504,739,90,1281,154,73,47.4,61,39.6,810,4889,2334,76,65,28,111,94,982,179,Matches
Jemerson,br BRA,DF,31-092,24.5,1573,246,806,735,36,12,1573,7,4,57.1,3,42.9,922,5746,3658,20,7,0,6,5,994,5,Matches
Mauricio Lemos,uy URU,DF,27-331,23.1,1465,200,705,735,36,14,1465,5,4,80.0,1,20.0,857,4885,2848,17,6,0,11,6,898,2,Matches
Guilherme Arana,br BRA,DF,26-224,22.6,1685,66,439,768,490,22,1685,28,11,39.3,14,50.0,922,4702,2680,49,39,5,21,11,1104,108,Matches
Otávio,br BRA,MF,29-204,21.9,1449,48,307,1054,95,2,1449,10,5,50.0,3,30.0,842,3762,1806,12,14,0,8,3,1009,11,Matches
Cristian Pavón,ar ARG,"FW,MF",27-307,20.0,1143,16,135,487,536,83,1142,74,35,47.3,32,43.2,753,4599,2282,82,50,31,40,32,860,216,Matches
Rodrigo Battaglia,ar ARG,MF,32-135,19.2,1124,33,197,778,165,19,1124,23,16,69.6,6,26.1,719,4095,2229,38,33,2,14,13,785,27,Matches
Federico Zaracho,ar ARG,"MF,FW",25-259,18.9,1028,24,148,625,266,34,1028,34,23,67.6,7,20.6,559,2374,987,13,20,4,37,29,651,63,Matches
Renzo Saravia,ar ARG,DF,30-161,17.5,1172,62,299,651,232,8,1172,51,25,49.0,23,45.1,606,3334,1780,36,32,1,35,17,647,63,Matches
Mariano,br BRA,DF,37-154,14.8,1081,43,323,593,177,4,1081,16,12,75.0,3,18.8,544,2151,1116,13,19,1,5,0,646,23,Matches
Rubens,br BRA,"DF,MF",22-156,13.7,936,57,268,408,268,23,936,20,12,60.0,7,35.0,443,2094,1037,35,18,9,12,16,523,82,Matches
Igor Gomes,br BRA,"MF,FW",24-252,13.0,756,12,111,371,287,27,756,41,29,70.7,9,22.0,457,2528,1051,30,23,5,41,14,528,75,Matches
Bruno Fuchs,br BRA,DF,24-237,12.1,776,99,378,389,17,0,776,5,3,60.0,2,40.0,482,2841,1881,5,6,0,2,3,528,0,Matches
Hyoran,br BRA,"MF,FW",30-183,7.7,391,8,47,177,172,15,391,21,10,47.6,10,47.6,224,1156,595,16,19,1,17,5,249,30,Matches
Edenílson,br BRA,"MF,FW",33-341,11.7,642,22,131,388,125,12,642,12,5,41.7,7,58.3,367,1816,1028,20,15,2,19,8,418,42,Matches
Alan Franco,ec ECU,"MF,FW",25-095,8.7,411,19,95,257,63,9,411,1,1,100.0,0,0.0,191,830,380,4,6,0,6,2,248,8,Matches
Pedrinho,br BRA,"MF,FW",25-225,6.7,452,3,30,244,185,2,452,19,11,57.9,6,31.6,304,1735,766,15,28,0,13,6,347,33,Matches
Igor Rabello,br BRA,DF,28-210,5.2,321,36,146,167,8,3,321,0,0,,0,,178,786,538,1,1,0,1,1,185,0,Matches
Eduardo Vargas,cl CHI,FW,34-004,5.2,197,2,13,102,86,18,197,10,7,70.0,2,20.0,131,792,280,6,5,1,13,9,156,25,Matches
