Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Éverson,br BRA,GK,33-125,32,2880.0,90.0,94.1,32.0,32,90.0,32,0,,0,1.59,39.0,26.0,13.0,0.41,-1.09,38.3,33.2,5.0,0.16,-0.41,Matches
Paulinho,br BRA,"FW,MF",23-132,32,2659.0,83.0,86.9,29.5,31,85.0,16,1,24.0,0,1.66,35.0,21.0,14.0,0.47,0.02,34.6,28.3,6.3,0.21,0.25,Matches
Hulk,br BRA,FW,37-122,30,2582.0,86.0,84.4,28.7,29,88.0,20,1,29.0,0,1.73,37.0,23.0,14.0,0.49,0.11,33.6,31.1,2.6,0.09,-0.59,Matches
Jemerson,br BRA,DF,31-092,29,2206.0,76.0,72.1,24.5,24,87.0,21,5,24.0,3,1.66,31.0,22.0,9.0,0.37,-0.37,28.8,28.6,0.1,0.0,-0.63,Matches
Mauricio Lemos,uy URU,DF,27-331,25,2079.0,83.0,67.9,23.1,23,88.0,19,2,26.0,2,1.76,27.0,19.0,8.0,0.35,-0.39,28.6,22.7,5.9,0.26,0.23,Matches
Guilherme Arana,br BRA,DF,26-224,24,2033.0,85.0,66.4,22.6,23,87.0,20,1,23.0,1,1.67,29.0,18.0,11.0,0.49,0.05,25.8,24.2,1.6,0.07,-0.33,Matches
Otávio,br BRA,MF,29-204,23,1971.0,86.0,64.4,21.9,23,86.0,19,0,,5,1.78,25.0,16.0,9.0,0.41,-0.17,23.5,24.2,-0.7,-0.03,-0.6,Matches
Cristian Pavón,ar ARG,"FW,MF",27-307,29,1797.0,62.0,58.7,20.0,20,78.0,6,9,26.0,2,1.69,27.0,19.0,8.0,0.4,-0.17,23.9,20.7,3.2,0.16,-0.06,Matches
Rodrigo Battaglia,ar ARG,MF,32-135,22,1728.0,79.0,56.5,19.2,19,85.0,15,3,35.0,2,1.68,24.0,13.0,11.0,0.57,0.24,24.4,18.2,6.2,0.32,0.33,Matches
Federico Zaracho,ar ARG,"MF,FW",25-259,24,1702.0,71.0,55.6,18.9,19,82.0,11,5,29.0,0,1.67,26.0,19.0,7.0,0.37,-0.23,25.1,18.7,6.4,0.34,0.35,Matches
Renzo Saravia,ar ARG,DF,30-161,24,1578.0,66.0,51.6,17.5,18,82.0,10,6,18.0,4,1.5,21.0,14.0,7.0,0.4,-0.15,20.7,21.5,-0.8,-0.05,-0.47,Matches
Mariano,br BRA,DF,37-154,19,1335.0,70.0,43.6,14.8,15,82.0,8,4,26.0,8,1.42,16.0,14.0,2.0,0.13,-0.6,16.5,13.6,2.9,0.19,0.02,Matches
Rubens,br BRA,"DF,MF",22-156,20,1232.0,62.0,40.3,13.7,14,76.0,3,6,27.0,13,1.9,20.0,8.0,12.0,0.88,0.68,19.9,10.9,8.9,0.65,0.79,Matches
Igor Gomes,br BRA,"MF,FW",24-252,25,1171.0,47.0,38.3,13.0,13,71.0,1,12,21.0,8,1.6,15.0,12.0,3.0,0.23,-0.39,14.4,15.8,-1.4,-0.1,-0.46,Matches
Bruno Fuchs,br BRA,DF,24-237,15,1088.0,73.0,35.6,12.1,13,83.0,8,2,3.0,8,2.0,17.0,9.0,8.0,0.66,0.3,14.5,10.4,4.1,0.34,0.25,Matches
Hyoran,br BRA,"MF,FW",30-183,12,691.0,58.0,22.6,7.7,12,58.0,0,0,,12,1.75,9.0,6.0,3.0,0.39,-0.1,9.7,7.6,2.2,0.28,0.13,Matches
Edenílson,br BRA,"MF,FW",33-341,24,1052.0,44.0,34.4,11.7,11,73.0,3,13,19.0,7,1.79,14.0,10.0,4.0,0.34,-0.2,15.4,15.1,0.3,0.03,-0.24,Matches
Alan Franco,ec ECU,"MF,FW",25-095,14,787.0,56.0,25.7,8.7,9,72.0,5,5,27.0,5,1.93,13.0,5.0,8.0,0.91,0.6,10.5,8.8,1.7,0.2,0.02,Matches
Pedrinho,br BRA,"MF,FW",25-225,14,605.0,43.0,19.8,6.7,6,74.0,0,8,21.0,6,1.36,7.0,2.0,5.0,0.74,0.34,6.5,5.5,1.0,0.15,-0.04,Matches
Igor Rabello,br BRA,DF,28-210,8,467.0,58.0,15.3,5.2,5,83.0,4,3,18.0,9,1.38,6.0,3.0,3.0,0.58,0.13,6.2,5.6,0.6,0.12,-0.07,Matches
Eduardo Vargas,cl CHI,FW,34-004,12,470.0,39.0,15.4,5.2,4,77.0,2,8,20.0,6,1.17,7.0,2.0,5.0,0.96,0.58,7.7,3.2,4.6,0.88,0.82,Matches
Nathan Silva,br BRA,DF,26-202,4,360.0,90.0,11.8,4.0,4,90.0,4,0,,6,2.5,8.0,1.0,7.0,1.75,1.45,6.2,3.4,2.8,0.71,0.6,Matches
Patrick,br BRA,"MF,FW",31-118,21,548.0,26.0,17.9,6.1,2,68.0,1,19,22.0,13,1.76,8.0,7.0,1.0,0.16,-0.37,8.8,7.9,0.9,0.14,-0.05,Matches
Alan Kardec,br BRA,"FW,MF",34-316,13,241.0,19.0,7.9,2.7,2,58.0,0,11,11.0,7,0.92,2.0,4.0,-2.0,-0.75,-1.32,4.0,2.5,1.5,0.54,0.39,Matches
Matheus Mendes,br BRA,GK,24-259,2,180.0,90.0,5.9,2.0,2,90.0,2,0,,32,3.0,4.0,1.0,3.0,1.5,1.09,3.1,1.9,1.1,0.57,0.41,Matches
Dodô,br BRA,DF,31-291,1,59.0,59.0,1.9,0.7,1,59.0,0,0,,11,3.0,1.0,1.0,0.0,0.0,-0.48,0.3,0.9,-0.6,-0.93,-1.13,Matches
Alisson,br BRA,"MF,DF",18-064,4,41.0,10.0,1.3,0.5,0,,0,4,10.0,15,0.25,0.0,0.0,0.0,0.0,-0.48,0.4,0.3,0.2,0.34,0.16,Matches
Réver,br BRA,"DF,FW",38-324,8,27.0,3.0,0.9,0.3,0,,0,8,3.0,25,2.78,3.0,2.0,1.0,3.33,2.89,0.5,0.7,-0.2,-0.69,-0.88,Matches
Isaac,br BRA,FW,19-243,1,19.0,19.0,0.6,0.2,0,,0,1,19.0,1,0.0,0.0,0.0,0.0,0.0,-0.47,0.2,0.0,0.2,2.54,2.37,Matches
Paulo Vitor,br BRA,MF,19-090,1,17.0,17.0,0.6,0.2,0,,0,1,17.0,17,3.0,1.0,0.0,1.0,5.29,4.85,0.5,0.0,0.5,2.47,2.3,Matches
Carlos Eduardo,br BRA,"MF,FW",19-184,2,12.0,6.0,0.4,0.1,0,,0,2,6.0,17,3.0,1.0,0.0,1.0,7.5,7.06,1.0,0.1,0.8,6.34,6.18,Matches
Gabriel Delfim,br BRA,GK,21-137,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Rômulo,br BRA,DF,19-297,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,29.5,34,3060.0,90.0,100.0,34.0,374,82.0,230,140,20.0,256,1.68,43.0,27.0,16.0,0.47,,41.3,35.2,6.2,0.18,,
Opponent Total,,,28.3,34,3060.0,90.0,100.0,34.0,374,82.0,214,159,23.0,243,1.06,27.0,43.0,-16.0,-0.47,,35.2,41.3,-6.2,-0.18,,
