Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Walter,br BRA,GK,36-006,33.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,1,Matches
Marllon Borges,br BRA,DF,31-222,32.0,43,29,28,15,0,22,41,53.7,19,29,17,12,23,66,137,0,Matches
Deyverson,br BRA,FW,32-200,30.2,12,9,3,5,4,8,19,42.1,11,13,5,8,8,20,35,0,Matches
Alan Empereur,br BRA,DF,29-259,29.8,20,14,19,1,0,16,33,48.5,17,26,13,13,25,45,101,1,Matches
Raniele,br BRA,MF,26-328,28.5,69,37,27,37,5,29,70,41.4,41,45,22,23,35,104,89,0,Matches
Matheus Alexandre,br BRA,DF,24-231,29.3,77,53,50,22,5,47,89,52.8,42,32,5,27,39,116,66,1,Matches
Rikelme,br BRA,DF,20-131,23.4,60,45,39,14,7,39,77,50.6,38,28,6,22,38,98,83,0,Matches
Fernando Sobral,br BRA,MF,28-342,19.8,67,42,39,19,9,29,64,45.3,35,38,5,33,13,80,15,0,Matches
Denilson,br BRA,MF,22-246,18.6,44,28,11,25,8,18,37,48.6,19,20,6,14,12,56,2,0,Matches
Jonathan Cafu,br BRA,"FW,MF",32-137,16.4,31,20,10,15,6,10,31,32.3,21,20,0,20,9,40,9,0,Matches
Clayson,br BRA,FW,28-250,14.7,18,10,10,5,3,12,33,36.4,21,15,1,14,7,25,5,2,Matches
Wellington Silva,br BRA,FW,30-322,14.7,23,15,10,8,5,12,30,40.0,18,17,0,17,5,28,8,0,Matches
Pablo Ceppelini,uy URU,MF,32-074,11.1,14,6,6,7,1,6,33,18.2,27,10,1,9,9,23,10,0,Matches
Allyson Aires dos Santos,br BRA,DF,33-032,9.0,13,10,8,5,0,7,8,87.5,1,9,5,4,7,20,43,1,Matches
Filipe Augusto,br BRA,MF,30-104,10.0,24,14,12,9,3,15,31,48.4,16,17,10,7,4,28,22,0,Matches
Lucas Mineiro,br BRA,MF,27-273,6.4,9,2,0,4,5,2,8,25.0,6,6,3,3,4,13,5,0,Matches
Isidro Pitta,py PAR,FW,24-102,7.1,2,1,0,1,1,0,3,0.0,3,2,1,1,2,4,5,0,Matches
Patric Calmon,br BRA,DF,29-142,5.5,11,8,7,1,3,7,13,53.8,6,8,0,8,9,20,18,0,Matches
Emerson Negueba,br BRA,FW,23-000,5.4,7,4,2,4,1,2,5,40.0,3,8,0,8,3,10,5,0,Matches
Matheusinho,br BRA,DF,25-048,4.8,11,8,9,2,0,8,16,50.0,8,3,1,2,5,16,14,0,Matches
Ronald,br BRA,MF,26-159,6.5,21,9,9,10,2,8,26,30.8,18,4,0,4,9,30,7,0,Matches
Derik Lacerda,br BRA,"FW,MF",24-058,5.7,9,6,5,3,1,6,13,46.2,7,5,1,4,3,12,4,0,Matches
Iury de Castilho,br BRA,FW,28-079,4.4,5,3,2,3,0,1,13,7.7,12,4,0,4,1,6,2,0,Matches
Uendel,br BRA,DF,35-047,2.8,1,0,0,0,1,0,1,0.0,1,3,0,3,0,1,8,0,Matches
João Carlos,br BRA,GK,35-232,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Nicolás Quagliata,uy URU,"FW,MF",24-172,2.6,3,2,3,0,0,2,12,16.7,10,7,0,7,0,3,1,0,Matches
Pablinho,br BRA,FW,20-065,0.4,3,2,0,3,0,1,3,33.3,2,1,0,1,0,3,0,0,Matches
Rafael Gava,br BRA,MF,30-188,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Vitão,br BRA,DF,23-068,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,Matches
Ricardo,br BRA,MF,20-330,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.9,34.0,597,377,309,218,70,307,710,43.2,403,372,103,269,272,869,704,6,
Opponent Total,,,28.4,34.0,458,297,219,189,50,194,504,38.5,310,356,114,242,261,719,701,9,
