Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Walter,br BRA,GK,36-006,33.0,645,873,73.9,19585,14593,102,103,99.0,283,287,98.6,258,478,54.0,0,0.0,0.0,0.0,0,19,0,0,0,Matches
Marllon Borges,br BRA,DF,31-222,32.0,1113,1293,86.1,22638,9199,321,364,88.2,635,688,92.3,144,208,69.2,1,0.7,0.2,0.3,4,59,1,0,82,Matches
Deyverson,br BRA,FW,32-200,30.2,353,632,55.9,5579,1492,187,305,61.3,110,195,56.4,36,65,55.4,2,2.2,1.4,-0.2,33,42,11,0,70,Matches
Alan Empereur,br BRA,DF,29-259,29.8,1276,1504,84.8,26798,11843,429,477,89.9,638,686,93.0,200,316,63.3,1,0.8,1.1,0.2,7,127,8,2,126,Matches
Raniele,br BRA,MF,26-328,28.5,745,997,74.7,13905,4122,277,353,78.5,372,449,82.9,77,134,57.5,1,0.9,1.4,0.1,14,81,9,2,100,Matches
Matheus Alexandre,br BRA,DF,24-231,29.3,1107,1406,78.7,18007,7427,528,586,90.1,488,622,78.5,71,126,56.3,0,1.1,1.6,-1.1,12,102,12,8,96,Matches
Rikelme,br BRA,DF,20-131,23.4,678,957,70.8,10890,4955,358,405,88.4,256,360,71.1,49,138,35.5,1,1.2,1.4,-0.2,16,52,17,12,68,Matches
Fernando Sobral,br BRA,MF,28-342,19.8,647,854,75.8,10786,3189,325,370,87.8,223,290,76.9,72,126,57.1,2,1.4,1.5,0.6,15,91,22,5,95,Matches
Denilson,br BRA,MF,22-246,18.6,765,943,81.1,13744,3498,353,387,91.2,293,346,84.7,100,163,61.3,3,2.6,2.3,0.4,41,96,29,5,115,Matches
Jonathan Cafu,br BRA,"FW,MF",32-137,16.4,358,507,70.6,5123,1151,200,251,79.7,124,166,74.7,15,36,41.7,3,1.0,1.3,2.0,20,28,12,3,45,Matches
Clayson,br BRA,FW,28-250,14.7,344,518,66.4,5615,1640,181,202,89.6,110,147,74.8,35,100,35.0,1,1.3,2.1,-0.3,21,33,13,3,49,Matches
Wellington Silva,br BRA,FW,30-322,14.7,314,405,77.5,5159,1259,168,194,86.6,117,145,80.7,23,39,59.0,2,2.7,2.8,-0.7,24,32,15,2,49,Matches
Pablo Ceppelini,uy URU,MF,32-074,11.1,454,615,73.8,8365,2666,208,228,91.2,167,219,76.3,69,145,47.6,3,2.2,2.3,0.8,30,63,11,6,74,Matches
Allyson Aires dos Santos,br BRA,DF,33-032,9.0,306,342,89.5,5515,2155,128,136,94.1,144,155,92.9,30,44,68.2,0,0.0,0.1,0.0,1,8,1,0,13,Matches
Filipe Augusto,br BRA,MF,30-104,10.0,606,699,86.7,11415,3206,222,248,89.5,308,334,92.2,66,91,72.5,0,0.6,1.0,-0.6,10,60,3,2,70,Matches
Lucas Mineiro,br BRA,MF,27-273,6.4,168,207,81.2,2761,764,81,92,88.0,71,84,84.5,13,20,65.0,0,0.4,0.2,-0.4,6,19,3,1,21,Matches
Isidro Pitta,py PAR,FW,24-102,7.1,122,187,65.2,1600,299,72,97,74.2,35,54,64.8,5,13,38.5,1,0.4,0.5,0.6,5,7,4,1,14,Matches
Patric Calmon,br BRA,DF,29-142,5.5,196,272,72.1,3280,1531,104,118,88.1,77,113,68.1,14,32,43.8,0,0.3,0.7,-0.3,5,21,7,6,29,Matches
Emerson Negueba,br BRA,FW,23-000,5.4,107,143,74.8,1289,291,64,75,85.3,31,42,73.8,1,6,16.7,0,0.0,0.1,0.0,1,5,1,0,11,Matches
Matheusinho,br BRA,DF,25-048,4.8,170,232,73.3,2520,1245,101,113,89.4,58,76,76.3,8,34,23.5,0,0.5,0.2,-0.5,6,14,5,3,24,Matches
Ronald,br BRA,MF,26-159,6.5,284,353,80.5,4459,1340,143,167,85.6,108,125,86.4,22,40,55.0,1,1.0,1.0,0.0,12,31,11,4,49,Matches
Derik Lacerda,br BRA,"FW,MF",24-058,5.7,108,134,80.6,1748,352,57,67,85.1,42,47,89.4,7,13,53.8,1,1.2,0.2,-0.2,7,10,4,0,14,Matches
Iury de Castilho,br BRA,FW,28-079,4.4,56,85,65.9,791,205,34,42,81.0,16,20,80.0,4,10,40.0,0,0.2,0.3,-0.2,3,5,2,1,9,Matches
Uendel,br BRA,DF,35-047,2.8,90,120,75.0,1535,657,48,54,88.9,32,42,76.2,10,18,55.6,0,0.0,0.1,0.0,0,8,3,3,7,Matches
João Carlos,br BRA,GK,35-232,1.0,16,16,100.0,549,468,2,2,100.0,6,6,100.0,8,8,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Nicolás Quagliata,uy URU,"FW,MF",24-172,2.6,111,147,75.5,1641,454,70,77,90.9,35,43,81.4,5,16,31.3,0,0.4,0.3,-0.4,6,8,1,1,7,Matches
Pablinho,br BRA,FW,20-065,0.4,6,7,85.7,60,10,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Rafael Gava,br BRA,MF,30-188,0.2,5,6,83.3,71,32,4,4,100.0,1,2,50.0,0,0,,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
Vitão,br BRA,DF,23-068,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ricardo,br BRA,MF,20-330,0.1,4,4,100.0,84,7,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Squad Total,,,28.9,34.0,11154,14458,77.1,205512,80050,4772,5523,86.4,4784,5747,83.2,1342,2419,55.5,23,23.0,24.2,0.0,301,1023,205,70,1238,
Opponent Total,,,28.4,34.0,14856,18168,81.8,267392,90801,6530,7226,90.4,6392,7334,87.2,1589,2730,58.2,21,27.8,31.1,-6.8,309,1303,272,97,1520,
