Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Walter,br BRA,GK,36-006,33.0,3,0.09,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marllon Borges,br BRA,DF,31-222,32.0,10,0.31,8,0,0,2,0,0,1,0.03,0,0,0,1,0,0,Matches
Deyverson,br BRA,FW,32-200,30.2,55,1.82,41,0,2,8,2,2,8,0.26,6,0,0,1,1,0,Matches
Alan Empereur,br BRA,DF,29-259,29.8,25,0.84,23,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Raniele,br BRA,MF,26-328,28.5,38,1.33,26,0,0,4,5,3,5,0.18,1,0,0,2,2,0,Matches
Matheus Alexandre,br BRA,DF,24-231,29.3,39,1.33,32,4,0,1,1,1,3,0.1,2,1,0,0,0,0,Matches
Rikelme,br BRA,DF,20-131,23.4,42,1.79,33,5,0,3,1,0,4,0.17,4,0,0,0,0,0,Matches
Fernando Sobral,br BRA,MF,28-342,19.8,56,2.83,34,6,7,1,5,3,3,0.15,2,0,1,0,0,0,Matches
Denilson,br BRA,MF,22-246,18.6,85,4.57,57,11,8,4,3,2,6,0.32,5,1,0,0,0,0,Matches
Jonathan Cafu,br BRA,"FW,MF",32-137,16.4,54,3.29,44,1,4,2,3,0,6,0.37,4,0,0,0,2,0,Matches
Clayson,br BRA,FW,28-250,14.7,50,3.39,21,14,2,4,7,2,3,0.2,1,1,0,0,0,1,Matches
Wellington Silva,br BRA,FW,30-322,14.7,63,4.29,46,0,6,3,8,0,4,0.27,2,0,1,0,1,0,Matches
Pablo Ceppelini,uy URU,MF,32-074,11.1,51,4.62,19,27,1,3,1,0,3,0.27,0,3,0,0,0,0,Matches
Allyson Aires dos Santos,br BRA,DF,33-032,9.0,2,0.22,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Filipe Augusto,br BRA,MF,30-104,10.0,18,1.79,12,5,1,0,0,0,1,0.1,1,0,0,0,0,0,Matches
Lucas Mineiro,br BRA,MF,27-273,6.4,14,2.18,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Isidro Pitta,py PAR,FW,24-102,7.1,23,3.25,15,0,2,1,5,0,2,0.28,2,0,0,0,0,0,Matches
Patric Calmon,br BRA,DF,29-142,5.5,15,2.74,13,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emerson Negueba,br BRA,FW,23-000,5.4,10,1.86,6,0,2,1,1,0,1,0.19,1,0,0,0,0,0,Matches
Matheusinho,br BRA,DF,25-048,4.8,11,2.29,7,1,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Ronald,br BRA,MF,26-159,6.5,19,2.92,14,2,1,0,1,1,2,0.31,2,0,0,0,0,0,Matches
Derik Lacerda,br BRA,"FW,MF",24-058,5.7,22,3.84,11,0,5,2,3,1,4,0.7,2,0,1,0,1,0,Matches
Iury de Castilho,br BRA,FW,28-079,4.4,8,1.81,5,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Uendel,br BRA,DF,35-047,2.8,2,0.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
João Carlos,br BRA,GK,35-232,1.0,1,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicolás Quagliata,uy URU,"FW,MF",24-172,2.6,13,4.98,8,2,0,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablinho,br BRA,FW,20-065,0.4,1,2.65,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Gava,br BRA,MF,30-188,0.2,2,10.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vitão,br BRA,DF,23-068,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ricardo,br BRA,MF,20-330,0.1,1,11.25,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.9,34.0,733,21.56,494,85,44,44,51,15,57,1.68,36,6,3,4,7,1,
Opponent Total,,,28.4,34.0,718,21.12,536,59,62,28,28,5,59,1.74,41,2,6,6,4,0,
