Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Walter,br BRA,GK,36-006,33.0,3,0,0,1,4,0,0,2,0,0,1,0,19,9,0,100.0,Matches
Marllon Borges,br BRA,DF,31-222,32.0,7,0,0,27,17,1,1,23,29,0,1,0,159,55,34,61.8,Matches
Deyverson,br BRA,FW,32-200,30.2,6,0,0,33,66,33,15,8,9,1,0,0,86,129,104,55.4,Matches
Alan Empereur,br BRA,DF,29-259,29.8,8,0,0,16,14,0,12,25,14,0,0,1,133,43,39,52.4,Matches
Raniele,br BRA,MF,26-328,28.5,9,0,0,31,59,1,13,35,37,0,1,0,132,81,40,66.9,Matches
Matheus Alexandre,br BRA,DF,24-231,29.3,4,0,0,32,11,4,63,39,53,0,1,0,165,38,31,55.1,Matches
Rikelme,br BRA,DF,20-131,23.4,3,0,0,23,16,3,77,38,45,0,0,1,100,37,21,63.8,Matches
Fernando Sobral,br BRA,MF,28-342,19.8,6,0,0,33,39,1,45,13,42,1,0,0,113,12,11,52.2,Matches
Denilson,br BRA,MF,22-246,18.6,8,0,0,36,31,0,75,12,28,0,0,0,138,6,10,37.5,Matches
Jonathan Cafu,br BRA,"FW,MF",32-137,16.4,4,0,0,29,38,6,45,9,20,2,0,0,79,19,27,41.3,Matches
Clayson,br BRA,FW,28-250,14.7,1,0,0,11,38,3,91,7,10,0,0,0,67,7,7,50.0,Matches
Wellington Silva,br BRA,FW,30-322,14.7,1,0,0,13,38,3,30,5,15,0,0,0,68,7,11,38.9,Matches
Pablo Ceppelini,uy URU,MF,32-074,11.1,3,0,0,15,14,1,120,9,6,0,0,0,54,5,9,35.7,Matches
Allyson Aires dos Santos,br BRA,DF,33-032,9.0,1,0,0,8,13,0,1,7,10,0,0,0,40,17,10,63.0,Matches
Filipe Augusto,br BRA,MF,30-104,10.0,5,1,1,23,13,0,33,4,14,0,0,0,61,13,15,46.4,Matches
Lucas Mineiro,br BRA,MF,27-273,6.4,4,0,0,15,9,1,5,4,2,0,0,0,24,11,12,47.8,Matches
Isidro Pitta,py PAR,FW,24-102,7.1,0,0,0,18,16,4,16,2,1,0,0,0,19,21,22,48.8,Matches
Patric Calmon,br BRA,DF,29-142,5.5,3,1,1,11,4,1,27,9,8,0,0,0,21,12,6,66.7,Matches
Emerson Negueba,br BRA,FW,23-000,5.4,0,0,0,5,14,1,9,3,4,0,0,0,26,7,14,33.3,Matches
Matheusinho,br BRA,DF,25-048,4.8,2,0,0,6,10,0,23,5,8,0,0,0,34,8,6,57.1,Matches
Ronald,br BRA,MF,26-159,6.5,2,0,0,12,11,0,24,9,9,0,0,0,56,5,4,55.6,Matches
Derik Lacerda,br BRA,"FW,MF",24-058,5.7,0,0,0,18,18,0,8,3,6,1,0,0,23,10,8,55.6,Matches
Iury de Castilho,br BRA,FW,28-079,4.4,1,0,0,8,11,6,10,1,3,0,0,0,20,9,17,34.6,Matches
Uendel,br BRA,DF,35-047,2.8,1,0,0,2,1,0,12,0,0,0,0,0,10,3,3,50.0,Matches
João Carlos,br BRA,GK,35-232,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Nicolás Quagliata,uy URU,"FW,MF",24-172,2.6,0,0,0,4,3,1,18,0,2,0,0,0,18,0,1,0.0,Matches
Pablinho,br BRA,FW,20-065,0.4,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,100.0,Matches
Rafael Gava,br BRA,MF,30-188,0.2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,Matches
Vitão,br BRA,DF,23-068,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Ricardo,br BRA,MF,20-330,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,28.9,34.0,82,2,2,431,512,70,774,272,377,5,4,2,1668,565,464,54.9,
Opponent Total,,,28.4,34.0,100,7,3,531,403,60,680,261,297,4,6,1,1705,464,563,45.2,
