Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Walter,br BRA,GK,36-006,33,2970.0,90.0,97.1,33.0,33,90.0,33,0,,0,1.42,36.0,33.0,3.0,0.09,2.09,34.1,36.0,-1.9,-0.06,0.8,Matches
Marllon Borges,br BRA,DF,31-222,32,2880.0,90.0,94.1,32.0,32,90.0,32,0,,0,1.44,35.0,32.0,3.0,0.09,1.09,32.8,35.3,-2.5,-0.08,0.04,Matches
Deyverson,br BRA,FW,32-200,33,2721.0,82.0,88.9,30.2,32,84.0,18,1,27.0,0,1.42,29.0,29.0,0.0,0.0,-0.27,29.8,30.7,-0.8,-0.03,0.48,Matches
Alan Empereur,br BRA,DF,29-259,30,2680.0,89.0,87.6,29.8,30,89.0,29,0,,2,1.4,31.0,32.0,-1.0,-0.03,-0.51,30.3,32.8,-2.5,-0.08,-0.01,Matches
Raniele,br BRA,MF,26-328,31,2567.0,83.0,83.9,28.5,30,84.0,17,1,48.0,0,1.45,29.0,28.0,1.0,0.04,0.04,28.3,30.7,-2.4,-0.09,-0.03,Matches
Matheus Alexandre,br BRA,DF,24-231,31,2637.0,85.0,86.2,29.3,29,90.0,28,2,17.0,2,1.48,33.0,27.0,6.0,0.2,1.27,30.1,30.0,0.1,0.0,0.62,Matches
Rikelme,br BRA,DF,20-131,27,2108.0,78.0,68.9,23.4,24,83.0,11,3,41.0,3,1.48,28.0,19.0,9.0,0.38,1.14,23.3,23.0,0.3,0.01,0.3,Matches
Fernando Sobral,br BRA,MF,28-342,29,1783.0,61.0,58.3,19.8,20,74.0,6,9,33.0,3,1.31,18.0,19.0,-1.0,-0.05,-0.19,17.5,21.4,-3.9,-0.2,-0.28,Matches
Denilson,br BRA,MF,22-246,29,1673.0,58.0,54.7,18.6,20,72.0,3,9,26.0,3,1.28,17.0,14.0,3.0,0.16,0.29,21.6,15.9,5.7,0.31,0.86,Matches
Jonathan Cafu,br BRA,"FW,MF",32-137,28,1479.0,53.0,48.3,16.4,20,66.0,0,8,20.0,2,1.5,18.0,15.0,3.0,0.18,0.3,16.3,16.8,-0.5,-0.03,0.1,Matches
