Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Walter,br BRA,GK,36-006,33.0,915,803,913,2,0,0,915,0,0,,0,,437,2800,2135,0,0,0,0,0,293,0,Matches
Marllon Borges,br BRA,DF,31-222,32.0,1574,219,770,784,26,19,1574,7,5,71.4,2,28.6,791,3657,2330,10,2,0,11,1,935,1,Matches
Deyverson,br BRA,FW,32-200,30.2,929,40,91,425,422,146,925,55,24,43.6,23,41.8,431,1686,641,17,13,12,74,24,665,144,Matches
Alan Empereur,br BRA,DF,29-259,29.8,1719,198,800,867,63,16,1719,8,8,100.0,0,0.0,948,5572,3840,29,16,2,17,7,1102,7,Matches
Raniele,br BRA,MF,26-328,28.5,1365,121,367,832,190,28,1365,26,11,42.3,9,34.6,673,3674,1816,30,27,3,30,16,770,35,Matches
Matheus Alexandre,br BRA,DF,24-231,29.3,1696,91,551,826,328,21,1696,32,16,50.0,14,43.8,763,3743,2058,36,22,4,32,18,853,79,Matches
Rikelme,br BRA,DF,20-131,23.4,1244,95,402,551,298,13,1244,17,8,47.1,8,47.1,528,2144,1090,18,17,3,25,8,613,84,Matches
Fernando Sobral,br BRA,MF,28-342,19.8,1086,28,206,580,311,12,1086,36,21,58.3,7,19.4,623,3655,1886,48,41,4,26,23,726,71,Matches
Denilson,br BRA,MF,22-246,18.6,1141,8,161,669,332,12,1141,52,35,67.3,10,19.2,707,3950,1664,33,40,7,36,31,805,60,Matches
Jonathan Cafu,br BRA,"FW,MF",32-137,16.4,702,9,72,293,347,43,702,52,26,50.0,19,36.5,436,2303,962,35,14,7,58,32,500,154,Matches
Clayson,br BRA,FW,28-250,14.7,671,7,84,258,340,32,670,36,8,22.2,20,55.6,386,2492,1204,42,26,12,28,16,468,104,Matches
Wellington Silva,br BRA,FW,30-322,14.7,587,12,85,219,302,53,587,89,51,57.3,26,29.2,375,3244,1765,63,51,20,31,9,400,108,Matches
Pablo Ceppelini,uy URU,MF,32-074,11.1,699,12,78,332,298,10,699,7,3,42.9,4,57.1,344,1389,746,23,21,1,12,6,419,58,Matches
Allyson Aires dos Santos,br BRA,DF,33-032,9.0,426,70,239,180,10,5,426,3,3,100.0,0,0.0,222,1169,649,4,0,0,11,0,239,0,Matches
Filipe Augusto,br BRA,MF,30-104,10.0,809,41,186,515,109,3,809,24,16,66.7,5,20.8,423,2373,1040,7,17,0,15,14,567,16,Matches
Lucas Mineiro,br BRA,MF,27-273,6.4,260,9,35,151,76,6,260,7,3,42.9,3,42.9,123,639,268,4,2,1,8,3,174,21,Matches
Isidro Pitta,py PAR,FW,24-102,7.1,263,8,26,98,141,36,262,15,7,46.7,7,46.7,171,968,478,18,16,9,25,14,233,60,Matches
Patric Calmon,br BRA,DF,29-142,5.5,332,14,86,151,101,5,332,8,6,75.0,1,12.5,155,932,552,14,9,1,7,1,175,28,Matches
Emerson Negueba,br BRA,FW,23-000,5.4,216,3,23,92,109,19,216,18,10,55.6,8,44.4,140,895,391,9,11,2,17,8,156,50,Matches
Matheusinho,br BRA,DF,25-048,4.8,288,19,81,134,76,8,288,8,5,62.5,2,25.0,131,680,436,11,10,2,13,1,160,20,Matches
Ronald,br BRA,MF,26-159,6.5,450,13,77,214,167,10,450,17,8,47.1,7,41.2,257,1720,846,24,24,0,18,15,296,21,Matches
Derik Lacerda,br BRA,"FW,MF",24-058,5.7,207,2,31,77,106,19,207,25,14,56.0,5,20.0,142,1200,620,15,17,5,15,11,158,42,Matches
Iury de Castilho,br BRA,FW,28-079,4.4,148,1,19,58,76,16,148,21,14,66.7,5,23.8,87,723,292,11,8,2,12,4,91,26,Matches
Uendel,br BRA,DF,35-047,2.8,139,11,36,61,45,1,139,2,0,0.0,2,100.0,63,272,179,6,3,0,2,1,81,7,Matches
João Carlos,br BRA,GK,35-232,1.0,16,15,16,0,0,0,16,0,0,,0,,7,46,42,0,0,0,0,0,4,0,Matches
Nicolás Quagliata,uy URU,"FW,MF",24-172,2.6,180,3,27,64,92,10,180,19,9,47.4,7,36.8,116,650,343,13,10,3,5,2,128,28,Matches
Pablinho,br BRA,FW,20-065,0.4,13,0,1,9,4,0,13,1,0,0.0,1,100.0,7,53,2,0,1,0,2,0,8,2,Matches
Rafael Gava,br BRA,MF,30-188,0.2,7,0,3,2,2,0,7,0,0,,0,,4,25,20,1,1,0,0,0,4,0,Matches
Vitão,br BRA,DF,23-068,0.1,2,2,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Ricardo,br BRA,MF,20-330,0.1,4,0,0,4,0,0,4,0,0,,0,,4,24,13,0,1,0,0,0,4,0,Matches
Squad Total,,,28.9,34.0,18088,1854,5468,8448,4371,543,18082,585,311,53.2,195,33.3,9494,52678,28308,521,420,100,530,265,11027,1226,
Opponent Total,,,28.4,34.0,21619,2089,6477,10076,5258,611,21615,765,402,52.5,306,40.0,12308,65296,32001,564,463,118,477,289,14748,1512,
