Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-15,16:00,Série A,Matchweek 1,Sat,Away,L,1.0,2.0,Palmeiras,1.0,3.0,48.0,35835.0,Walter,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,
2023-04-22,17:30,Série A,Matchweek 2,Sat,Home,D,1.0,1.0,Bragantino,1.2,0.9,34.0,9267.0,Marllon Borges,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2023-04-30,17:30,Série A,Matchweek 3,Sun,Home,L,1.0,2.0,Grêmio,1.2,1.7,50.0,21385.0,Marllon Borges,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2023-05-07,11:00,Série A,Matchweek 4,Sun,Away,W,2.0,1.0,América (MG),0.5,1.4,54.0,5228.0,Marllon Borges,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,
2023-05-10,19:00,Série A,Matchweek 5,Wed,Home,L,0.0,4.0,Atlético Mineiro,0.2,2.8,47.0,12029.0,Marllon Borges,4-2-3-1,Wilton Sampaio,Match Report,
2023-05-13,18:30,Série A,Matchweek 6,Sat,Away,L,0.0,2.0,Fluminense,0.9,0.9,39.0,39040.0,Marllon Borges,4-2-3-1,Edina Alves Batista,Match Report,
2023-05-22,20:00,Série A,Matchweek 7,Mon,Away,W,1.0,0.0,Cruzeiro,1.2,1.2,35.0,15722.0,Walter,4-3-3,Savio Pereira,Match Report,
2023-05-27,17:30,Série A,Matchweek 8,Sat,Home,D,1.0,1.0,Coritiba,0.7,1.0,43.0,8660.0,Walter,4-3-3,Denis da Silva Ribeiro Serafim,Match Report,
2023-06-04,18:30,Série A,Matchweek 9,Sun,Away,W,1.0,0.0,Goiás,1.2,0.4,45.0,6987.0,Walter,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2023-06-10,18:30,Série A,Matchweek 10,Sat,Away,D,1.0,1.0,Corinthians,0.7,1.4,39.0,40512.0,Walter,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,
2023-06-22,19:00,Série A,Matchweek 11,Thu,Home,L,0.0,1.0,Botafogo (RJ),1.1,1.2,52.0,13981.0,Walter,4-1-4-1,Flavio Rodrigues de Souza,Match Report,
2023-06-26,21:00,Série A,Matchweek 12,Mon,Away,L,0.0,1.0,Vasco da Gama,0.6,1.7,55.0,,Walter,4-3-3,Rafael Rodrigo Klein,Match Report,
2023-07-02,17:30,Série A,Matchweek 13,Sun,Home,W,3.0,0.0,Santos,1.1,0.3,48.0,13477.0,Walter,4-3-3,Bruno Mota Correia,Match Report,
2023-07-08,15:00,Série A,Matchweek 14,Sat,Home,D,1.0,1.0,Bahia,1.5,0.3,42.0,,Walter,4-3-3,Wagner do Nascimento Magalhães,Match Report,
2023-07-16,16:00,Série A,Matchweek 15,Sun,Away,W,1.0,0.0,Fortaleza,0.7,0.9,32.0,43048.0,Walter,4-3-3,Yuri Elino Ferreira da Cruz,Match Report,
2023-07-22,17:30,Série A,Matchweek 16,Sat,Home,W,2.0,1.0,São Paulo,2.2,0.9,29.0,34072.0,Walter,4-3-3,Bruno Mota Correia,Match Report,
2023-07-29,16:00,Série A,Matchweek 17,Sat,Away,W,2.0,1.0,Internacional,1.0,1.0,31.0,,Walter,4-3-3,Matheus Delgado Candançan,Match Report,
