Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Juninho,br BRA,MF,36-032,29.7,4,0,0,30,33,2,44,28,24,1,0,0,179,19,38,33.3,Matches
Leandro Emmanuel Martínez,ar ARG,MF,29-173,26.2,3,0,0,27,62,0,103,29,38,0,1,0,232,8,15,34.8,Matches
Iago Maidana,br BRA,DF,27-291,23.9,5,1,0,36,6,1,1,32,15,0,1,0,111,72,26,73.5,Matches
Felipe Azevedo,br BRA,"FW,MF",36-318,18.1,3,1,0,26,30,5,28,9,10,0,0,0,90,26,39,40.0,Matches
Danilo Avelar,br BRA,DF,34-168,20.3,5,1,0,42,13,2,15,32,17,0,1,0,87,92,34,73.0,Matches
Gonzalo Mastriani,uy URU,FW,30-210,18.6,1,1,0,16,18,4,3,1,7,0,0,0,50,44,57,43.6,Matches
Ricardo Silva,br BRA,DF,31-103,17.5,3,0,0,21,15,0,2,28,17,0,0,0,89,57,26,68.7,Matches
Marlon,br BRA,DF,29-284,15.6,1,0,0,14,30,0,53,26,23,0,0,1,110,15,18,45.5,Matches
Matheus Cavichioli,br BRA,GK,37-120,15.0,0,1,0,1,2,0,0,1,1,0,0,1,18,4,0,100.0,Matches
Eder,br BRA,DF,28-233,14.5,6,1,1,19,4,3,1,17,13,0,0,0,75,35,32,52.2,Matches
Martín Benítez,ar ARG,"MF,FW",29-160,12.0,3,0,0,13,43,4,50,6,6,0,0,0,55,4,9,30.8,Matches
Breno Cascardo,br BRA,MF,20-060,12.1,1,0,0,23,10,1,6,9,17,0,0,0,79,10,12,45.5,Matches
Everaldo,br BRA,"FW,MF",29-180,11.5,6,0,0,17,31,6,47,6,13,0,0,0,55,8,11,42.1,Matches
Ale,br BRA,MF,33-171,13.3,7,1,1,27,23,1,8,24,14,0,0,0,128,19,9,67.9,Matches
Rodriguinho,br BRA,DF,20-172,10.5,1,0,0,20,15,3,57,6,15,0,0,0,55,11,15,42.3,Matches
Lucas Kal,br BRA,MF,27-253,10.5,4,0,0,16,2,0,6,13,7,0,0,0,59,8,11,42.1,Matches
Mateus Pasinato,br BRA,GK,31-149,10.0,1,0,0,0,2,0,0,0,0,0,0,0,15,3,1,75.0,Matches
