Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Juninho,br BRA,MF,36-032,29.7,1173,53,256,543,396,86,1173,35,18,51.4,13,37.1,573,2544,1145,28,17,7,49,21,685,148,Matches
Leandro Emmanuel Martínez,ar ARG,MF,29-173,26.2,1706,57,294,900,550,42,1706,101,46,45.5,46,45.5,998,6462,2561,65,52,9,51,24,1073,96,Matches
Iago Maidana,br BRA,DF,27-291,23.9,1013,160,524,453,46,29,1013,4,3,75.0,1,25.0,478,3218,2174,17,6,0,9,3,499,7,Matches
Felipe Azevedo,br BRA,"FW,MF",36-318,18.1,681,18,113,251,337,62,681,62,25,40.3,33,53.2,404,2445,1132,30,37,12,44,29,463,116,Matches
Danilo Avelar,br BRA,DF,34-168,20.3,1000,93,391,458,158,52,999,9,2,22.2,7,77.8,421,2088,1158,11,9,0,11,2,535,38,Matches
Gonzalo Mastriani,uy URU,FW,30-210,18.6,458,15,40,205,220,76,456,16,5,31.3,9,56.3,223,811,338,8,14,3,41,14,311,82,Matches
Ricardo Silva,br BRA,DF,31-103,17.5,801,122,418,365,26,11,801,5,5,100.0,0,0.0,352,1564,881,10,4,1,6,2,390,1,Matches
Marlon,br BRA,DF,29-284,15.6,926,46,257,430,257,19,926,38,20,52.6,11,28.9,488,3549,2013,55,37,3,21,10,478,69,Matches
Matheus Cavichioli,br BRA,GK,37-120,15.0,412,363,410,4,0,0,412,0,0,,0,,205,1658,1312,0,0,0,0,0,79,0,Matches
Eder,br BRA,DF,28-233,14.5,730,127,383,327,25,8,730,2,1,50.0,1,50.0,387,2183,1372,9,5,0,4,0,385,4,Matches
Martín Benítez,ar ARG,"MF,FW",29-160,12.0,669,2,61,361,261,21,669,69,35,50.7,27,39.1,406,2184,1141,25,17,5,13,22,467,56,Matches
Breno Cascardo,br BRA,MF,20-060,12.1,679,18,106,422,157,17,679,39,22,56.4,14,35.9,437,2446,1201,22,23,2,27,21,453,32,Matches
Everaldo,br BRA,"FW,MF",29-180,11.5,484,6,63,171,262,29,484,50,15,30.0,21,42.0,323,2773,1429,49,30,9,26,8,337,81,Matches
Ale,br BRA,MF,33-171,13.3,910,38,217,550,158,26,910,15,8,53.3,6,40.0,568,3111,1451,25,20,0,22,18,573,28,Matches
