Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Juninho,br BRA,MF,36-032,29.7,638,894,71.4,9731,3429,342,424,80.7,221,311,71.1,42,80,52.5,2,3.4,4.7,-1.4,40,60,27,7,96,Matches
Leandro Emmanuel Martínez,ar ARG,MF,29-173,26.2,1087,1368,79.5,16968,5553,592,650,91.1,368,462,79.7,83,164,50.6,4,4.0,5.2,0.0,59,114,39,14,141,Matches
Iago Maidana,br BRA,DF,27-291,23.9,574,770,74.5,11809,4904,175,211,82.9,308,372,82.8,85,159,53.5,0,0.1,0.1,-0.1,4,40,1,1,54,Matches
Felipe Azevedo,br BRA,"FW,MF",36-318,18.1,298,461,64.6,4462,1458,170,229,74.2,79,123,64.2,26,49,53.1,1,2.0,1.0,-1.0,29,32,16,3,49,Matches
Danilo Avelar,br BRA,DF,34-168,20.3,522,779,67.0,9965,5592,189,231,81.8,266,359,74.1,58,150,38.7,1,0.6,0.6,0.4,10,49,9,6,66,Matches
Gonzalo Mastriani,uy URU,FW,30-210,18.6,183,295,62.0,2346,453,116,166,69.9,39,67,58.2,9,18,50.0,1,1.5,1.1,-0.5,14,15,7,0,22,Matches
Ricardo Silva,br BRA,DF,31-103,17.5,474,619,76.6,9366,3873,156,186,83.9,248,292,84.9,62,112,55.4,0,0.1,0.2,-0.1,2,35,1,0,44,Matches
Marlon,br BRA,DF,29-284,15.6,559,731,76.5,8927,3650,304,345,88.1,198,250,79.2,41,89,46.1,1,0.7,0.9,0.3,16,48,12,6,66,Matches
Matheus Cavichioli,br BRA,GK,37-120,15.0,261,377,69.2,8777,6932,38,38,100.0,91,94,96.8,131,241,54.4,0,0.0,0.0,0.0,0,8,0,0,0,Matches
Eder,br BRA,DF,28-233,14.5,441,562,78.5,9242,4126,142,157,90.4,220,258,85.3,77,137,56.2,0,0.2,0.3,-0.2,3,44,5,1,49,Matches
Martín Benítez,ar ARG,"MF,FW",29-160,12.0,372,540,68.9,6758,2607,173,215,80.5,123,173,71.1,59,112,52.7,4,4.0,3.5,0.0,29,56,16,5,72,Matches
Breno Cascardo,br BRA,MF,20-060,12.1,439,533,82.4,7060,1992,224,259,86.5,159,188,84.6,37,49,75.5,0,0.5,0.5,-0.5,8,51,7,2,71,Matches
Everaldo,br BRA,"FW,MF",29-180,11.5,272,361,75.3,4123,1161,154,169,91.1,92,128,71.9,17,33,51.5,3,2.0,1.8,1.0,18,20,13,4,43,Matches
Ale,br BRA,MF,33-171,13.3,650,739,88.0,10832,3486,309,346,89.3,273,298,91.6,51,59,86.4,0,1.2,0.7,-1.2,12,70,7,3,90,Matches
Rodriguinho,br BRA,DF,20-172,10.5,346,488,70.9,5514,1971,196,224,87.5,109,149,73.2,28,75,37.3,2,1.7,2.3,0.3,15,19,16,6,27,Matches
Lucas Kal,br BRA,MF,27-253,10.5,371,458,81.0,6553,2578,167,191,87.4,155,181,85.6,38,58,65.5,0,1.0,0.8,-1.0,9,60,9,2,70,Matches
Mateus Pasinato,br BRA,GK,31-149,10.0,184,246,74.8,5679,4441,27,27,100.0,84,86,97.7,73,131,55.7,0,0.0,0.0,0.0,0,5,0,0,0,Matches
Marcinho,br BRA,DF,27-192,8.9,317,474,66.9,5899,2388,135,158,85.4,133,179,74.3,39,110,35.5,0,0.9,1.3,-0.9,8,32,16,8,40,Matches
