Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Léo Jardim,br BRA,GK,28-249,34.0,2,0,0,0,2,0,0,0,0,0.0,0.0,0,27.0,5.0,0.0,100.0,Matches
Lucas Piton,br BRA,DF,23-046,32.5,4,0,0,44,7,2,199,34,23,0.0,0.0,0,148.0,26.0,39.0,40.0,Matches
Léo Pelé,br BRA,DF,27-263,28.0,5,0,0,21,17,0,7,13,15,0.0,1.0,0,141.0,26.0,12.0,68.4,Matches
Gabriel Chaves,br BRA,"FW,MF",22-286,25.3,5,0,0,28,50,5,83,13,23,0.0,0.0,0,112.0,12.0,31.0,27.9,Matches
Zé Gabriel,br BRA,MF,24-307,18.6,5,0,0,30,15,0,1,17,18,0.0,0.0,0,110.0,16.0,19.0,45.7,Matches
José Luis Rodríguez Bebanz,uy URU,DF,26-255,20.2,2,0,0,17,12,3,129,25,29,0.0,1.0,0,131.0,28.0,19.0,59.6,Matches
Gary Medel,cl CHI,"DF,MF",36-113,16.5,4,1,0,10,5,0,2,18,5,0.0,0.0,0,95.0,13.0,11.0,54.2,Matches
Bruno Praxedes,br BRA,MF,21-289,13.5,2,0,0,18,18,2,15,9,24,0.0,0.0,0,91.0,9.0,16.0,36.0,Matches
Pablo Vegetti,ar ARG,FW,35-040,15.9,3,1,1,28,35,14,12,4,5,1.0,0.0,0,29.0,87.0,84.0,50.9,Matches
Paulinho,br BRA,MF,26-320,15.3,6,1,1,51,46,0,33,11,18,0.0,0.0,0,97.0,12.0,7.0,63.2,Matches
Robson Bambu,br BRA,DF,26-012,13.3,5,0,0,17,17,2,11,11,13,0.0,0.0,0,86.0,27.0,24.0,52.9,Matches
Jair,br BRA,MF,29-090,15.8,6,1,0,34,49,0,7,14,22,1.0,0.0,0,109.0,18.0,14.0,56.3,Matches
Alex Teixeira,br BRA,"FW,MF",33-322,12.5,1,0,0,26,23,10,22,1,6,0.0,0.0,0,43.0,21.0,34.0,38.2,Matches
Maicon,br BRA,DF,35-071,10.9,2,0,0,7,6,0,5,12,10,0.0,0.0,0,54.0,21.0,11.0,65.6,Matches
Marlon Gomes,br BRA,MF,19-345,10.6,2,0,0,23,20,2,9,24,26,,,0,,,,,Matches
Pedro Raul,br BRA,FW,27-019,9.3,3,0,0,13,10,9,3,5,2,0.0,0.0,0,25.0,31.0,44.0,41.3,Matches
Paulo Henrique,br BRA,DF,27-122,7.4,3,0,0,11,5,1,25,8,18,0.0,0.0,0,53.0,7.0,8.0,46.7,Matches
Figueiredo,br BRA,"FW,MF",22-102,7.3,2,0,0,17,15,5,21,6,5,1.0,0.0,0,27.0,21.0,16.0,56.8,Matches
Luca Orellano,ar ARG,"FW,MF",23-247,6.9,2,0,0,9,22,0,39,3,7,0.0,0.0,0,37.0,7.0,6.0,53.8,Matches
Andrey Santos,br BRA,MF,19-205,4.7,3,0,0,13,4,1,1,11,7,0.0,0.0,0,16.0,7.0,9.0,43.8,Matches
Dimitri Payet,fr FRA,"MF,FW",36-240,6.8,0,0,0,3,14,0,52,1,4,0.0,0.0,0,23.0,2.0,5.0,28.6,Matches
Manuel Capasso,ar ARG,DF,27-219,5.2,3,0,0,5,0,1,0,7,3,0.0,0.0,0,31.0,17.0,8.0,68.0,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,DF",28-232,3.7,2,0,0,5,7,0,5,0,4,0.0,0.0,0,21.0,4.0,2.0,66.7,Matches
Matías Galarza,py PAR,MF,21-286,4.5,1,0,0,7,4,0,10,6,7,0.0,0.0,0,31.0,5.0,9.0,35.7,Matches
Miranda,br BRA,DF,23-309,4.3,0,0,0,7,2,0,2,4,3,0.0,0.0,0,24.0,9.0,10.0,47.4,Matches
Rossi,br BRA,"FW,MF",30-216,4.0,0,1,0,9,10,1,26,4,2,0.0,1.0,0,15.0,7.0,8.0,46.7,Matches
Rodrigo Alves,br BRA,MF,21-173,3.9,1,0,0,4,2,0,0,3,5,0.0,0.0,0,14.0,3.0,4.0,42.9,Matches
Sebastián Ferreira,py PAR,"FW,MF",25-284,4.7,2,0,0,6,15,4,2,0,3,0.0,0.0,0,17.0,4.0,12.0,25.0,Matches
Erick Marcus,br BRA,"MF,FW",19-268,4.4,3,1,1,9,8,1,27,4,5,0.0,0.0,0,19.0,12.0,6.0,66.7,Matches
Mateus Cocão,br BRA,MF,21-251,3.8,3,0,0,13,6,0,7,3,7,0.0,0.0,0,28.0,2.0,3.0,40.0,Matches
Rayan Vitor,br BRA,"FW,MF",17-113,2.9,2,0,0,3,3,0,1,0,1,0.0,0.0,0,4.0,5.0,11.0,31.3,Matches
Cauan Barros,br BRA,MF,19-202,2.6,2,0,0,8,3,0,1,1,3,0.0,0.0,0,10.0,4.0,9.0,30.8,Matches
José Vitor,br BRA,DF,21-167,1.2,1,0,0,3,0,0,2,0,0,0.0,1.0,0,1.0,2.0,3.0,40.0,Matches
Gabriel Carabajal,ar ARG,MF,31-350,1.4,0,0,0,3,2,0,20,2,1,0.0,0.0,0,11.0,2.0,4.0,33.3,Matches
Eguinaldo,br BRA,"FW,MF",19-107,0.7,2,0,0,3,2,0,0,0,1,0.0,0.0,0,1.0,4.0,7.0,36.4,Matches
Paulinho,br BRA,DF,18-185,0.5,0,0,0,1,3,0,3,0,0,,,0,,,,,Matches
Rwan,br BRA,"MF,FW",22-188,0.4,0,0,0,2,3,0,1,0,1,0.0,0.0,0,3.0,1.0,6.0,14.3,Matches
Gabriel Dias,br BRA,DF,29-198,0.1,1,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,0.0,0.0,,Matches
Paulo Victor,br BRA,DF,22-225,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches
Squad Total,,,26.9,34.0,90,6,3,509,462,63,783,274,327,3.0,4.0,0,1687.0,477.0,511.0,48.3,
Opponent Total,,,28.3,34.0,83,5,0,493,484,44,689,285,380,2.0,4.0,0,1703.0,521.0,487.0,51.7,
