Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Léo Jardim,br BRA,GK,28-249,34.0,952.0,827.0,947.0,5.0,0.0,0.0,952.0,0.0,0.0,,0.0,,448.0,2465.0,1515.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,Matches
Lucas Piton,br BRA,DF,23-046,32.5,2035.0,101.0,597.0,823.0,638.0,31.0,2035.0,59.0,22.0,37.3,34.0,57.6,1007.0,4953.0,2676.0,73.0,55.0,6.0,29.0,10.0,1144.0,199.0,Matches
Léo Pelé,br BRA,DF,27-263,28.0,1756.0,210.0,741.0,913.0,111.0,7.0,1756.0,17.0,14.0,82.4,2.0,11.8,1083.0,6647.0,4356.0,50.0,31.0,0.0,12.0,7.0,1219.0,9.0,Matches
Gabriel Chaves,br BRA,"FW,MF",22-286,25.3,899.0,15.0,128.0,333.0,476.0,96.0,899.0,117.0,51.0,43.6,55.0,47.0,551.0,4835.0,2260.0,77.0,65.0,27.0,78.0,31.0,560.0,176.0,Matches
Zé Gabriel,br BRA,MF,24-307,18.6,1125.0,82.0,388.0,666.0,84.0,8.0,1125.0,16.0,7.0,43.8,7.0,43.8,683.0,3618.0,2034.0,22.0,13.0,1.0,12.0,11.0,759.0,10.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,26-255,20.2,1332.0,82.0,405.0,561.0,388.0,43.0,1332.0,38.0,16.0,42.1,20.0,52.6,619.0,3189.0,1926.0,50.0,38.0,5.0,22.0,9.0,675.0,82.0,Matches
Gary Medel,cl CHI,"DF,MF",36-113,16.5,1090.0,171.0,580.0,487.0,27.0,0.0,1090.0,5.0,3.0,60.0,2.0,40.0,636.0,2343.0,1130.0,4.0,7.0,0.0,14.0,3.0,732.0,5.0,Matches
Bruno Praxedes,br BRA,MF,21-289,13.5,752.0,28.0,147.0,459.0,156.0,25.0,752.0,29.0,18.0,62.1,9.0,31.0,461.0,2864.0,1274.0,34.0,18.0,2.0,16.0,11.0,528.0,31.0,Matches
Pablo Vegetti,ar ARG,FW,35-040,15.9,449.0,32.0,53.0,215.0,183.0,84.0,447.0,11.0,5.0,45.5,6.0,54.5,201.0,728.0,200.0,5.0,2.0,3.0,32.0,18.0,316.0,54.0,Matches
Paulinho,br BRA,MF,26-320,15.3,966.0,12.0,133.0,589.0,261.0,20.0,966.0,56.0,28.0,50.0,26.0,46.4,628.0,3567.0,1741.0,38.0,31.0,7.0,24.0,28.0,695.0,48.0,Matches
Robson Bambu,br BRA,DF,26-012,13.3,824.0,112.0,383.0,382.0,63.0,8.0,824.0,16.0,6.0,37.5,9.0,56.3,462.0,2520.0,1333.0,5.0,5.0,0.0,14.0,13.0,501.0,13.0,Matches
Jair,br BRA,MF,29-090,15.8,1029.0,29.0,189.0,642.0,212.0,21.0,1027.0,32.0,16.0,50.0,10.0,31.3,663.0,3528.0,1967.0,30.0,26.0,4.0,25.0,5.0,709.0,30.0,Matches
Alex Teixeira,br BRA,"FW,MF",33-322,12.5,424.0,5.0,47.0,209.0,177.0,44.0,424.0,43.0,20.0,46.5,20.0,46.5,285.0,1948.0,947.0,26.0,24.0,10.0,24.0,9.0,319.0,59.0,Matches
Maicon,br BRA,DF,35-071,10.9,671.0,116.0,391.0,260.0,24.0,7.0,671.0,5.0,3.0,60.0,1.0,20.0,377.0,1639.0,772.0,1.0,4.0,1.0,3.0,1.0,410.0,2.0,Matches
Marlon Gomes,br BRA,MF,19-345,10.6,,,,,,,,,,,,,,,,,,,,,,,Matches
Pedro Raul,br BRA,FW,27-019,9.3,281.0,15.0,27.0,139.0,118.0,46.0,281.0,12.0,9.0,75.0,3.0,25.0,136.0,574.0,149.0,5.0,4.0,1.0,26.0,15.0,197.0,40.0,Matches
Paulo Henrique,br BRA,DF,27-122,7.4,467.0,24.0,123.0,207.0,146.0,5.0,467.0,22.0,13.0,59.1,5.0,22.7,245.0,1340.0,740.0,14.0,15.0,2.0,10.0,6.0,240.0,28.0,Matches
Figueiredo,br BRA,"FW,MF",22-102,7.3,360.0,9.0,56.0,140.0,172.0,31.0,360.0,42.0,21.0,50.0,19.0,45.2,218.0,1327.0,500.0,15.0,17.0,2.0,16.0,13.0,255.0,65.0,Matches
Luca Orellano,ar ARG,"FW,MF",23-247,6.9,373.0,3.0,42.0,153.0,194.0,15.0,373.0,46.0,23.0,50.0,19.0,41.3,250.0,1966.0,897.0,23.0,25.0,3.0,17.0,19.0,260.0,47.0,Matches
Andrey Santos,br BRA,MF,19-205,4.7,197.0,10.0,59.0,104.0,35.0,9.0,197.0,4.0,1.0,25.0,2.0,50.0,89.0,430.0,189.0,4.0,1.0,0.0,6.0,1.0,106.0,12.0,Matches
Dimitri Payet,fr FRA,"MF,FW",36-240,6.8,370.0,6.0,39.0,163.0,173.0,18.0,370.0,18.0,13.0,72.2,5.0,27.8,227.0,1058.0,494.0,16.0,13.0,5.0,13.0,7.0,268.0,48.0,Matches
Manuel Capasso,ar ARG,DF,27-219,5.2,331.0,43.0,178.0,152.0,4.0,3.0,331.0,1.0,1.0,100.0,0.0,0.0,211.0,943.0,565.0,1.0,2.0,1.0,2.0,1.0,227.0,1.0,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,DF",28-232,3.7,158.0,4.0,22.0,71.0,68.0,14.0,158.0,12.0,6.0,50.0,6.0,50.0,98.0,470.0,162.0,3.0,1.0,1.0,10.0,1.0,101.0,27.0,Matches
Matías Galarza,py PAR,MF,21-286,4.5,192.0,10.0,42.0,97.0,56.0,4.0,192.0,10.0,7.0,70.0,2.0,20.0,93.0,507.0,259.0,4.0,6.0,0.0,8.0,0.0,102.0,19.0,Matches
Miranda,br BRA,DF,23-309,4.3,267.0,29.0,99.0,150.0,20.0,7.0,267.0,1.0,1.0,100.0,0.0,0.0,180.0,782.0,483.0,2.0,4.0,1.0,2.0,1.0,179.0,2.0,Matches
Rossi,br BRA,"FW,MF",30-216,4.0,189.0,1.0,23.0,82.0,85.0,8.0,189.0,7.0,2.0,28.6,3.0,42.9,102.0,396.0,173.0,5.0,3.0,2.0,13.0,3.0,133.0,38.0,Matches
Rodrigo Alves,br BRA,MF,21-173,3.9,135.0,10.0,52.0,77.0,6.0,1.0,135.0,0.0,0.0,,0.0,,68.0,335.0,146.0,1.0,0.0,0.0,2.0,2.0,76.0,0.0,Matches
Sebastián Ferreira,py PAR,"FW,MF",25-284,4.7,144.0,0.0,9.0,61.0,75.0,18.0,144.0,4.0,3.0,75.0,1.0,25.0,86.0,326.0,105.0,3.0,3.0,0.0,10.0,7.0,110.0,20.0,Matches
Erick Marcus,br BRA,"MF,FW",19-268,4.4,251.0,3.0,21.0,99.0,139.0,10.0,251.0,38.0,21.0,55.3,14.0,36.8,164.0,971.0,371.0,12.0,7.0,1.0,13.0,7.0,173.0,55.0,Matches
Mateus Cocão,br BRA,MF,21-251,3.8,265.0,4.0,56.0,165.0,46.0,3.0,265.0,4.0,2.0,50.0,0.0,0.0,183.0,790.0,256.0,0.0,4.0,0.0,0.0,4.0,183.0,6.0,Matches
Rayan Vitor,br BRA,"FW,MF",17-113,2.9,118.0,3.0,7.0,48.0,64.0,20.0,118.0,11.0,5.0,45.5,6.0,54.5,79.0,381.0,193.0,5.0,7.0,3.0,5.0,4.0,92.0,18.0,Matches
Cauan Barros,br BRA,MF,19-202,2.6,118.0,7.0,27.0,72.0,19.0,7.0,118.0,0.0,0.0,,0.0,,56.0,246.0,109.0,0.0,1.0,0.0,1.0,4.0,70.0,4.0,Matches
José Vitor,br BRA,DF,21-167,1.2,62.0,15.0,33.0,24.0,5.0,0.0,62.0,0.0,0.0,,0.0,,41.0,181.0,59.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,Matches
Gabriel Carabajal,ar ARG,MF,31-350,1.4,119.0,0.0,11.0,60.0,49.0,3.0,119.0,6.0,6.0,100.0,0.0,0.0,71.0,349.0,159.0,3.0,1.0,1.0,1.0,0.0,81.0,11.0,Matches
Eguinaldo,br BRA,"FW,MF",19-107,0.7,22.0,1.0,1.0,11.0,11.0,1.0,22.0,2.0,1.0,50.0,1.0,50.0,8.0,69.0,13.0,1.0,2.0,1.0,1.0,1.0,15.0,2.0,Matches
Paulinho,br BRA,DF,18-185,0.5,,,,,,,,,,,,,,,,,,,,,,,Matches
Rwan,br BRA,"MF,FW",22-188,0.4,14.0,0.0,0.0,7.0,7.0,1.0,14.0,0.0,0.0,,0.0,,11.0,27.0,6.0,0.0,1.0,0.0,3.0,1.0,13.0,2.0,Matches
Gabriel Dias,br BRA,DF,29-198,0.1,5.0,2.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Paulo Victor,br BRA,DF,22-225,0.1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.9,34.0,18744.0,2021.0,6062.0,8626.0,4293.0,618.0,18740.0,684.0,344.0,50.3,287.0,42.0,10722.0,58314.0,30159.0,532.0,436.0,90.0,464.0,253.0,11806.0,1164.0,
Opponent Total,,,28.3,34.0,20298.0,1933.0,5618.0,9673.0,5226.0,683.0,20294.0,715.0,379.0,53.0,250.0,35.0,11746.0,63433.0,33936.0,603.0,473.0,125.0,526.0,310.0,13100.0,1452.0,
