Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Léo Jardim,br BRA,GK,28-249,34.0,861.0,521.0,336.0,55.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,627.0,4.0,0.0,Matches
Lucas Piton,br BRA,DF,23-046,32.5,1736.0,1361.0,365.0,39.0,0.0,12.0,199,299.0,27.0,2.0,21.0,0.0,1293.0,10.0,60.0,Matches
Léo Pelé,br BRA,DF,27-263,28.0,1525.0,1440.0,78.0,33.0,0.0,3.0,7,45.0,0.0,0.0,0.0,0.0,1323.0,7.0,13.0,Matches
Gabriel Chaves,br BRA,"FW,MF",22-286,25.3,539.0,479.0,56.0,11.0,5.0,2.0,83,16.0,27.0,17.0,2.0,0.0,406.0,4.0,17.0,Matches
Zé Gabriel,br BRA,MF,24-307,18.6,953.0,920.0,29.0,29.0,0.0,12.0,1,0.0,0.0,0.0,0.0,0.0,835.0,4.0,7.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,26-255,20.2,1097.0,828.0,265.0,44.0,0.0,11.0,129,195.0,26.0,18.0,4.0,0.0,727.0,4.0,30.0,Matches
Gary Medel,cl CHI,"DF,MF",36-113,16.5,946.0,895.0,51.0,45.0,0.0,3.0,2,5.0,0.0,0.0,0.0,0.0,873.0,0.0,1.0,Matches
Bruno Praxedes,br BRA,MF,21-289,13.5,613.0,600.0,11.0,6.0,1.0,5.0,15,4.0,1.0,0.0,0.0,0.0,480.0,2.0,20.0,Matches
Pablo Vegetti,ar ARG,FW,35-040,15.9,266.0,232.0,33.0,1.0,0.0,3.0,12,2.0,0.0,0.0,0.0,0.0,159.0,1.0,9.0,Matches
Paulinho,br BRA,MF,26-320,15.3,808.0,760.0,45.0,26.0,2.0,18.0,33,5.0,14.0,6.0,7.0,0.0,676.0,3.0,12.0,Matches
Robson Bambu,br BRA,DF,26-012,13.3,669.0,590.0,78.0,25.0,1.0,1.0,11,53.0,0.0,0.0,0.0,0.0,543.0,1.0,15.0,Matches
