Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Léo Jardim,br BRA,GK,28-249,34.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Piton,br BRA,DF,23-046,32.5,91.0,2.8,72.0,10.0,7.0,2.0,0.0,0.0,5.0,0.15,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Léo Pelé,br BRA,DF,27-263,28.0,28.0,1.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Chaves,br BRA,"FW,MF",22-286,25.3,79.0,3.12,42.0,10.0,10.0,5.0,12.0,0.0,8.0,0.32,4.0,1.0,1.0,0.0,2.0,0.0,Matches
Zé Gabriel,br BRA,MF,24-307,18.6,23.0,1.23,19.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,26-255,20.2,52.0,2.57,34.0,9.0,3.0,4.0,1.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Gary Medel,cl CHI,"DF,MF",36-113,16.5,13.0,0.79,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Praxedes,br BRA,MF,21-289,13.5,24.0,1.78,18.0,0.0,1.0,5.0,0.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Vegetti,ar ARG,FW,35-040,15.9,19.0,1.19,6.0,0.0,1.0,8.0,4.0,0.0,4.0,0.25,1.0,0.0,0.0,1.0,2.0,0.0,Matches
Paulinho,br BRA,MF,26-320,15.3,55.0,3.48,39.0,7.0,5.0,2.0,2.0,0.0,4.0,0.25,2.0,1.0,1.0,0.0,0.0,0.0,Matches
Robson Bambu,br BRA,DF,26-012,13.3,9.0,0.68,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jair,br BRA,MF,29-090,15.8,48.0,3.04,40.0,1.0,2.0,1.0,4.0,0.0,4.0,0.25,2.0,0.0,1.0,0.0,1.0,0.0,Matches
Alex Teixeira,br BRA,"FW,MF",33-322,12.5,32.0,2.56,22.0,5.0,0.0,3.0,2.0,0.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Maicon,br BRA,DF,35-071,10.9,11.0,1.01,10.0,0.0,0.0,1.0,0.0,0.0,3.0,0.27,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Marlon Gomes,br BRA,MF,19-345,10.6,,,,,,,,,,,,,,,,,Matches
Pedro Raul,br BRA,FW,27-019,9.3,17.0,1.83,12.0,0.0,0.0,3.0,2.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Paulo Henrique,br BRA,DF,27-122,7.4,22.0,2.97,17.0,2.0,3.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Figueiredo,br BRA,"FW,MF",22-102,7.3,21.0,2.88,15.0,1.0,1.0,0.0,4.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Luca Orellano,ar ARG,"FW,MF",23-247,6.9,28.0,4.03,17.0,3.0,4.0,0.0,4.0,0.0,4.0,0.58,2.0,0.0,2.0,0.0,0.0,0.0,Matches
Andrey Santos,br BRA,MF,19-205,4.7,8.0,1.71,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dimitri Payet,fr FRA,"MF,FW",36-240,6.8,25.0,3.69,17.0,5.0,1.0,1.0,1.0,0.0,2.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Manuel Capasso,ar ARG,DF,27-219,5.2,5.0,0.96,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,DF",28-232,3.7,7.0,1.92,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Galarza,py PAR,MF,21-286,4.5,5.0,1.12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miranda,br BRA,DF,23-309,4.3,7.0,1.63,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rossi,br BRA,"FW,MF",30-216,4.0,19.0,4.44,13.0,4.0,1.0,0.0,1.0,0.0,7.0,1.64,5.0,1.0,1.0,0.0,0.0,0.0,Matches
Rodrigo Alves,br BRA,MF,21-173,3.9,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sebastián Ferreira,py PAR,"FW,MF",25-284,4.7,14.0,3.01,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.43,1.0,0.0,0.0,1.0,0.0,0.0,Matches
