Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Léo Jardim,br BRA,GK,28-249,34.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Piton,br BRA,DF,23-046,32.5,0,25,4,16.0,0.77,0.12,0.0,0.0,22.4,4.0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
Léo Pelé,br BRA,DF,27-263,28.0,0,6,2,33.3,0.21,0.07,0.0,0.0,15.9,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Gabriel Chaves,br BRA,"FW,MF",22-286,25.3,8,61,22,36.1,2.41,0.87,0.13,0.36,17.9,5.0,0,0,8.9,8.9,0.15,-0.9,-0.9,Matches
Zé Gabriel,br BRA,MF,24-307,18.6,1,13,3,23.1,0.7,0.16,0.08,0.33,28.3,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
José Luis Rodríguez Bebanz,uy URU,DF,26-255,20.2,1,32,11,34.4,1.58,0.54,0.03,0.09,19.6,4.0,0,0,2.0,2.0,0.07,-1.0,-1.0,Matches
Gary Medel,cl CHI,"DF,MF",36-113,16.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Praxedes,br BRA,MF,21-289,13.5,1,19,6,31.6,1.41,0.45,0.05,0.17,18.3,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Pablo Vegetti,ar ARG,FW,35-040,15.9,9,60,23,38.3,3.77,1.45,0.12,0.3,12.2,0.0,2,2,9.3,7.7,0.13,-0.3,-0.7,Matches
Paulinho,br BRA,MF,26-320,15.3,0,8,1,12.5,0.52,0.07,0.0,0.0,22.5,2.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Robson Bambu,br BRA,DF,26-012,13.3,0,3,1,33.3,0.23,0.08,0.0,0.0,9.2,0.0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches
Jair,br BRA,MF,29-090,15.8,3,13,4,30.8,0.82,0.25,0.08,0.25,18.5,0.0,2,2,2.2,0.6,0.05,0.8,0.4,Matches
Alex Teixeira,br BRA,"FW,MF",33-322,12.5,1,23,7,30.4,1.84,0.56,0.04,0.14,15.2,0.0,0,0,3.1,3.1,0.13,-2.1,-2.1,Matches
Maicon,br BRA,DF,35-071,10.9,0,3,0,0.0,0.27,0.0,0.0,,12.7,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Marlon Gomes,br BRA,MF,19-345,10.6,0,9,0,0.0,0.85,0.0,0.0,,,,0,0,,,,,,Matches
Pedro Raul,br BRA,FW,27-019,9.3,2,22,9,40.9,2.37,0.97,0.09,0.22,14.1,1.0,0,0,2.6,2.6,0.12,-0.6,-0.6,Matches
Paulo Henrique,br BRA,DF,27-122,7.4,1,7,6,85.7,0.94,0.81,0.14,0.17,24.7,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Figueiredo,br BRA,"FW,MF",22-102,7.3,0,28,8,28.6,3.84,1.1,0.0,0.0,22.2,4.0,0,0,1.8,1.8,0.06,-1.8,-1.8,Matches
