Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Fabrício Bruno,br BRA,DF,27-285,30.0,40,23,23,16,1,23,29,79.3,6,38,25,13,19,59,141,1,Matches
Léo Pereira,br BRA,DF,27-297,26.4,42,27,19,23,0,26,46,56.5,20,44,29,15,27,69,79,1,Matches
Wesley,br BRA,DF,20-079,27.1,70,46,39,26,5,30,66,45.5,36,23,10,13,39,109,62,1,Matches
Gerson,br BRA,MF,26-188,26.3,33,18,16,12,5,15,38,39.5,23,27,7,20,12,45,30,0,Matches
Ayrton Lucas,br BRA,DF,26-158,26.0,56,40,26,21,9,34,63,54.0,29,16,4,12,10,66,49,0,Matches
Thiago Maia,br BRA,MF,26-246,22.5,49,31,21,24,4,27,61,44.3,34,22,12,10,28,77,36,1,Matches
Pedro,br BRA,FW,26-157,19.9,16,11,1,9,6,4,13,30.8,9,15,0,15,7,23,14,0,Matches
Erick Pulgar,cl CHI,MF,29-313,19.2,37,24,13,21,3,20,61,32.8,41,26,10,16,18,55,29,1,Matches
Matheus Cunha,br BRA,GK,22-184,17.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,10,3,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",29-176,16.8,32,21,9,16,7,11,31,35.5,20,11,1,10,6,38,14,0,Matches
Gabriel Barbosa,br BRA,FW,27-086,16.8,3,1,1,1,1,1,15,6.7,14,1,0,1,2,5,0,0,Matches
Everton Soares,br BRA,"FW,MF",27-247,16.0,26,18,7,8,11,9,27,33.3,18,20,5,15,11,37,11,0,Matches
Everton Ribeiro,br BRA,"FW,MF",34-228,15.6,18,10,8,9,1,10,39,25.6,29,8,2,6,10,28,4,0,Matches
Bruno Henrique,br BRA,"FW,MF",32-329,14.9,26,19,9,9,8,12,23,52.2,11,17,3,14,3,29,17,0,Matches
Victor Hugo,br BRA,"MF,FW",19-197,13.6,31,19,5,22,4,16,36,44.4,20,11,1,10,13,44,9,0,Matches
David Luiz,br BRA,DF,36-216,11.0,13,9,8,4,1,6,12,50.0,6,13,11,2,10,23,56,0,Matches
Agustín Rossi,ar ARG,GK,28-095,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Luiz Araújo,br BRA,"FW,MF",27-175,7.0,14,12,5,6,3,6,17,35.3,11,9,1,8,5,19,10,0,Matches
Matheuzinho,br BRA,DF,23-077,5.5,20,9,12,6,2,12,19,63.2,7,9,3,6,6,26,13,0,Matches
Santos,br BRA,GK,33-252,5.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
Filipe Luís,br BRA,DF,38-107,4.7,18,9,11,6,1,8,9,88.9,1,3,2,1,8,26,13,0,Matches
Matheus França,br BRA,"MF,FW",19-237,4.1,7,6,2,2,3,1,8,12.5,7,6,0,6,5,12,2,0,Matches
Allan,br BRA,MF,26-266,5.1,10,5,4,5,1,3,16,18.8,13,5,1,4,8,18,4,0,Matches
Pablo,br BRA,DF,32-156,3.9,4,3,4,0,0,0,0,,0,2,1,1,5,9,33,0,Matches
Arturo Vidal,cl CHI,"MF,DF",36-186,2.8,5,5,3,2,0,5,12,41.7,7,2,1,1,2,7,5,0,Matches
Guillermo Varela,uy URU,DF,30-245,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
Marinho,br BRA,"FW,DF",33-179,0.9,2,2,0,1,1,0,3,0.0,3,2,1,1,0,2,0,0,Matches
Igor,br BRA,MF,20-262,0.9,2,1,0,2,0,1,4,25.0,3,0,0,0,3,5,0,0,Matches
Rodrigo Caio,br BRA,"MF,DF",30-099,0.7,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0,Matches
Pedrinho,br BRA,FW,20-220,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,0.2,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
André Inácio,br BRA,FW,21-274,0.2,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,1,0,Matches
Squad Total,,,27.4,34.0,577,372,248,252,77,282,653,43.2,371,334,131,203,258,835,651,10,
Opponent Total,,,28.3,34.0,615,395,331,228,56,297,665,44.7,368,393,120,273,318,933,672,2,
