Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Fabrício Bruno,br BRA,DF,27-285,30,2700.0,90.0,88.2,30.0,30,90.0,30,0,,2,1.93,48.0,30.0,18.0,0.6,1.6,39.0,36.3,2.8,0.09,0.33,Matches
Léo Pereira,br BRA,DF,27-297,29,2376.0,82.0,77.6,26.4,29,82.0,23,0,,0,1.79,39.0,29.0,10.0,0.38,-0.15,34.7,31.9,2.8,0.11,0.24,Matches
Wesley,br BRA,DF,20-079,31,2438.0,79.0,79.7,27.1,27,85.0,22,4,34.0,1,1.77,40.0,30.0,10.0,0.37,-0.21,36.1,33.5,2.6,0.09,0.21,Matches
Gerson,br BRA,MF,26-188,28,2370.0,85.0,77.5,26.3,27,86.0,21,1,45.0,1,1.79,41.0,27.0,14.0,0.53,0.53,31.9,34.3,-2.4,-0.09,-0.64,Matches
Ayrton Lucas,br BRA,DF,26-158,31,2340.0,75.0,76.5,26.0,26,85.0,20,5,26.0,0,1.81,42.0,24.0,18.0,0.69,1.19,32.2,28.5,3.7,0.14,0.38,Matches
Thiago Maia,br BRA,MF,26-246,30,2021.0,67.0,66.0,22.5,25,77.0,11,5,17.0,1,1.67,28.0,26.0,2.0,0.09,-0.95,24.4,24.8,-0.4,-0.02,-0.21,Matches
Pedro,br BRA,FW,26-157,30,1792.0,60.0,58.6,19.9,22,73.0,7,8,24.0,1,1.77,31.0,19.0,12.0,0.6,0.46,25.2,23.8,1.4,0.07,0.05,Matches
Erick Pulgar,cl CHI,MF,29-313,22,1730.0,79.0,56.5,19.2,19,84.0,14,3,45.0,1,2.23,33.0,15.0,18.0,0.94,1.21,24.2,24.2,0.0,0.0,-0.12,Matches
Matheus Cunha,br BRA,GK,22-184,19,1580.0,83.0,51.6,17.6,18,88.0,17,1,5.0,15,1.74,28.0,22.0,6.0,0.34,-0.14,23.8,26.4,-2.6,-0.15,-0.42,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",29-176,24,1508.0,63.0,49.3,16.8,18,73.0,5,6,32.0,0,1.92,28.0,17.0,11.0,0.66,0.48,23.0,22.6,0.3,0.02,-0.06,Matches
Gabriel Barbosa,br BRA,FW,27-086,25,1512.0,60.0,49.4,16.8,17,78.0,9,8,24.0,1,1.72,23.0,23.0,0.0,0.0,-0.81,23.1,22.0,1.1,0.07,0.03,Matches
Everton Soares,br BRA,"FW,MF",27-247,29,1441.0,50.0,47.1,16.0,17,73.0,3,12,17.0,5,1.76,24.0,20.0,4.0,0.25,-0.31,20.1,21.0,-1.0,-0.06,-0.21,Matches
Everton Ribeiro,br BRA,"FW,MF",34-228,27,1405.0,52.0,45.9,15.6,15,68.0,1,12,33.0,3,1.74,25.0,13.0,12.0,0.77,0.66,20.7,16.8,3.8,0.25,0.36,Matches
Bruno Henrique,br BRA,"FW,MF",32-329,25,1345.0,54.0,44.0,14.9,12,79.0,3,13,31.0,1,1.84,18.0,15.0,3.0,0.2,-0.38,20.7,15.7,5.0,0.33,0.5,Matches
Victor Hugo,br BRA,"MF,FW",19-197,28,1228.0,44.0,40.1,13.6,12,73.0,3,16,22.0,6,1.79,17.0,18.0,-1.0,-0.07,-0.81,16.3,19.1,-2.7,-0.2,-0.42,Matches
David Luiz,br BRA,DF,36-216,15,994.0,66.0,32.5,11.0,11,78.0,7,4,35.0,6,1.67,17.0,15.0,2.0,0.18,-0.34,16.8,18.0,-1.1,-0.1,-0.23,Matches
Agustín Rossi,ar ARG,GK,28-095,11,990.0,90.0,32.4,11.0,11,90.0,11,0,,10,1.91,15.0,7.0,8.0,0.73,0.47,11.4,9.2,2.2,0.2,0.21,Matches
Luiz Araújo,br BRA,"FW,MF",27-175,16,627.0,39.0,20.5,7.0,8,61.0,2,8,18.0,1,1.69,13.0,7.0,6.0,0.86,0.57,8.4,8.5,-0.1,-0.01,-0.08,Matches
Matheuzinho,br BRA,DF,23-077,9,497.0,55.0,16.2,5.5,5,81.0,4,4,23.0,8,1.67,7.0,4.0,3.0,0.54,0.16,4.4,5.2,-0.8,-0.15,-0.24,Matches
Santos,br BRA,GK,33-252,6,490.0,82.0,16.0,5.4,5,89.0,4,1,45.0,28,1.5,8.0,8.0,0.0,0.0,-0.49,8.7,6.4,2.3,0.42,0.43,Matches
Filipe Luís,br BRA,DF,38-107,8,419.0,52.0,13.7,4.7,5,79.0,2,3,9.0,16,2.5,6.0,4.0,2.0,0.43,0.02,5.3,6.5,-1.2,-0.26,-0.36,Matches
Matheus França,br BRA,"MF,FW",19-237,9,369.0,41.0,12.1,4.1,5,63.0,0,4,14.0,4,1.56,12.0,5.0,7.0,1.71,1.47,9.0,3.4,5.6,1.37,1.49,Matches
Allan,br BRA,MF,26-266,8,459.0,57.0,15.0,5.1,4,87.0,3,4,28.0,1,1.25,6.0,7.0,-1.0,-0.2,-0.72,7.6,6.4,1.1,0.22,0.2,Matches
Pablo,br BRA,DF,32-156,6,354.0,59.0,11.6,3.9,3,88.0,2,3,30.0,28,1.33,3.0,5.0,-2.0,-0.51,-1.04,3.8,4.1,-0.3,-0.07,-0.14,Matches
Arturo Vidal,cl CHI,"MF,DF",36-186,6,252.0,42.0,8.2,2.8,2,75.0,0,4,26.0,5,2.0,3.0,5.0,-2.0,-0.71,-1.23,5.1,4.5,0.5,0.19,0.15,Matches
Guillermo Varela,uy URU,DF,30-245,3,72.0,24.0,2.4,0.8,1,59.0,0,2,7.0,20,2.0,1.0,2.0,-1.0,-1.25,-1.7,0.7,1.9,-1.2,-1.49,-1.58,Matches
Marinho,br BRA,"FW,DF",33-179,4,82.0,21.0,2.7,0.9,0,,0,4,21.0,3,0.75,2.0,3.0,-1.0,-1.1,-1.55,2.2,1.7,0.4,0.47,0.43,Matches
Igor,br BRA,MF,20-262,4,78.0,20.0,2.5,0.9,0,,0,4,20.0,14,1.0,1.0,2.0,-1.0,-1.15,-1.61,1.2,1.3,0.0,-0.05,-0.1,Matches
Rodrigo Caio,br BRA,"MF,DF",30-099,4,64.0,16.0,2.1,0.7,0,,0,4,16.0,29,1.5,1.0,2.0,-1.0,-1.41,-1.86,0.6,0.9,-0.3,-0.38,-0.44,Matches
Pedrinho,br BRA,FW,20-220,1,19.0,19.0,0.6,0.2,0,,0,1,19.0,1,1.0,0.0,0.0,0.0,0.0,-0.41,0.4,0.0,0.4,1.75,1.71,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,2,16.0,8.0,0.5,0.2,0,,0,2,8.0,10,3.0,1.0,0.0,1.0,5.63,5.24,0.3,0.8,-0.5,-2.87,-2.94,Matches
André Inácio,br BRA,FW,21-274,2,16.0,8.0,0.5,0.2,0,,0,2,8.0,12,0.5,0.0,0.0,0.0,0.0,-0.41,0.3,0.6,-0.2,-1.33,-1.39,Matches
Cleiton,br BRA,DF,20-213,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
Evertton,br BRA,MF,20-269,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Lorran,br BRA,FW,17-143,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Petterson,br BRA,FW,19-324,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Rayan,br BRA,MF,18-325,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Hugo Souza,br BRA,GK,24-297,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Zé Welinton,br BRA,DF,19-320,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,27.4,34,3060.0,90.0,100.0,34.0,374,80.0,224,148,24.0,259,1.76,51.0,37.0,14.0,0.41,,43.8,42.0,1.8,0.05,,
Opponent Total,,,28.3,34,3060.0,90.0,100.0,34.0,374,80.0,214,158,22.0,246,0.97,37.0,51.0,-14.0,-0.41,,42.0,43.8,-1.8,-0.05,,
