Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Fabrício Bruno,br BRA,DF,27-285,30.0,2268,228,929,1275,78,16,2268,5,4,80.0,1,20.0,1446,7245,4358,29,19,0,7,1,1579,6,Matches
Léo Pereira,br BRA,DF,27-297,26.4,2171,200,832,1212,137,27,2171,14,9,64.3,3,21.4,1390,7713,4663,36,24,0,25,6,1551,16,Matches
Wesley,br BRA,DF,20-079,27.1,1786,72,380,801,625,58,1786,76,30,39.5,39,51.3,1048,4984,2261,49,44,13,63,40,1150,276,Matches
Gerson,br BRA,MF,26-188,26.3,1586,43,203,767,635,92,1586,75,39,52.0,28,37.3,1016,4839,2381,69,53,15,48,32,1200,178,Matches
Ayrton Lucas,br BRA,DF,26-158,26.0,1925,69,473,960,511,44,1925,80,42,52.5,26,32.5,1152,6316,3217,58,65,10,29,28,1337,122,Matches
Thiago Maia,br BRA,MF,26-246,22.5,1548,59,338,981,244,8,1548,20,13,65.0,7,35.0,826,3102,1342,16,18,0,21,17,1099,49,Matches
Pedro,br BRA,FW,26-157,19.9,536,16,40,248,257,79,532,36,14,38.9,20,55.6,306,1195,426,13,10,5,48,21,380,85,Matches
Erick Pulgar,cl CHI,MF,29-313,19.2,1353,65,296,864,203,18,1353,8,3,37.5,5,62.5,718,3031,1327,10,19,2,23,12,945,24,Matches
Matheus Cunha,br BRA,GK,22-184,17.6,787,510,753,34,0,0,787,0,0,,0,,486,2302,1489,0,0,0,1,0,471,0,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",29-176,16.8,999,21,89,429,501,60,999,53,34,64.2,13,24.5,631,2913,1236,29,26,11,44,35,713,132,Matches
Gabriel Barbosa,br BRA,FW,27-086,16.8,608,0,24,249,338,58,603,14,5,35.7,8,57.1,343,1745,852,25,24,4,17,8,466,111,Matches
Everton Soares,br BRA,"FW,MF",27-247,16.0,784,11,63,222,513,70,784,105,48,45.7,48,45.7,508,3754,1961,66,47,29,20,22,528,172,Matches
Everton Ribeiro,br BRA,"FW,MF",34-228,15.6,1023,12,112,429,492,27,1023,36,16,44.4,18,50.0,652,3529,1861,34,38,5,21,24,780,89,Matches
Bruno Henrique,br BRA,"FW,MF",32-329,14.9,613,21,66,201,359,77,613,58,24,41.4,30,51.7,408,2814,1505,58,40,21,37,26,458,161,Matches
Victor Hugo,br BRA,"MF,FW",19-197,13.6,804,14,86,496,231,28,804,47,32,68.1,14,29.8,534,3186,1653,30,32,5,25,16,623,52,Matches
David Luiz,br BRA,DF,36-216,11.0,844,110,353,430,66,13,844,10,8,80.0,2,20.0,534,3037,1864,14,15,1,11,1,567,4,Matches
Agustín Rossi,ar ARG,GK,28-095,11.0,429,300,420,9,0,0,429,0,0,,0,,264,1598,1098,0,0,0,0,0,204,0,Matches
Luiz Araújo,br BRA,"FW,MF",27-175,7.0,381,11,45,155,191,29,381,41,23,56.1,18,43.9,248,1567,709,23,17,7,16,7,278,77,Matches
Matheuzinho,br BRA,DF,23-077,5.5,373,25,96,191,90,9,373,4,1,25.0,2,50.0,204,906,413,8,6,0,5,1,226,26,Matches
Santos,br BRA,GK,33-252,5.4,203,114,186,17,0,0,203,0,0,,0,,126,698,489,0,0,0,0,0,112,0,Matches
Filipe Luís,br BRA,DF,38-107,4.7,346,23,99,175,75,4,346,7,3,42.9,1,14.3,173,807,492,8,4,1,5,1,196,9,Matches
Matheus França,br BRA,"MF,FW",19-237,4.1,215,1,17,77,122,28,215,21,11,52.4,9,42.9,139,979,450,16,10,9,9,9,164,43,Matches
Allan,br BRA,MF,26-266,5.1,425,7,59,293,76,1,425,4,2,50.0,0,0.0,283,1459,752,10,10,0,2,3,325,5,Matches
Pablo,br BRA,DF,32-156,3.9,325,48,131,191,3,1,325,1,1,100.0,0,0.0,203,1045,626,2,0,0,0,0,234,0,Matches
Arturo Vidal,cl CHI,"MF,DF",36-186,2.8,231,8,39,118,75,8,231,1,0,0.0,1,100.0,130,403,206,2,2,0,2,3,189,12,Matches
Guillermo Varela,uy URU,DF,30-245,0.8,50,1,9,28,13,0,50,3,2,66.7,1,33.3,28,119,46,1,1,0,1,0,35,5,Matches
Marinho,br BRA,"FW,DF",33-179,0.9,72,1,6,19,48,7,72,3,2,66.7,1,33.3,47,317,84,2,2,1,3,3,50,21,Matches
Igor,br BRA,MF,20-262,0.9,71,2,5,46,21,1,71,1,1,100.0,0,0.0,47,206,73,2,2,0,3,2,55,3,Matches
Rodrigo Caio,br BRA,"MF,DF",30-099,0.7,62,3,11,47,5,0,62,0,0,,0,,39,180,58,0,0,0,0,0,46,1,Matches
Pedrinho,br BRA,FW,20-220,0.2,14,0,2,6,6,0,14,1,0,0.0,1,100.0,4,16,4,0,1,0,0,0,4,0,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,0.2,23,0,0,7,16,0,23,2,1,50.0,1,50.0,18,95,52,1,1,0,1,0,20,4,Matches
André Inácio,br BRA,FW,21-274,0.2,5,0,3,1,1,0,5,0,0,,0,,2,3,0,0,0,0,0,0,2,1,Matches
Squad Total,,,27.4,34.0,22860,1995,6165,10978,5932,763,22851,726,368,50.7,297,40.9,13953,72103,37948,611,530,139,487,318,15987,1684,
Opponent Total,,,28.3,34.0,18141,2109,6024,8200,4136,620,18135,723,371,51.3,282,39.0,10196,53536,27158,520,394,115,463,295,11215,1172,
