Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Fabrício Bruno,br BRA,DF,27-285,30.0,2010,1894,114,90,1,39,11,20,0,0,0,0,1780,2,10,Matches
Léo Pereira,br BRA,DF,27-297,26.4,1919,1811,100,61,2,13,9,26,0,0,0,0,1691,8,11,Matches
Wesley,br BRA,DF,20-079,27.1,1423,1206,214,22,0,4,60,192,0,0,0,0,1214,3,34,Matches
Gerson,br BRA,MF,26-188,26.3,1312,1246,60,37,9,9,29,18,0,0,0,0,1122,6,39,Matches
Ayrton Lucas,br BRA,DF,26-158,26.0,1652,1456,195,22,2,10,64,173,0,0,0,0,1402,1,32,Matches
Thiago Maia,br BRA,MF,26-246,22.5,1361,1312,47,23,2,7,9,24,0,0,0,0,1189,2,9,Matches
Pedro,br BRA,FW,26-157,19.9,326,304,22,2,0,3,3,0,0,0,0,0,248,0,8,Matches
Erick Pulgar,cl CHI,MF,29-313,19.2,1166,1126,38,24,4,5,18,1,13,7,2,0,1018,2,16,Matches
Matheus Cunha,br BRA,GK,22-184,17.6,727,596,130,28,0,1,0,0,0,0,0,0,578,1,1,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",29-176,16.8,803,686,112,33,8,6,95,14,57,19,26,2,582,5,26,Matches
Gabriel Barbosa,br BRA,FW,27-086,16.8,509,434,72,8,1,6,22,8,23,6,2,1,408,3,12,Matches
Everton Soares,br BRA,"FW,MF",27-247,16.0,562,507,54,12,3,1,60,11,30,17,7,0,425,1,19,Matches
Everton Ribeiro,br BRA,"FW,MF",34-228,15.6,894,822,68,25,4,11,53,13,30,14,9,0,710,4,20,Matches
Bruno Henrique,br BRA,"FW,MF",32-329,14.9,409,399,10,1,3,2,21,8,1,0,0,0,307,0,12,Matches
Victor Hugo,br BRA,"MF,FW",19-197,13.6,651,635,14,8,5,5,10,2,3,2,1,0,554,2,12,Matches
David Luiz,br BRA,DF,36-216,11.0,729,667,60,44,0,5,5,2,0,0,0,0,633,2,4,Matches
Agustín Rossi,ar ARG,GK,28-095,11.0,409,300,107,32,0,1,0,0,0,0,0,0,308,2,0,Matches
Luiz Araújo,br BRA,"FW,MF",27-175,7.0,281,257,23,4,1,10,28,7,12,5,5,0,205,1,12,Matches
Matheuzinho,br BRA,DF,23-077,5.5,313,268,44,9,0,5,15,35,0,0,0,0,259,1,4,Matches
Santos,br BRA,GK,33-252,5.4,194,153,41,8,0,0,0,0,0,0,0,0,162,0,0,Matches
Filipe Luís,br BRA,DF,38-107,4.7,289,227,62,14,0,4,5,48,0,0,0,0,267,0,3,Matches
Matheus França,br BRA,"MF,FW",19-237,4.1,152,147,5,1,1,2,8,1,1,0,0,0,111,0,8,Matches
Allan,br BRA,MF,26-266,5.1,387,375,10,10,0,2,3,0,0,0,0,0,332,2,4,Matches
Pablo,br BRA,DF,32-156,3.9,277,269,7,7,0,2,0,0,0,0,0,0,254,1,1,Matches
Arturo Vidal,cl CHI,"MF,DF",36-186,2.8,206,200,5,4,0,1,3,1,0,0,0,0,183,1,5,Matches
Guillermo Varela,uy URU,DF,30-245,0.8,42,39,3,0,0,0,2,3,0,0,0,0,37,0,0,Matches
Marinho,br BRA,"FW,DF",33-179,0.9,54,47,6,1,0,0,4,3,2,1,0,0,42,1,2,Matches
Igor,br BRA,MF,20-262,0.9,56,56,0,0,0,1,0,0,0,0,0,0,51,0,1,Matches
Rodrigo Caio,br BRA,"MF,DF",30-099,0.7,59,57,2,2,0,1,0,0,0,0,0,0,57,0,0,Matches
Pedrinho,br BRA,FW,20-220,0.2,9,7,2,0,0,0,2,0,2,1,1,0,3,0,1,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,0.2,18,17,1,0,0,0,1,0,1,1,0,0,15,0,0,Matches
André Inácio,br BRA,FW,21-274,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,27.4,34.0,19201,17522,1628,532,46,156,540,610,175,73,53,3,16149,51,306,
Opponent Total,,,28.3,34.0,14357,12690,1597,460,20,133,631,611,186,57,92,1,11300,70,240,
