Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Fabrício Bruno,br BRA,DF,27-285,30.0,0,10,3,30.0,0.33,0.1,0.0,0.0,15.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Léo Pereira,br BRA,DF,27-297,26.4,3,15,3,20.0,0.57,0.11,0.2,1.0,12.9,3,0,0,1.6,1.6,0.11,1.4,1.4,Matches
Wesley,br BRA,DF,20-079,27.1,1,13,5,38.5,0.48,0.18,0.08,0.2,16.1,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Gerson,br BRA,MF,26-188,26.3,5,26,11,42.3,0.99,0.42,0.19,0.45,18.5,0,0,0,2.8,2.8,0.11,2.2,2.2,Matches
Ayrton Lucas,br BRA,DF,26-158,26.0,4,23,8,34.8,0.88,0.31,0.17,0.5,20.1,0,0,0,2.6,2.6,0.11,1.4,1.4,Matches
Thiago Maia,br BRA,MF,26-246,22.5,0,4,0,0.0,0.18,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Pedro,br BRA,FW,26-157,19.9,11,45,19,42.2,2.26,0.95,0.16,0.37,16.4,0,4,4,9.1,5.9,0.13,1.9,1.1,Matches
Erick Pulgar,cl CHI,MF,29-313,19.2,2,17,5,29.4,0.88,0.26,0.12,0.4,21.7,4,0,0,0.9,0.9,0.05,1.1,1.1,Matches
Matheus Cunha,br BRA,GK,22-184,17.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",29-176,16.8,7,41,14,34.1,2.45,0.84,0.17,0.5,19.5,4,0,0,4.1,4.1,0.1,2.9,2.9,Matches
Gabriel Barbosa,br BRA,FW,27-086,16.8,5,43,14,32.6,2.56,0.83,0.02,0.07,18.0,0,4,5,9.5,5.6,0.13,-4.5,-4.6,Matches
Everton Soares,br BRA,"FW,MF",27-247,16.0,3,45,22,48.9,2.81,1.37,0.07,0.14,18.7,1,0,0,2.6,2.6,0.06,0.4,0.4,Matches
Everton Ribeiro,br BRA,"FW,MF",34-228,15.6,2,20,8,40.0,1.28,0.51,0.1,0.25,23.0,1,0,0,0.8,0.8,0.04,1.2,1.2,Matches
Bruno Henrique,br BRA,"FW,MF",32-329,14.9,2,34,15,44.1,2.28,1.0,0.06,0.13,17.0,0,0,0,3.4,3.4,0.1,-1.4,-1.4,Matches
Victor Hugo,br BRA,"MF,FW",19-197,13.6,1,14,3,21.4,1.03,0.22,0.07,0.33,17.6,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
David Luiz,br BRA,DF,36-216,11.0,1,6,3,50.0,0.54,0.27,0.17,0.33,22.7,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Agustín Rossi,ar ARG,GK,28-095,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luiz Araújo,br BRA,"FW,MF",27-175,7.0,2,17,7,41.2,2.44,1.0,0.12,0.29,16.9,0,0,0,1.1,1.1,0.06,0.9,0.9,Matches
Matheuzinho,br BRA,DF,23-077,5.5,0,4,1,25.0,0.72,0.18,0.0,0.0,17.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Santos,br BRA,GK,33-252,5.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Filipe Luís,br BRA,DF,38-107,4.7,0,2,1,50.0,0.43,0.21,0.0,0.0,13.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Matheus França,br BRA,"MF,FW",19-237,4.1,1,17,1,5.9,4.15,0.24,0.06,1.0,17.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Allan,br BRA,MF,26-266,5.1,0,4,1,25.0,0.78,0.2,0.0,0.0,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Pablo,br BRA,DF,32-156,3.9,0,1,1,100.0,0.25,0.25,0.0,0.0,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Arturo Vidal,cl CHI,"MF,DF",36-186,2.8,0,7,2,28.6,2.5,0.71,0.0,0.0,13.7,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Guillermo Varela,uy URU,DF,30-245,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marinho,br BRA,"FW,DF",33-179,0.9,0,4,1,25.0,4.39,1.1,0.0,0.0,17.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Igor,br BRA,MF,20-262,0.9,0,4,0,0.0,4.62,0.0,0.0,,30.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Rodrigo Caio,br BRA,"MF,DF",30-099,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedrinho,br BRA,FW,20-220,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,0.2,0,1,0,0.0,5.63,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
André Inácio,br BRA,FW,21-274,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.4,34.0,50,417,148,35.5,12.26,4.35,0.1,0.28,18.3,13,8,9,43.8,36.7,0.09,6.2,5.3,
Opponent Total,,,28.3,34.0,37,493,159,32.3,14.5,4.68,0.06,0.2,19.7,15,5,6,42.0,37.5,0.08,-5.0,-5.5,
