Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fabrício Bruno,br BRA,DF,27-285,30.0,1780,2010,88.6,35251,13488,589,639,92.2,975,1054,92.5,206,287,71.8,1,0.5,0.9,0.5,5,170,5,2,175,Matches
Léo Pereira,br BRA,DF,27-297,26.4,1691,1919,88.1,31471,11163,666,720,92.5,836,894,93.5,169,254,66.5,1,0.4,0.8,0.6,11,162,11,2,155,Matches
Wesley,br BRA,DF,20-079,27.1,1214,1423,85.3,17163,4131,711,782,90.9,415,476,87.2,31,63,49.2,1,2.9,3.1,-1.9,22,71,29,9,102,Matches
Gerson,br BRA,MF,26-188,26.3,1122,1312,85.5,16565,3987,669,733,91.3,344,385,89.4,67,89,75.3,7,5.0,4.7,2.0,52,106,35,7,142,Matches
Ayrton Lucas,br BRA,DF,26-158,26.0,1402,1652,84.9,21485,6009,807,865,93.3,483,558,86.6,84,150,56.0,1,1.2,1.4,-0.2,15,117,19,8,121,Matches
Thiago Maia,br BRA,MF,26-246,22.5,1189,1361,87.4,18852,5233,623,674,92.4,466,518,90.0,73,116,62.9,0,0.2,0.8,-0.2,9,135,8,1,120,Matches
Pedro,br BRA,FW,26-157,19.9,248,326,76.1,3412,796,153,184,83.2,66,83,79.5,13,18,72.2,0,0.9,1.1,-0.9,21,26,10,0,40,Matches
Erick Pulgar,cl CHI,MF,29-313,19.2,1018,1166,87.3,16123,5032,511,565,90.4,413,456,90.6,56,83,67.5,3,1.9,2.0,1.1,14,116,9,1,116,Matches
Matheus Cunha,br BRA,GK,22-184,17.6,578,727,79.5,13017,8865,174,177,98.3,271,278,97.5,127,264,48.1,0,0.0,0.0,0.0,0,13,1,0,1,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",29-176,16.8,582,803,72.5,9324,2991,319,363,87.9,189,253,74.7,52,120,43.3,5,4.8,4.5,0.2,42,57,43,8,116,Matches
Gabriel Barbosa,br BRA,FW,27-086,16.8,408,509,80.2,6352,1303,237,263,90.1,128,151,84.8,30,53,56.6,1,1.5,0.9,-0.5,21,40,21,0,71,Matches
Everton Soares,br BRA,"FW,MF",27-247,16.0,425,562,75.6,6221,1421,254,283,89.8,147,191,77.0,14,51,27.5,4,2.0,3.2,2.0,28,18,29,4,60,Matches
