Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Gabriel,br BRA,GK,31-058,30.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Robson,br BRA,"MF,FW",32-178,24.7,12,35,14,40.0,1.42,0.57,0.14,0.36,19.6,0,7,8,10.6,4.2,0.12,1.4,0.8,Matches
Natanael,br BRA,DF,21-323,23.8,0,16,8,50.0,0.67,0.34,0.0,0.0,20.3,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Marcelino Moreno,ar ARG,MF,29-152,23.6,2,27,13,48.1,1.14,0.55,0.07,0.15,21.0,4,0,0,1.6,1.6,0.06,0.4,0.4,Matches
Bruno Gomes,br BRA,MF,22-234,22.7,3,39,13,33.3,1.71,0.57,0.08,0.23,23.3,7,0,0,2.1,2.1,0.05,0.9,0.9,Matches
Henrique,br BRA,DF,37-041,22.5,0,6,3,50.0,0.27,0.13,0.0,0.0,15.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Jamerson,br BRA,"DF,FW",25-076,19.5,0,15,5,33.3,0.77,0.26,0.0,0.0,27.8,3,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Benjamín Kuscevic,cl CHI,DF,27-206,19.5,2,11,2,18.2,0.56,0.1,0.18,1.0,12.3,0,0,0,0.9,0.9,0.09,1.1,1.1,Matches
Victor Luis,br BRA,DF,30-154,16.4,2,13,2,15.4,0.79,0.12,0.15,1.0,26.1,4,0,0,0.9,0.9,0.07,1.1,1.1,Matches
Matheus Bianqui,br BRA,MF,25-297,13.2,2,24,7,29.2,1.81,0.53,0.08,0.29,19.4,0,0,0,1.4,1.4,0.06,0.6,0.6,Matches
