Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Gabriel,br BRA,GK,31-058,30.7,5,0.16,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Robson,br BRA,"MF,FW",32-178,24.7,56,2.26,39,2,2,4,9,0,11,0.44,6,1,0,1,3,0,Matches
Natanael,br BRA,DF,21-323,23.8,36,1.51,29,5,1,1,0,0,2,0.08,2,0,0,0,0,0,Matches
Marcelino Moreno,ar ARG,MF,29-152,23.6,117,4.95,70,23,13,4,5,2,15,0.63,9,2,1,2,1,0,Matches
Bruno Gomes,br BRA,MF,22-234,22.7,61,2.68,36,6,4,3,10,2,5,0.22,2,1,0,1,1,0,Matches
Henrique,br BRA,DF,37-041,22.5,11,0.49,7,1,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches
Jamerson,br BRA,"DF,FW",25-076,19.5,41,2.1,28,4,6,2,0,1,4,0.2,2,1,1,0,0,0,Matches
Benjamín Kuscevic,cl CHI,DF,27-206,19.5,8,0.41,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Victor Luis,br BRA,DF,30-154,16.4,39,2.37,25,11,0,0,3,0,4,0.24,2,2,0,0,0,0,Matches
Matheus Bianqui,br BRA,MF,25-297,13.2,20,1.51,17,0,1,2,0,0,2,0.15,1,0,0,1,0,0,Matches
Sebastián Gómez,co COL,MF,27-174,13.1,16,1.22,12,1,0,1,1,1,3,0.23,1,0,0,1,1,0,Matches
Islam Slimani,dz ALG,FW,35-159,9.1,15,1.65,10,0,0,3,2,0,2,0.22,2,0,0,0,0,0,Matches
Bruno Viana,br BRA,DF,28-292,9.0,3,0.33,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alef Manga,br BRA,"FW,MF",28-360,8.9,40,4.48,26,1,7,5,1,0,7,0.78,4,0,3,0,0,0,Matches
Willian Farias,br BRA,MF,34-171,8.8,13,1.47,10,0,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Andrey Ramos do Nascimento,br BRA,MF,25-282,10.1,23,2.28,18,2,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
