Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Gabriel,br BRA,GK,31-058,30.7,3,0,0,0,4,0,0,0,1,0,0,0,22,9,1,90.0,Matches
Robson,br BRA,"MF,FW",32-178,24.7,12,0,0,58,47,3,51,19,28,4,1,0,112,56,60,48.3,Matches
Natanael,br BRA,DF,21-323,23.8,8,0,0,46,25,5,69,28,57,0,1,0,137,25,33,43.1,Matches
Marcelino Moreno,ar ARG,MF,29-152,23.6,6,0,0,25,71,3,149,12,18,1,1,0,145,5,22,18.5,Matches
Bruno Gomes,br BRA,MF,22-234,22.7,4,1,0,38,51,2,30,31,28,1,1,0,108,16,29,35.6,Matches
Henrique,br BRA,DF,37-041,22.5,7,0,0,22,5,0,0,18,5,0,0,0,75,33,34,49.3,Matches
Jamerson,br BRA,"DF,FW",25-076,19.5,4,0,0,21,10,3,57,26,29,0,0,0,140,25,21,54.3,Matches
Benjamín Kuscevic,cl CHI,DF,27-206,19.5,6,0,0,24,9,0,2,32,21,0,0,0,97,34,35,49.3,Matches
Victor Luis,br BRA,DF,30-154,16.4,4,0,0,19,11,0,63,26,21,0,1,1,86,15,25,37.5,Matches
Matheus Bianqui,br BRA,MF,25-297,13.2,8,0,0,35,24,3,8,15,24,0,0,1,69,33,31,51.6,Matches
Sebastián Gómez,co COL,MF,27-174,13.1,2,0,0,14,15,2,10,14,12,0,0,0,65,14,16,46.7,Matches
Islam Slimani,dz ALG,FW,35-159,9.1,2,1,1,12,11,9,2,0,0,0,0,0,15,26,21,55.3,Matches
Bruno Viana,br BRA,DF,28-292,9.0,4,0,0,13,1,0,2,12,6,0,0,0,40,19,10,65.5,Matches
Alef Manga,br BRA,"FW,MF",28-360,8.9,3,0,0,10,11,8,11,3,7,0,0,0,25,11,15,42.3,Matches
Willian Farias,br BRA,MF,34-171,8.8,5,1,1,13,8,0,1,20,10,0,0,0,56,11,9,55.0,Matches
Andrey Ramos do Nascimento,br BRA,MF,25-282,10.1,4,0,0,21,11,1,17,15,15,0,1,0,91,10,6,62.5,Matches
Liziero,br BRA,MF,25-290,6.5,1,0,0,9,6,0,5,8,10,0,0,0,39,6,2,75.0,Matches
Diogo,br BRA,"FW,MF",26-355,7.1,1,0,0,15,9,2,7,2,11,0,0,0,23,32,27,54.2,Matches
Thalisson Gabriel,br BRA,DF,21-308,7.0,1,0,0,3,4,0,1,6,3,0,0,0,31,12,8,60.0,Matches
Zé Roberto,br BRA,"FW,MF",30-071,5.8,4,1,1,19,19,1,2,1,4,0,0,0,22,22,18,55.0,Matches
