Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Gabriel,br BRA,GK,31-058,30.7,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,20,2,Matches
Robson,br BRA,"MF,FW",32-178,24.7,50,28,22,22,6,20,55,36.4,35,27,5,22,19,69,28,1,Matches
Natanael,br BRA,DF,21-323,23.8,83,57,51,26,6,47,78,60.3,31,33,8,25,28,111,62,1,Matches
Marcelino Moreno,ar ARG,MF,29-152,23.6,30,18,10,18,2,8,26,30.8,18,14,2,12,12,42,5,0,Matches
Bruno Gomes,br BRA,MF,22-234,22.7,56,28,19,26,11,33,75,44.0,42,21,1,20,31,87,16,0,Matches
Henrique,br BRA,DF,37-041,22.5,16,5,10,6,0,11,22,50.0,11,29,21,8,18,34,129,2,Matches
Jamerson,br BRA,"DF,FW",25-076,19.5,45,29,29,12,4,25,38,65.8,13,27,6,21,26,71,47,0,Matches
Benjamín Kuscevic,cl CHI,DF,27-206,19.5,36,21,22,12,2,24,44,54.5,20,37,22,15,32,68,89,0,Matches
Victor Luis,br BRA,DF,30-154,16.4,26,21,15,9,2,14,29,48.3,15,23,10,13,26,52,39,0,Matches
Matheus Bianqui,br BRA,MF,25-297,13.2,41,24,11,27,3,15,31,48.4,16,30,9,21,15,56,23,0,Matches
Sebastián Gómez,co COL,MF,27-174,13.1,21,12,8,9,4,12,29,41.4,17,16,3,13,14,35,11,0,Matches
Islam Slimani,dz ALG,FW,35-159,9.1,2,0,0,1,1,0,6,0.0,6,6,1,5,0,2,14,0,Matches
Bruno Viana,br BRA,DF,28-292,9.0,11,6,7,4,0,5,8,62.5,3,14,8,6,12,23,40,0,Matches
Alef Manga,br BRA,"FW,MF",28-360,8.9,10,7,4,3,3,5,8,62.5,3,4,0,4,3,13,5,0,Matches
Willian Farias,br BRA,MF,34-171,8.8,14,10,3,10,1,6,10,60.0,4,10,3,7,20,34,10,1,Matches
Andrey Ramos do Nascimento,br BRA,MF,25-282,10.1,28,15,13,13,2,11,27,40.7,16,18,3,15,15,43,19,0,Matches
Liziero,br BRA,MF,25-290,6.5,15,10,4,11,0,9,23,39.1,14,8,3,5,8,23,9,0,Matches
Diogo,br BRA,"FW,MF",26-355,7.1,16,11,9,7,0,6,13,46.2,7,6,0,6,2,18,5,0,Matches
Thalisson Gabriel,br BRA,DF,21-308,7.0,4,3,4,0,0,1,5,20.0,4,7,4,3,6,10,36,0,Matches
Zé Roberto,br BRA,"FW,MF",30-071,5.8,5,4,1,3,1,0,5,0.0,5,4,1,3,1,6,6,0,Matches
Kaio,br BRA,"MF,FW",19-282,7.2,16,14,11,2,3,8,21,38.1,13,6,1,5,6,22,4,0,Matches
Jean Pedroso,br BRA,DF,19-300,6.5,10,9,8,2,0,5,15,33.3,10,8,3,5,8,18,13,1,Matches
Thiago Dombroski,br BRA,DF,21-157,5.1,2,2,1,1,0,1,3,33.3,2,3,2,1,5,7,27,0,Matches
Rodrigo Pinho,br BRA,FW,32-178,4.3,5,1,1,4,0,0,8,0.0,8,6,2,4,1,6,4,0,Matches
Fransérgio,br BRA,MF,33-037,5.9,11,4,5,5,1,6,10,60.0,4,6,2,4,5,16,13,0,Matches
Diogo Batista,br BRA,"DF,MF",20-087,4.7,10,2,6,1,3,6,15,40.0,9,8,1,7,2,12,16,0,Matches
Andreas Samaris,gr GRE,MF,34-164,2.0,4,2,1,2,1,3,7,42.9,4,3,0,3,4,8,3,0,Matches
Maurício Garcez,br BRA,"MF,FW",26-253,5.4,10,6,4,5,1,5,7,71.4,2,5,1,4,0,10,9,0,Matches
Gabriel Boschilia,br BRA,"MF,FW",27-264,3.8,12,5,3,8,1,7,13,53.8,6,5,1,4,1,13,3,0,Matches
Jhon Chancellor,ve VEN,DF,31-326,3.4,6,4,6,0,0,4,4,100.0,0,5,4,1,2,8,21,0,Matches
Hayner,br BRA,DF,28-053,3.3,5,4,3,2,0,2,3,66.7,1,5,1,4,1,6,9,0,Matches
Luan Polli,br BRA,GK,30-232,3.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3,Matches
Júnior Urso,br BRA,MF,34-259,3.3,4,3,3,1,0,3,7,42.9,4,2,0,2,2,6,4,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,26-325,2.1,3,2,3,0,0,0,1,0.0,1,2,2,0,7,10,16,0,Matches
Edu,br BRA,"FW,MF",30-264,2.0,0,0,0,0,0,0,0,,0,3,0,3,0,0,1,0,Matches
Marcos Vinicius,br BRA,"DF,MF",26-243,1.9,4,4,1,3,0,1,2,50.0,1,0,0,0,4,8,6,0,Matches
William Pottker,br BRA,"FW,MF",29-337,1.3,2,2,1,1,0,0,1,0.0,1,1,1,0,1,3,1,0,Matches
Maurício Antônio,br BRA,DF,31-291,1.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,6,0,Matches
Gustavo Vilar,br BRA,DF,23-220,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches
Lucas Barbosa,br BRA,"MF,FW",22-275,1.1,4,2,1,2,1,1,2,50.0,1,2,0,2,2,6,3,0,Matches
Jesé,es ESP,MF,30-271,0.9,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Wesley Pombo,br BRA,MF,21-175,0.6,2,0,0,1,1,2,3,66.7,1,0,0,0,0,2,0,0,Matches
Ruan Lucas,br BRA,"MF,FW",19-218,0.3,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,Matches
Gabriel Silva,br BRA,MF,21-144,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.3,34.0,622,377,302,260,60,308,659,46.7,351,408,132,276,340,962,777,11,
Opponent Total,,,28.4,34.0,574,362,248,252,74,284,639,44.4,355,304,82,222,295,869,540,9,
