Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Juninho Capixaba,br BRA,DF,26-141,29.2,10,0,0,62,50,3,85,76,46,0,0,0,211,50,47,51.5,Matches
Cleiton Schwengber,br BRA,GK,26-097,29.0,7,1,1,1,6,0,0,2,0,0,0,0,37,7,1,87.5,Matches
Lucas Evangelista,br BRA,MF,28-202,27.4,5,0,0,36,69,2,164,25,26,0,0,0,154,66,75,46.8,Matches
Matheus Fernandes,br BRA,MF,25-147,24.8,7,0,0,47,28,0,10,32,63,0,1,0,220,21,17,55.3,Matches
Eduardo Sasha,br BRA,"FW,MF",31-273,22.4,2,0,0,22,37,8,10,9,4,0,0,0,78,41,61,40.2,Matches
Vitinho,br BRA,"FW,MF",24-237,20.9,8,0,0,37,47,5,78,9,19,0,0,0,85,18,29,38.3,Matches
Jadsom,br BRA,MF,22-188,18.7,7,0,0,39,16,1,19,24,20,0,2,0,139,13,18,41.9,Matches
Aderlan Silva,br BRA,DF,33-098,15.8,6,1,0,35,9,0,57,26,31,0,1,0,109,25,19,56.8,Matches
Helinho,br BRA,"FW,MF",23-213,12.7,7,0,0,22,21,3,85,8,15,0,0,0,78,10,10,50.0,Matches
Leonardo Realpe,ec ECU,DF,22-271,15.6,3,0,0,21,6,0,1,22,8,0,0,0,87,40,33,54.8,Matches
Leo Ortiz,br BRA,DF,27-325,14.8,2,0,0,9,5,0,4,26,9,0,1,1,95,45,14,76.3,Matches
Eric Ramires,br BRA,MF,23-106,13.6,1,0,0,21,13,1,16,11,9,0,0,0,90,6,8,42.9,Matches
José Hurtado,ec ECU,DF,21-336,14.8,3,0,0,13,4,2,62,20,20,0,0,0,92,22,24,47.8,Matches
Luan Patrick,br BRA,DF,21-308,12.4,3,0,0,11,3,0,1,17,6,0,0,0,79,8,18,30.8,Matches
Eduardo Santos,br BRA,DF,25-361,11.3,2,0,0,14,8,0,1,14,9,0,0,0,71,26,21,55.3,Matches
Natan,br BRA,DF,22-291,9.3,1,0,0,14,6,1,2,9,5,0,0,0,50,19,13,59.4,Matches
Thiago Borbas,uy URU,FW,21-231,13.5,7,1,0,40,13,2,11,2,8,0,0,0,40,41,48,46.1,Matches
Marcos Vinicios Sorriso,br BRA,FW,22-274,9.9,2,0,0,10,25,4,93,7,15,0,0,0,65,11,29,27.5,Matches
Luan Cândido,br BRA,"DF,MF",22-295,9.0,2,0,0,14,5,0,13,9,10,0,0,0,32,40,19,67.8,Matches
Bruno,br BRA,"FW,MF",20-255,7.1,0,0,0,2,7,1,16,1,3,0,1,0,28,0,4,0.0,Matches
Henery Mosquera,co COL,"FW,MF",22-009,9.5,1,0,0,27,16,3,26,0,9,0,0,0,45,3,7,30.0,Matches
Lucão,br BRA,GK,22-271,5.0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
Gustavinho,br BRA,"MF,FW",19-215,6.2,1,0,0,12,4,0,9,5,3,0,0,0,47,6,11,35.3,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,4.6,2,0,0,5,8,2,8,0,3,2,0,0,37,2,5,28.6,Matches
Alerrandro,br BRA,FW,23-316,3.8,3,0,0,8,9,4,1,0,1,0,0,0,5,2,18,10.0,Matches
Lucão,br BRA,DF,25-244,2.2,1,0,0,4,2,1,0,5,1,0,0,0,16,6,11,35.3,Matches
Guilherme,br BRA,"DF,MF",21-283,2.4,0,0,0,4,0,0,10,3,3,0,0,0,13,1,1,50.0,Matches
Ignacio Laquintana,uy URU,FW,24-296,2.0,0,0,0,3,4,2,6,1,3,0,0,0,11,1,0,100.0,Matches
Talisson,br BRA,FW,21-187,1.7,0,0,0,8,4,0,3,2,1,0,1,0,8,1,3,25.0,Matches
Raul,br BRA,"MF,DF",27-136,1.2,1,0,0,1,1,0,0,1,0,0,0,0,11,1,2,33.3,Matches
Yani Quintero,co COL,MF,21-280,1.1,1,0,0,5,1,0,0,1,4,0,0,0,7,3,0,100.0,Matches
Cipriano,br BRA,DF,21-016,0.8,1,0,0,4,0,0,0,2,1,0,0,0,2,0,0,,Matches
Nathan Camargo,br BRA,MF,18-122,0.1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,Matches
Bruno Praxedes,br BRA,MF,21-289,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,,,25.1,34.0,97,3,1,551,428,46,791,369,356,2,7,1,2048,536,567,48.6,
Opponent Total,,,28.3,34.0,82,0,0,452,531,96,501,339,416,3,3,1,1844,567,536,51.4,
