Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Juninho Capixaba,br BRA,DF,26-141,29.2,2279,89,526,1181,608,41,2279,54,19,35.2,28,51.9,1213,6536,3565,61,64,4,36,13,1287,114,Matches
Cleiton Schwengber,br BRA,GK,26-097,29.0,970,713,958,12,1,1,970,0,0,,0,,539,3103,1920,0,0,0,0,0,395,0,Matches
Lucas Evangelista,br BRA,MF,28-202,27.4,1789,32,180,799,819,69,1789,71,29,40.8,28,39.4,956,3904,1587,29,38,5,56,46,1200,135,Matches
Matheus Fernandes,br BRA,MF,25-147,24.8,1496,40,274,956,289,13,1496,50,29,58.0,17,34.0,804,3810,1998,41,44,2,41,21,882,45,Matches
Eduardo Sasha,br BRA,"FW,MF",31-273,22.4,849,18,52,368,435,95,846,31,13,41.9,16,51.6,502,1891,752,20,25,8,44,24,629,135,Matches
Vitinho,br BRA,"FW,MF",24-237,20.9,1078,17,84,369,637,96,1078,76,30,39.5,34,44.7,696,3937,2121,72,60,35,50,43,772,218,Matches
Jadsom,br BRA,MF,22-188,18.7,1149,42,227,683,255,22,1149,26,18,69.2,6,23.1,593,2726,1157,14,20,3,22,23,681,42,Matches
Aderlan Silva,br BRA,DF,33-098,15.8,1213,56,328,548,342,14,1213,24,12,50.0,10,41.7,522,2356,1196,23,19,6,15,4,612,41,Matches
Helinho,br BRA,"FW,MF",23-213,12.7,807,6,78,273,468,43,807,66,34,51.5,29,43.9,509,3407,1481,41,36,16,39,14,561,120,Matches
Leonardo Realpe,ec ECU,DF,22-271,15.6,781,96,359,408,17,7,781,6,6,100.0,0,0.0,424,2295,1411,8,3,0,5,2,450,1,Matches
Leo Ortiz,br BRA,DF,27-325,14.8,996,138,430,520,52,16,996,8,4,50.0,3,37.5,538,3174,2116,23,10,1,5,4,591,3,Matches
Eric Ramires,br BRA,MF,23-106,13.6,745,5,80,423,248,22,745,27,12,44.4,13,48.1,460,1993,846,19,19,2,27,11,489,43,Matches
José Hurtado,ec ECU,DF,21-336,14.8,968,44,218,453,304,14,968,29,15,51.7,14,48.3,455,2464,1236,40,25,6,17,4,448,49,Matches
Luan Patrick,br BRA,DF,21-308,12.4,705,71,334,349,25,12,705,1,0,0.0,1,100.0,404,2045,1128,6,3,1,4,0,435,1,Matches
Eduardo Santos,br BRA,DF,25-361,11.3,665,112,336,307,32,10,665,17,12,70.6,4,23.5,376,2286,1285,11,8,1,5,5,390,2,Matches
Natan,br BRA,DF,22-291,9.3,470,53,201,254,20,7,470,2,1,50.0,1,50.0,272,2021,1130,7,3,0,6,0,262,0,Matches
Thiago Borbas,uy URU,FW,21-231,13.5,472,6,17,153,306,80,472,21,9,42.9,9,42.9,276,1040,281,11,9,4,48,22,357,104,Matches
Marcos Vinicios Sorriso,br BRA,FW,22-274,9.9,605,7,61,221,334,35,605,43,18,41.9,18,41.9,349,2309,1116,38,29,7,39,25,401,126,Matches
Luan Cândido,br BRA,"DF,MF",22-295,9.0,562,31,144,272,151,25,562,19,11,57.9,4,21.1,282,1528,744,18,12,2,9,10,314,36,Matches
Bruno,br BRA,"FW,MF",20-255,7.1,346,1,18,153,183,34,346,26,16,61.5,9,34.6,239,1591,654,17,14,7,24,10,267,63,Matches
Henery Mosquera,co COL,"FW,MF",22-009,9.5,437,8,35,130,293,44,437,87,47,54.0,36,41.4,340,2839,1734,57,43,19,27,25,343,130,Matches
Lucão,br BRA,GK,22-271,5.0,159,129,159,0,0,0,159,0,0,,0,,87,500,277,0,0,0,0,0,65,0,Matches
Gustavinho,br BRA,"MF,FW",19-215,6.2,326,5,37,168,126,11,326,30,21,70.0,8,26.7,179,899,446,14,9,4,15,14,196,18,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,4.6,320,1,25,126,181,21,320,39,20,51.3,19,48.7,240,1889,1020,30,33,9,20,14,242,31,Matches
Alerrandro,br BRA,FW,23-316,3.8,100,7,9,35,56,16,100,6,3,50.0,3,50.0,59,175,69,2,2,1,12,3,74,18,Matches
Lucão,br BRA,DF,25-244,2.2,98,8,41,50,7,3,98,1,1,100.0,0,0.0,51,256,125,0,1,1,5,0,47,0,Matches
Guilherme,br BRA,"DF,MF",21-283,2.4,155,5,34,73,49,2,155,1,1,100.0,0,0.0,74,432,262,4,6,0,4,3,81,9,Matches
Ignacio Laquintana,uy URU,FW,24-296,2.0,99,0,10,30,61,6,99,5,3,60.0,2,40.0,63,306,166,6,7,1,11,0,70,23,Matches
Talisson,br BRA,FW,21-187,1.7,72,2,14,15,45,9,72,13,5,38.5,8,61.5,46,300,208,9,4,3,5,3,48,11,Matches
Raul,br BRA,"MF,DF",27-136,1.2,70,6,17,40,13,0,70,2,0,0.0,2,100.0,42,178,58,1,0,0,2,2,44,1,Matches
Yani Quintero,co COL,MF,21-280,1.1,64,3,16,37,12,0,64,1,1,100.0,0,0.0,28,158,88,1,2,0,1,0,38,0,Matches
Cipriano,br BRA,DF,21-016,0.8,44,12,29,15,0,0,44,0,0,,0,,22,89,22,0,0,0,0,0,24,0,Matches
Nathan Camargo,br BRA,MF,18-122,0.1,6,0,3,0,3,0,6,0,0,,0,,3,7,4,0,0,0,0,0,2,0,Matches
Bruno Praxedes,br BRA,MF,21-289,0.1,6,0,0,3,3,0,6,0,0,,0,,4,29,2,0,0,0,1,0,4,0,Matches
Squad Total,,,25.1,34.0,20901,1763,5334,9424,6375,768,20898,782,390,49.9,322,41.2,11647,62473,32205,623,548,148,595,345,12701,1519,
Opponent Total,,,28.3,34.0,17650,2505,7170,7087,3610,600,17643,696,364,52.3,262,37.6,8675,47328,24288,471,305,149,601,320,9335,899,
