Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Juninho Capixaba,br BRA,DF,26-141,29.2,1893,1549,339,76,3,22,85,256,6,4,1,0,1454,5,53,Matches
Cleiton Schwengber,br BRA,GK,26-097,29.0,907,612,291,74,0,8,0,0,0,0,0,0,605,4,0,Matches
Lucas Evangelista,br BRA,MF,28-202,27.4,1417,1262,154,42,6,8,164,0,110,54,36,0,1077,1,24,Matches
Matheus Fernandes,br BRA,MF,25-147,24.8,1185,1151,32,22,4,4,10,7,0,0,0,0,976,2,26,Matches
Eduardo Sasha,br BRA,"FW,MF",31-273,22.4,636,597,37,0,3,3,10,1,0,0,0,0,463,2,20,Matches
Vitinho,br BRA,"FW,MF",24-237,20.9,787,714,70,13,1,3,78,18,32,19,0,0,593,3,31,Matches
Jadsom,br BRA,MF,22-188,18.7,953,896,54,18,2,13,19,36,0,0,0,0,752,3,23,Matches
Aderlan Silva,br BRA,DF,33-098,15.8,1021,811,207,20,1,7,57,186,0,0,0,0,792,3,23,Matches
Helinho,br BRA,"FW,MF",23-213,12.7,617,541,74,16,6,11,85,7,51,33,3,1,426,2,30,Matches
Leonardo Realpe,ec ECU,DF,22-271,15.6,647,615,32,29,2,4,1,3,0,0,0,0,502,0,3,Matches
Leo Ortiz,br BRA,DF,27-325,14.8,857,797,59,52,4,10,4,4,0,0,0,0,711,1,2,Matches
Eric Ramires,br BRA,MF,23-106,13.6,601,589,12,5,0,6,16,7,0,0,0,0,500,0,15,Matches
José Hurtado,ec ECU,DF,21-336,14.8,803,606,195,11,1,0,62,184,0,0,0,0,597,2,15,Matches
Luan Patrick,br BRA,DF,21-308,12.4,612,583,26,26,0,10,1,0,0,0,0,0,516,3,3,Matches
Eduardo Santos,br BRA,DF,25-361,11.3,534,497,36,34,0,2,1,1,0,0,0,0,441,1,5,Matches
Natan,br BRA,DF,22-291,9.3,393,365,28,26,0,8,2,2,0,0,0,0,306,0,2,Matches
Thiago Borbas,uy URU,FW,21-231,13.5,301,295,6,1,1,0,11,1,0,0,0,0,202,0,7,Matches
Marcos Vinicios Sorriso,br BRA,FW,22-274,9.9,429,370,55,16,0,1,93,5,33,19,13,0,274,4,27,Matches
Luan Cândido,br BRA,"DF,MF",22-295,9.0,442,374,67,9,0,3,13,58,0,0,0,0,339,1,11,Matches
Bruno,br BRA,"FW,MF",20-255,7.1,268,253,13,3,1,0,16,0,10,4,1,1,208,2,7,Matches
Henery Mosquera,co COL,"FW,MF",22-009,9.5,294,289,4,0,1,2,26,1,2,0,0,0,215,1,9,Matches
Lucão,br BRA,GK,22-271,5.0,151,99,51,7,0,0,0,0,0,0,0,0,113,1,0,Matches
Gustavinho,br BRA,"MF,FW",19-215,6.2,242,232,9,2,1,1,9,1,0,0,0,0,182,1,6,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,4.6,237,227,9,2,1,2,8,3,4,1,0,0,186,1,4,Matches
Alerrandro,br BRA,FW,23-316,3.8,58,53,4,0,0,0,1,1,0,0,0,0,44,1,1,Matches
Lucão,br BRA,DF,25-244,2.2,75,69,6,4,0,1,0,2,0,0,0,0,61,0,1,Matches
Guilherme,br BRA,"DF,MF",21-283,2.4,127,102,25,4,0,1,10,21,0,0,0,0,88,0,4,Matches
Ignacio Laquintana,uy URU,FW,24-296,2.0,73,72,1,1,0,1,6,0,0,0,0,0,44,0,4,Matches
Talisson,br BRA,FW,21-187,1.7,33,31,0,0,0,0,3,0,0,0,0,0,19,2,3,Matches
Raul,br BRA,"MF,DF",27-136,1.2,53,53,0,0,0,0,0,0,0,0,0,0,50,0,1,Matches
Yani Quintero,co COL,MF,21-280,1.1,53,53,0,0,0,0,0,0,0,0,0,0,44,0,1,Matches
Cipriano,br BRA,DF,21-016,0.8,29,28,1,1,0,0,0,0,0,0,0,0,26,0,0,Matches
Nathan Camargo,br BRA,MF,18-122,0.1,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0,Matches
Bruno Praxedes,br BRA,MF,21-289,0.1,4,4,0,0,1,1,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,25.1,34.0,16738,14794,1898,515,39,132,791,805,248,134,54,2,12814,46,361,
Opponent Total,,,28.3,34.0,13415,11309,2010,573,46,128,501,820,178,57,86,1,9456,96,333,
