Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-06,20:00,Sudamericana,Group stage,Thu,Away,W,4,1,py Tacuary,,,74.0,,Aderlan Silva,4-2-3-1,Mathias de Armas,Match Report,
2023-04-15,18:30,Série A,Matchweek 1,Sat,Home,W,2,1,Bahia,2.0,0.7,55.0,3368.0,Aderlan Silva,4-2-3-1,Maguielson Lima Barbosa,Match Report,
2023-04-18,19:00,Sudamericana,Group stage,Tue,Home,W,5,0,bo Oriente Petrolero,,,71.0,,Aderlan Silva,4-3-3,Francisco Gilabert,Match Report,
2023-04-22,17:30,Série A,Matchweek 2,Sat,Away,D,1,1,Cuiabá,0.9,1.2,66.0,9267.0,Aderlan Silva,4-3-3,Caio Max Augusto Vieira,Match Report,
2023-04-29,18:30,Série A,Matchweek 3,Sat,Home,L,0,3,Cruzeiro,1.5,2.0,46.0,4829.0,Aderlan Silva,4-2-3-1,Braulio da Silva Machado,Match Report,
2023-05-02,21:00,Sudamericana,Group stage,Tue,Home,D,0,0,ar Estudiantes,,,55.0,3236.0,Cleiton Schwengber,4-2-3-1,Carlos Ortega,Match Report,
2023-05-07,18:30,Série A,Matchweek 4,Sun,Away,D,3,3,Grêmio,1.8,1.7,58.0,23760.0,Juninho Capixaba,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,
2023-05-10,19:00,Série A,Matchweek 5,Wed,Home,D,2,2,América (MG),1.7,2.0,62.0,2909.0,Cleiton Schwengber,4-3-3,Rafael Rodrigo Klein,Match Report,
2023-05-13,18:30,Série A,Matchweek 6,Sat,Away,D,1,1,Palmeiras,1.0,1.6,42.0,39488.0,Cleiton Schwengber,4-3-3,Savio Pereira,Match Report,
2023-05-20,18:30,Série A,Matchweek 7,Sat,Home,W,2,0,Ath Paranaense,1.7,1.1,60.0,3769.0,Cleiton Schwengber,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2023-05-25,20:00,Sudamericana,Group stage,Thu,Away,W,4,0,bo Oriente Petrolero,,,60.0,,Cleiton Schwengber,4-4-2,Bismark Santiago,Match Report,
2023-05-28,18:30,Série A,Matchweek 8,Sun,Home,W,2,0,Santos,1.5,0.3,59.0,5988.0,Cleiton Schwengber,4-3-3,Anderson Daronco,Match Report,
2023-06-04,16:00,Série A,Matchweek 9,Sun,Away,L,1,2,Fluminense,0.6,1.1,49.0,27228.0,Cleiton Schwengber,4-3-3,Rodrigo José Pereira de Lima,Match Report,
2023-06-07,21:00,Sudamericana,Group stage,Wed,Away,D,1,1,ar Estudiantes,,,43.0,,Cleiton Schwengber,3-5-2,Kevin Ortega,Match Report,
2023-06-10,18:30,Série A,Matchweek 10,Sat,Away,D,1,1,Atlético Mineiro,0.5,1.7,39.0,28786.0,Cleiton Schwengber,4-3-3,Rafael Rodrigo Klein,Match Report,
2023-06-22,21:30,Série A,Matchweek 11,Thu,Home,W,4,0,Flamengo,3.3,0.8,59.0,10103.0,Lucas Evangelista,3-2-4-1,Anderson Daronco,Match Report,
2023-06-25,18:30,Série A,Matchweek 12,Sun,Home,W,2,0,Goiás,1.7,0.2,59.0,3798.0,Cleiton Schwengber,3-2-4-1,Bruno Mota Correia,Match Report,
2023-06-28,19:00,Sudamericana,Group stage,Wed,Home,W,7,1,py Tacuary,,,79.0,4115.0,Cleiton Schwengber,4-1-4-1,Fernando Vejar,Match Report,
2023-07-02,11:00,Série A,Matchweek 13,Sun,Away,W,1,0,Corinthians,0.9,0.6,58.0,42404.0,Cleiton Schwengber,4-1-2-1-2◆,Edina Alves Batista,Match Report,
2023-07-09,16:00,Série A,Matchweek 14,Sun,Home,D,0,0,São Paulo,1.6,0.5,58.0,,Cleiton Schwengber,4-3-3,Raphael Claus,Match Report,
2023-07-15,21:00,Série A,Matchweek 15,Sat,Away,L,0,2,Botafogo (RJ),1.4,1.0,62.0,37036.0,Cleiton Schwengber,4-2-2-2,Anderson Daronco,Match Report,
2023-07-23,16:00,Série A,Matchweek 16,Sun,Home,D,0,0,Internacional,1.0,0.9,54.0,,Cleiton Schwengber,4-3-3,Maguielson Lima Barbosa,Match Report,
2023-07-29,18:30,Série A,Matchweek 17,Sat,Away,W,3,0,Fortaleza,2.1,1.0,53.0,,Leo Ortiz,3-5-2,André Luiz Skettino Policarpo Bento,Match Report,
2023-08-03,21:00,Sudamericana,Round of 16,Thu,Away,D,1,1,br América (MG),,,65.0,2546.0,Leo Ortiz,3-5-2,Gery Vargas,Match Report,Leg 1 of 2
2023-08-06,18:30,Série A,Matchweek 18,Sun,Away,W,1,0,Coritiba,1.0,0.5,50.0,,Cleiton Schwengber,4-3-3,Yuri Elino Ferreira da Cruz,Match Report,
2023-08-10,21:00,Sudamericana,Round of 16,Thu,Home,D,3 (3),3 (4),br América (MG),,,52.0,,Leo Ortiz,4-3-3,John J. Ospina,Match Report,Leg 2 of 2; América (MG) won; América (MG) won on penalty kicks following extra time
2023-08-14,21:00,Série A,Matchweek 19,Mon,Home,D,1,1,Vasco da Gama,1.6,1.5,64.0,5553.0,Leo Ortiz,4-3-3,Anderson Daronco,Match Report,
2023-08-20,16:00,Série A,Matchweek 20,Sun,Away,L,0,4,Bahia,0.7,1.8,53.0,,Leo Ortiz,4-2-3-1,Arthur Gomes Rabelo,Match Report,
2023-08-27,11:00,Série A,Matchweek 21,Sun,Home,W,2,0,Cuiabá,1.5,0.5,63.0,3683.0,Leo Ortiz,4-2-3-1,Bruno Mota Correia,Match Report,
2023-09-03,18:30,Série A,Matchweek 22,Sun,Away,D,0,0,Cruzeiro,1.2,1.2,50.0,,Leo Ortiz,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-09-14,21:30,Série A,Matchweek 23,Thu,Home,W,2,0,Grêmio,1.3,1.3,58.0,5088.0,Leo Ortiz,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,
2023-09-19,21:30,Série A,Matchweek 24,Tue,Away,W,2,0,América (MG),1.8,1.2,63.0,,Cleiton Schwengber,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2023-10-01,18:30,Série A,Matchweek 25,Sun,Home,W,2,1,Palmeiras,2.9,1.5,66.0,,Leo Ortiz,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-10-08,18:30,Série A,Matchweek 26,Sun,Away,D,1,1,Ath Paranaense,0.6,1.7,56.0,,Leo Ortiz,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,
2023-10-19,20:00,Série A,Matchweek 27,Thu,Away,W,3,1,Santos,2.4,1.8,61.0,12850.0,Leo Ortiz,4-3-3,Raphael Claus,Match Report,
2023-10-22,18:30,Série A,Matchweek 28,Sun,Home,W,1,0,Fluminense,2.2,0.5,42.0,,Leo Ortiz,4-2-3-1,Wilton Pereira Sampaio,Match Report,
2023-10-25,19:00,Série A,Matchweek 29,Wed,Home,L,1,2,Atlético Mineiro,1.9,1.4,58.0,5494.0,Leo Ortiz,4-3-3,Marcelo de Lima Henrique,Match Report,
2023-11-02,18:00,Série A,Matchweek 31,Thu,Away,W,2,0,Goiás,3.1,1.4,57.0,,Leo Ortiz,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-11-05,16:00,Série A,Matchweek 32,Sun,Home,W,1,0,Corinthians,1.1,0.3,54.0,,Leo Ortiz,4-2-3-1,Raphael Claus,Match Report,
2023-11-08,20:00,Série A,Matchweek 33,Wed,Away,L,0,1,São Paulo,0.5,2.0,43.0,,Leo Ortiz,4-2-3-1,Flavio de Souza,Match Report,
2023-11-12,16:00,Série A,Matchweek 34,Sun,Home,D,2,2,Botafogo (RJ),2.9,0.8,65.0,,Leo Ortiz,4-2-3-1,Anderson Daronco,Match Report,
2023-11-23,21:30,Série A,Matchweek 30,Thu,Away,L,0,1,Flamengo,1.2,1.1,47.0,,Leo Ortiz,4-2-3-1,Braulio Machado,Match Report,
2023-11-26,18:30,Série A,Matchweek 35,Sun,Away,,,,Internacional,,,,,,,,Head-to-Head,
2023-11-30,20:30,Série A,Matchweek 36,Thu,Home,,,,Fortaleza,,,,,,,,Head-to-Head,
2023-12-02,,Série A,Matchweek 37,Sat,Home,,,,Coritiba,,,,,,,,Head-to-Head,
2023-12-06,,Série A,Matchweek 38,Wed,Away,,,,Vasco da Gama,,,,,,,,Head-to-Head,
