Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Juninho Capixaba,br BRA,DF,26-141,31,30,2624.0,29.2,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,2.1,2.1,4.2,6.3,61.0,208.0,114.0,0.07,0.03,0.1,0.07,0.1,0.07,0.14,0.22,0.07,0.22,Matches
Cleiton Schwengber,br BRA,GK,26-097,29,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Evangelista,br BRA,MF,28-202,30,29,2470.0,27.4,1.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,3.5,3.5,6.7,10.3,29.0,150.0,135.0,0.04,0.22,0.26,0.04,0.26,0.13,0.25,0.37,0.13,0.37,Matches
Matheus Fernandes,br BRA,MF,25-147,31,29,2236.0,24.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,1.5,2.3,41.0,132.0,45.0,0.04,0.12,0.16,0.04,0.16,0.03,0.06,0.09,0.03,0.09,Matches
Eduardo Sasha,br BRA,"FW,MF",31-273,29,28,2016.0,22.4,10.0,2.0,12.0,7.0,3.0,3.0,2.0,0.0,10.8,8.4,3.4,11.8,20.0,74.0,135.0,0.45,0.09,0.54,0.31,0.4,0.48,0.15,0.63,0.38,0.53,Matches
Vitinho,br BRA,"FW,MF",24-237,29,22,1880.0,20.9,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,3.6,3.6,2.9,6.5,72.0,59.0,218.0,0.1,0.1,0.19,0.1,0.19,0.17,0.14,0.31,0.17,0.31,Matches
Jadsom,br BRA,MF,22-188,28,20,1681.0,18.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,0.8,2.0,14.0,115.0,42.0,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.11,0.06,0.11,Matches
Aderlan Silva,br BRA,DF,33-098,22,17,1421.0,15.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,1.2,1.6,23.0,84.0,41.0,0.0,0.13,0.13,0.0,0.13,0.02,0.08,0.1,0.02,0.1,Matches
Helinho,br BRA,"FW,MF",23-213,20,17,1146.0,12.7,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,2.7,2.7,3.5,6.3,41.0,61.0,120.0,0.24,0.16,0.39,0.24,0.39,0.21,0.28,0.49,0.21,0.49,Matches
Leonardo Realpe,ec ECU,DF,22-271,17,16,1407.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Leo Ortiz,br BRA,DF,27-325,17,16,1333.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.5,1.5,23.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches
Eric Ramires,br BRA,MF,23-106,20,14,1224.0,13.6,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,1.1,3.3,19.0,70.0,43.0,0.22,0.15,0.37,0.22,0.37,0.16,0.08,0.24,0.16,0.24,Matches
José Hurtado,ec ECU,DF,21-336,21,13,1336.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,40.0,64.0,49.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches
Luan Patrick,br BRA,DF,21-308,14,12,1113.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.2,1.7,6.0,42.0,1.0,0.0,0.08,0.08,0.0,0.08,0.05,0.09,0.14,0.05,0.14,Matches
