Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Juninho Capixaba,br BRA,DF,26-141,29.2,2,40,17,42.5,1.37,0.58,0.05,0.12,21.5,2,0,0,2.1,2.1,0.05,-0.1,-0.1,Matches
Cleiton Schwengber,br BRA,GK,26-097,29.0,0,1,0,0.0,0.03,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Lucas Evangelista,br BRA,MF,28-202,27.4,1,62,12,19.4,2.26,0.44,0.02,0.08,21.4,4,0,0,3.5,3.5,0.06,-2.5,-2.5,Matches
Matheus Fernandes,br BRA,MF,25-147,24.8,1,24,6,25.0,0.97,0.24,0.04,0.17,28.0,0,0,0,0.8,0.8,0.03,0.2,0.2,Matches
Eduardo Sasha,br BRA,"FW,MF",31-273,22.4,10,59,21,35.6,2.63,0.94,0.12,0.33,16.2,0,3,3,10.8,8.4,0.14,-0.8,-1.4,Matches
Vitinho,br BRA,"FW,MF",24-237,20.9,2,62,18,29.0,2.97,0.86,0.03,0.11,18.4,0,0,0,3.6,3.6,0.06,-1.6,-1.6,Matches
Jadsom,br BRA,MF,22-188,18.7,1,21,5,23.8,1.12,0.27,0.05,0.2,27.7,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Aderlan Silva,br BRA,DF,33-098,15.8,0,12,1,8.3,0.76,0.06,0.0,0.0,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Helinho,br BRA,"FW,MF",23-213,12.7,3,34,13,38.2,2.67,1.02,0.09,0.23,23.6,5,0,0,2.7,2.7,0.08,0.3,0.3,Matches
Leonardo Realpe,ec ECU,DF,22-271,15.6,0,4,0,0.0,0.26,0.0,0.0,,9.9,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
Leo Ortiz,br BRA,DF,27-325,14.8,0,11,4,36.4,0.74,0.27,0.0,0.0,12.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Eric Ramires,br BRA,MF,23-106,13.6,3,16,7,43.8,1.18,0.51,0.19,0.43,17.5,0,0,0,2.2,2.2,0.14,0.8,0.8,Matches
José Hurtado,ec ECU,DF,21-336,14.8,0,6,1,16.7,0.4,0.07,0.0,0.0,28.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Luan Patrick,br BRA,DF,21-308,12.4,0,4,1,25.0,0.32,0.08,0.0,0.0,7.6,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
Eduardo Santos,br BRA,DF,25-361,11.3,1,9,3,33.3,0.79,0.26,0.11,0.33,11.8,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches
