Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Juninho Capixaba,br BRA,DF,26-141,31,2624.0,85.0,85.8,29.2,30,86.0,23,1,45.0,0,1.71,40.0,23.0,17.0,0.58,0.79,45.9,31.3,14.6,0.5,0.61,Matches
Cleiton Schwengber,br BRA,GK,26-097,29,2610.0,90.0,85.3,29.0,29,90.0,29,0,,1,1.7,36.0,24.0,12.0,0.41,-0.39,43.4,32.5,10.9,0.38,-0.25,Matches
Lucas Evangelista,br BRA,MF,28-202,30,2470.0,82.0,80.7,27.4,29,84.0,22,1,45.0,0,1.83,42.0,19.0,23.0,0.84,1.91,44.9,29.3,15.6,0.57,0.81,Matches
Matheus Fernandes,br BRA,MF,25-147,31,2236.0,72.0,73.1,24.8,29,75.0,13,2,27.0,0,1.84,34.0,21.0,13.0,0.52,0.2,39.9,27.2,12.8,0.51,0.37,Matches
Eduardo Sasha,br BRA,"FW,MF",31-273,29,2016.0,70.0,65.9,22.4,28,71.0,7,1,28.0,0,1.76,31.0,18.0,13.0,0.58,0.32,34.1,24.9,9.2,0.41,-0.01,Matches
Vitinho,br BRA,"FW,MF",24-237,29,1880.0,65.0,61.4,20.9,22,74.0,9,7,36.0,0,1.76,28.0,16.0,12.0,0.57,0.27,30.2,22.6,7.6,0.36,-0.13,Matches
Jadsom,br BRA,MF,22-188,28,1681.0,60.0,54.9,18.7,20,72.0,8,8,30.0,0,1.71,23.0,21.0,2.0,0.11,-0.81,27.3,24.5,2.8,0.15,-0.59,Matches
Aderlan Silva,br BRA,DF,33-098,22,1421.0,65.0,46.4,15.8,17,75.0,11,5,28.0,9,1.77,22.0,13.0,9.0,0.57,0.19,22.5,20.5,2.1,0.13,-0.53,Matches
Helinho,br BRA,"FW,MF",23-213,20,1146.0,57.0,37.5,12.7,17,61.0,0,3,37.0,2,1.65,16.0,12.0,4.0,0.31,-0.25,18.6,15.0,3.6,0.28,-0.21,Matches
Leonardo Realpe,ec ECU,DF,22-271,17,1407.0,83.0,46.0,15.6,16,85.0,14,1,45.0,5,1.88,20.0,11.0,9.0,0.58,0.19,23.3,18.1,5.3,0.34,-0.14,Matches
Leo Ortiz,br BRA,DF,27-325,17,1333.0,78.0,43.6,14.8,16,82.0,13,1,16.0,2,1.71,19.0,12.0,7.0,0.47,0.0,25.3,17.8,7.5,0.51,0.17,Matches
Eric Ramires,br BRA,MF,23-106,20,1224.0,61.0,40.0,13.6,14,71.0,5,6,38.0,2,1.95,20.0,12.0,8.0,0.59,0.2,20.2,15.3,4.9,0.36,-0.09,Matches
José Hurtado,ec ECU,DF,21-336,21,1336.0,64.0,43.7,14.8,13,79.0,8,8,39.0,8,1.48,19.0,17.0,2.0,0.13,-0.6,24.4,15.9,8.5,0.57,0.28,Matches
Luan Patrick,br BRA,DF,21-308,14,1113.0,80.0,36.4,12.4,12,86.0,11,2,39.0,11,1.93,16.0,10.0,6.0,0.49,0.02,19.1,12.2,6.9,0.56,0.23,Matches
