Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Juninho Capixaba,br BRA,DF,26-141,29.2,1454,1893,76.8,26226,11276,636,730,87.1,632,794,79.6,161,257,62.6,1,4.2,3.6,-3.2,52,164,37,13,208,Matches
Cleiton Schwengber,br BRA,GK,26-097,29.0,605,907,66.7,17313,12693,106,106,100.0,255,261,97.7,226,518,43.6,0,0.0,0.1,0.0,0,23,0,0,1,Matches
Lucas Evangelista,br BRA,MF,28-202,27.4,1077,1417,76.0,16429,5330,620,719,86.2,317,402,78.9,92,193,47.7,6,6.7,7.1,-0.7,72,112,36,13,150,Matches
Matheus Fernandes,br BRA,MF,25-147,24.8,976,1185,82.4,16393,4628,486,548,88.7,377,444,84.9,91,126,72.2,3,1.5,1.7,1.5,29,135,19,1,132,Matches
Eduardo Sasha,br BRA,"FW,MF",31-273,22.4,463,636,72.8,6953,1410,254,314,80.9,145,194,74.7,36,57,63.2,2,3.4,2.4,-1.4,36,42,17,1,74,Matches
Vitinho,br BRA,"FW,MF",24-237,20.9,593,787,75.3,8896,2153,343,389,88.2,197,248,79.4,34,77,44.2,2,2.9,3.2,-0.9,26,31,28,8,59,Matches
Jadsom,br BRA,MF,22-188,18.7,752,953,78.9,13683,4542,330,376,87.8,328,384,85.4,85,142,59.9,0,0.8,0.9,-0.8,16,90,13,2,115,Matches
Aderlan Silva,br BRA,DF,33-098,15.8,792,1021,77.6,13487,5648,389,436,89.2,303,376,80.6,72,146,49.3,2,1.2,2.0,0.8,21,66,20,8,84,Matches
Helinho,br BRA,"FW,MF",23-213,12.7,426,617,69.0,6900,2053,238,278,85.6,132,185,71.4,45,99,45.5,2,3.5,3.5,-1.5,25,37,22,4,61,Matches
Leonardo Realpe,ec ECU,DF,22-271,15.6,502,647,77.6,10084,4114,146,171,85.4,295,335,88.1,55,126,43.7,0,0.1,0.1,-0.1,4,45,0,0,50,Matches
Leo Ortiz,br BRA,DF,27-325,14.8,711,857,83.0,15298,7398,219,244,89.8,361,407,88.7,124,186,66.7,0,0.5,0.9,-0.5,8,94,10,1,107,Matches
Eric Ramires,br BRA,MF,23-106,13.6,500,601,83.2,8066,2205,268,293,91.5,182,208,87.5,44,68,64.7,2,1.1,1.4,0.9,14,66,13,2,70,Matches
José Hurtado,ec ECU,DF,21-336,14.8,597,803,74.3,9590,4181,312,366,85.2,235,313,75.1,38,83,45.8,0,1.1,1.0,-1.1,14,47,15,9,64,Matches
Luan Patrick,br BRA,DF,21-308,12.4,516,612,84.3,10912,3927,146,162,90.1,285,310,91.9,82,129,63.6,1,1.2,0.8,-0.2,5,39,1,1,42,Matches
Eduardo Santos,br BRA,DF,25-361,11.3,441,534,82.6,8483,3161,148,164,90.2,237,266,89.1,48,84,57.1,0,0.0,0.1,0.0,1,29,2,0,38,Matches
Natan,br BRA,DF,22-291,9.3,306,393,77.9,6558,2465,81,96,84.4,178,207,86.0,45,83,54.2,0,0.0,0.1,0.0,0,26,0,0,34,Matches
Thiago Borbas,uy URU,FW,21-231,13.5,202,301,67.1,2249,443,144,181,79.6,35,60,58.3,4,15,26.7,2,1.0,1.1,1.0,14,11,11,0,22,Matches
Marcos Vinicios Sorriso,br BRA,FW,22-274,9.9,274,429,63.9,4050,1430,170,204,83.3,82,106,77.4,15,72,20.8,0,1.0,1.2,-1.0,14,26,8,2,33,Matches
Luan Cândido,br BRA,"DF,MF",22-295,9.0,339,442,76.7,5795,2156,159,190,83.7,158,196,80.6,19,37,51.4,1,1.2,0.8,-0.2,10,39,3,1,38,Matches
Bruno,br BRA,"FW,MF",20-255,7.1,208,268,77.6,3112,830,124,141,87.9,62,80,77.5,14,25,56.0,1,0.5,0.7,0.5,13,21,9,2,32,Matches
Henery Mosquera,co COL,"FW,MF",22-009,9.5,215,294,73.1,2855,658,146,169,86.4,52,79,65.8,8,18,44.4,2,2.5,2.7,-0.5,22,12,13,3,25,Matches
Lucão,br BRA,GK,22-271,5.0,113,151,74.8,2571,1564,37,37,100.0,51,53,96.2,23,58,39.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Gustavinho,br BRA,"MF,FW",19-215,6.2,182,242,75.2,2759,798,109,130,83.8,52,66,78.8,17,32,53.1,0,0.4,0.3,-0.4,4,29,6,1,33,Matches
Matheus Gonçalves,br BRA,"FW,MF",18-098,4.6,186,237,78.5,2602,667,111,125,88.8,55,72,76.4,9,21,42.9,1,0.8,0.7,0.2,11,14,11,2,20,Matches
Alerrandro,br BRA,FW,23-316,3.8,44,58,75.9,600,101,25,31,80.6,14,15,93.3,2,4,50.0,0,0.2,0.1,-0.2,2,1,0,0,8,Matches
Lucão,br BRA,DF,25-244,2.2,61,75,81.3,1342,417,14,18,77.8,36,37,97.3,11,17,64.7,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Guilherme,br BRA,"DF,MF",21-283,2.4,88,127,69.3,1374,671,49,57,86.0,33,50,66.0,5,12,41.7,0,0.0,0.1,0.0,1,7,3,1,11,Matches
Ignacio Laquintana,uy URU,FW,24-296,2.0,44,73,60.3,543,137,27,34,79.4,11,18,61.1,2,7,28.6,0,0.0,0.1,0.0,1,1,1,1,2,Matches
Talisson,br BRA,FW,21-187,1.7,19,33,57.6,185,77,17,23,73.9,1,1,100.0,0,4,0.0,0,0.0,0.0,0.0,0,3,1,0,5,Matches
Raul,br BRA,"MF,DF",27-136,1.2,50,53,94.3,803,260,19,20,95.0,26,27,96.3,2,2,100.0,0,0.0,0.0,0.0,1,4,0,0,6,Matches
Yani Quintero,co COL,MF,21-280,1.1,44,53,83.0,857,186,16,17,94.1,17,20,85.0,9,12,75.0,0,0.0,0.0,0.0,0,4,1,0,7,Matches
Cipriano,br BRA,DF,21-016,0.8,26,29,89.7,642,226,5,6,83.3,11,13,84.6,10,10,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Nathan Camargo,br BRA,MF,18-122,0.1,5,6,83.3,95,25,1,1,100.0,4,4,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,0,1,0,1,Matches
Bruno Praxedes,br BRA,MF,21-289,0.1,3,4,75.0,74,0,2,2,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,25.1,34.0,12814,16738,76.6,227779,87830,5897,6778,87.0,5159,6232,82.8,1429,2722,52.5,28,35.6,36.7,-7.6,417,1221,301,76,1533,
Opponent Total,,,28.3,34.0,9456,13415,70.5,179042,75685,4010,4871,82.3,3920,5015,78.2,1285,2605,49.3,17,26.3,22.4,-9.3,302,720,183,42,910,
