Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Alan Patrick,br BRA,"MF,FW",32-195,24.4,875,1128,77.6,14484,3943,420,494,85.0,362,441,82.1,68,130,52.3,5,4.9,5.6,0.1,63,97,46,7,148,Matches
Fabricio Bustos,ar ARG,DF,27-210,23.8,1178,1504,78.3,18662,6308,617,697,88.5,465,584,79.6,74,132,56.1,2,2.8,2.7,-0.8,21,77,21,10,93,Matches
Vitão,br BRA,DF,23-295,22.3,953,1093,87.2,18358,5749,267,295,90.5,602,646,93.2,73,125,58.4,0,0.5,0.7,-0.5,7,63,1,1,60,Matches
Wanderson,br BRA,"FW,MF",29-048,23.2,564,731,77.2,8184,2022,344,392,87.8,178,230,77.4,30,66,45.5,2,2.3,2.7,-0.3,29,29,31,10,61,Matches
Gabriel Mercado,ar ARG,DF,36-251,20.2,841,940,89.5,16032,6501,276,292,94.5,493,520,94.8,67,113,59.3,0,0.2,0.4,-0.2,4,49,1,1,37,Matches
Renê,br BRA,DF,31-071,21.4,1299,1611,80.6,24000,10546,555,615,90.2,560,672,83.3,166,250,66.4,1,1.8,2.3,-0.8,25,154,31,6,144,Matches
Johnny Cardoso,us USA,MF,22-065,16.0,621,720,86.3,9826,2512,320,360,88.9,252,284,88.7,38,49,77.6,2,0.9,0.8,1.1,14,64,6,2,64,Matches
Mauricio,br BRA,"FW,MF",22-186,15.8,465,583,79.8,6618,1541,274,311,88.1,159,197,80.7,18,36,50.0,3,2.1,2.2,0.9,23,41,16,2,52,Matches
Luiz Adriano,br BRA,FW,36-226,14.2,201,242,83.1,2543,405,123,140,87.9,57,65,87.7,6,7,85.7,1,1.3,1.6,-0.3,12,15,3,0,22,Matches
Carlos de Pena,uy URU,"MF,FW",31-258,15.3,548,718,76.3,9122,2494,275,316,87.0,213,268,79.5,45,90,50.0,0,0.9,1.6,-0.9,13,57,7,2,79,Matches
Sergio Rochet,uy URU,GK,30-246,15.0,321,444,72.3,8570,6353,57,57,100.0,169,171,98.8,94,212,44.3,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Pedro Henrique,br BRA,"FW,MF",33-161,13.4,245,345,71.0,4053,679,135,160,84.4,84,118,71.2,20,47,42.6,2,1.0,1.6,1.0,14,11,10,3,24,Matches
Enner Valencia,ec ECU,FW,34-020,13.3,167,230,72.6,2316,304,101,124,81.5,45,63,71.4,11,16,68.8,1,0.9,1.0,0.1,15,7,9,3,13,Matches
Charles Aránguiz,cl CHI,"MF,FW",34-221,11.2,643,757,84.9,9895,2727,349,395,88.4,245,273,89.7,29,41,70.7,1,1.2,0.7,-0.2,5,72,5,1,77,Matches
Nicolás Hernández,co COL,DF,25-310,14.2,675,775,87.1,12932,4341,236,250,94.4,378,408,92.6,56,101,55.4,2,1.0,1.0,1.0,2,52,3,1,65,Matches
Romulo,br BRA,"MF,DF",23-268,13.2,519,624,83.2,8490,1957,241,274,88.0,241,268,89.9,23,46,50.0,0,0.2,0.3,-0.2,3,42,6,1,37,Matches
Igor Gomes,br BRA,DF,22-263,12.6,665,840,79.2,11602,3675,311,342,90.9,297,352,84.4,51,108,47.2,0,0.3,0.5,-0.3,5,38,3,2,44,Matches
Keiller,br BRA,GK,27-026,10.0,178,254,70.1,4723,3425,35,35,100.0,87,88,98.9,54,129,41.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
John,br BRA,GK,27-284,9.0,156,221,70.6,3861,2695,48,48,100.0,69,70,98.6,38,100,38.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Gabriel,br BRA,MF,31-137,8.4,588,642,91.6,9683,2959,281,302,93.0,260,276,94.2,34,39,87.2,0,0.3,0.4,-0.3,6,60,4,2,37,Matches
Gustavo Campanharo,br BRA,MF,31-234,7.2,312,344,90.7,4708,961,160,176,90.9,128,137,93.4,12,15,80.0,0,0.0,0.1,0.0,2,27,1,0,32,Matches
Bruno Henrique,br BRA,MF,34-034,9.1,486,593,82.0,8565,2505,224,251,89.2,198,229,86.5,55,89,61.8,0,1.2,1.7,-1.2,21,61,10,1,61,Matches
Dalbert Henrique,br BRA,DF,30-077,5.5,246,328,75.0,4090,1453,113,130,86.9,112,138,81.2,13,33,39.4,0,0.2,0.2,-0.2,4,21,3,2,21,Matches
Matheus Dias,br BRA,"MF,FW",26-290,4.5,146,198,73.7,2208,520,81,107,75.7,43,57,75.4,12,15,80.0,0,0.1,0.2,-0.1,4,9,7,3,16,Matches
Rodrigo Moledo,br BRA,DF,36-028,5.3,274,298,91.9,4517,1680,121,124,97.6,143,150,95.3,9,19,47.4,0,0.1,0.1,-0.1,2,11,0,0,9,Matches
Lucca Holanda,br BRA,FW,20-236,5.4,78,113,69.0,944,80,54,64,84.4,18,32,56.3,1,2,50.0,1,0.1,0.1,0.9,3,0,1,0,2,Matches
Alexandre Alemão,br BRA,FW,25-237,3.8,56,73,76.7,770,173,34,43,79.1,13,18,72.2,5,5,100.0,0,0.1,0.2,-0.1,4,4,2,0,7,Matches
Thauan Lara,br BRA,"DF,MF",19-306,3.6,163,217,75.1,2656,1095,87,98,88.8,61,78,78.2,12,24,50.0,0,0.2,0.3,-0.2,5,16,4,4,17,Matches
Hugo Mallo,es ESP,DF,32-155,3.6,218,260,83.8,3834,1222,88,99,88.9,114,134,85.1,14,24,58.3,0,0.1,0.1,-0.1,1,11,1,0,17,Matches
Gabriel Baralhas,br BRA,MF,25-045,2.6,118,143,82.5,1881,527,55,65,84.6,55,59,93.2,4,10,40.0,0,0.1,0.1,-0.1,1,10,0,0,13,Matches
