Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Alan Patrick,br BRA,"MF,FW",32-195,24.4,22,8,8,10,4,14,40,35.0,26,20,2,18,8,30,6,0,Matches
Fabricio Bustos,ar ARG,DF,27-210,23.8,60,42,32,17,11,36,51,70.6,15,31,9,22,14,74,55,0,Matches
Vitão,br BRA,DF,23-295,22.3,15,13,9,6,0,8,22,36.4,14,26,16,10,15,30,103,0,Matches
Wanderson,br BRA,"FW,MF",29-048,23.2,32,22,11,12,9,14,37,37.8,23,17,2,15,14,46,12,0,Matches
Gabriel Mercado,ar ARG,DF,36-251,20.2,31,17,22,8,1,17,32,53.1,15,20,11,9,20,51,73,0,Matches
Renê,br BRA,DF,31-071,21.4,47,28,24,22,1,27,47,57.4,20,24,4,20,34,81,77,0,Matches
Johnny Cardoso,us USA,MF,22-065,16.0,34,20,14,14,6,18,26,69.2,8,26,11,15,27,61,37,1,Matches
Mauricio,br BRA,"FW,MF",22-186,15.8,17,10,5,10,2,10,28,35.7,18,10,2,8,8,25,8,0,Matches
Luiz Adriano,br BRA,FW,36-226,14.2,12,7,0,6,6,2,7,28.6,5,9,2,7,9,21,15,0,Matches
Carlos de Pena,uy URU,"MF,FW",31-258,15.3,24,13,5,15,4,11,34,32.4,23,13,2,11,21,45,18,0,Matches
Sergio Rochet,uy URU,GK,30-246,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,5,Matches
Pedro Henrique,br BRA,"FW,MF",33-161,13.4,25,19,13,6,6,8,15,53.3,7,11,0,11,5,30,8,0,Matches
Enner Valencia,ec ECU,FW,34-020,13.3,3,3,0,3,0,0,4,0.0,4,7,2,5,2,5,9,0,Matches
Charles Aránguiz,cl CHI,"MF,FW",34-221,11.2,26,14,11,10,5,14,28,50.0,14,11,1,10,7,33,6,0,Matches
Nicolás Hernández,co COL,DF,25-310,14.2,15,5,11,3,1,12,17,70.6,5,18,7,11,8,23,65,2,Matches
Romulo,br BRA,"MF,DF",23-268,13.2,25,17,7,13,5,14,23,60.9,9,18,4,14,17,42,30,0,Matches
Igor Gomes,br BRA,DF,22-263,12.6,28,20,20,8,0,20,38,52.6,18,15,5,10,11,39,49,0,Matches
Keiller,br BRA,GK,27-026,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,Matches
John,br BRA,GK,27-284,9.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,Matches
Gabriel,br BRA,MF,31-137,8.4,18,13,9,8,1,11,28,39.3,17,11,3,8,12,30,7,0,Matches
Gustavo Campanharo,br BRA,MF,31-234,7.2,24,14,10,10,4,10,28,35.7,18,9,1,8,12,36,13,0,Matches
Bruno Henrique,br BRA,MF,34-034,9.1,13,6,2,10,1,5,18,27.8,13,8,0,8,3,16,8,0,Matches
Dalbert Henrique,br BRA,DF,30-077,5.5,18,12,10,5,3,13,15,86.7,2,5,0,5,6,24,8,0,Matches
Matheus Dias,br BRA,"MF,FW",26-290,4.5,17,8,10,6,1,11,19,57.9,8,10,0,10,7,24,8,0,Matches
Rodrigo Moledo,br BRA,DF,36-028,5.3,2,2,1,1,0,0,3,0.0,3,10,8,2,3,5,35,0,Matches
Lucca Holanda,br BRA,FW,20-236,5.4,9,4,1,4,4,4,13,30.8,9,5,2,3,4,13,2,0,Matches
Alexandre Alemão,br BRA,FW,25-237,3.8,5,5,1,3,1,1,5,20.0,4,5,1,4,1,6,2,0,Matches
Thauan Lara,br BRA,"DF,MF",19-306,3.6,6,5,4,1,1,3,8,37.5,5,4,2,2,4,10,7,0,Matches
Hugo Mallo,es ESP,DF,32-155,3.6,7,3,7,0,0,4,8,50.0,4,8,3,5,6,13,10,0,Matches
Gabriel Baralhas,br BRA,MF,25-045,2.6,7,5,3,4,0,5,8,62.5,3,4,1,3,5,12,2,0,Matches
Jean Dias,br BRA,"FW,MF",33-033,3.6,1,1,1,0,0,1,6,16.7,5,2,0,2,2,3,3,0,Matches
Gabriel Barros,br BRA,"MF,FW",22-030,1.2,1,0,1,0,0,0,0,,0,0,0,0,2,3,1,0,Matches
João Dalla Corte,br BRA,DF,17-170,0.2,1,0,0,0,1,0,0,,0,0,0,0,1,2,0,0,Matches
Estevão,br BRA,MF,21-294,0.1,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
Lucas Ramos,br BRA,FW,22-325,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,29.3,34.0,547,337,254,215,78,295,612,48.2,317,357,101,256,289,836,689,9,
Opponent Total,,,28.5,34.0,514,313,226,236,52,253,587,43.1,334,381,106,275,286,800,599,5,
