Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Alan Patrick,br BRA,"MF,FW",32-195,24.4,6,0,0,28,53,4,98,8,8,0,0,0,107,5,27,15.6,Matches
Fabricio Bustos,ar ARG,DF,27-210,23.8,4,0,0,30,23,0,51,14,42,0,0,0,122,16,33,32.7,Matches
Vitão,br BRA,DF,23-295,22.3,5,1,0,14,7,0,2,15,13,0,0,0,94,41,33,55.4,Matches
Wanderson,br BRA,"FW,MF",29-048,23.2,3,0,0,20,24,1,70,14,22,0,0,0,120,6,19,24.0,Matches
Gabriel Mercado,ar ARG,DF,36-251,20.2,12,1,1,31,9,0,1,20,17,0,1,0,84,34,32,51.5,Matches
Renê,br BRA,DF,31-071,21.4,4,0,0,19,31,1,29,34,28,0,0,0,173,31,28,52.5,Matches
Johnny Cardoso,us USA,MF,22-065,16.0,6,0,0,23,24,2,4,27,20,0,1,0,82,23,23,50.0,Matches
Mauricio,br BRA,"FW,MF",22-186,15.8,3,0,0,13,27,4,23,8,10,1,0,0,80,10,11,47.6,Matches
Luiz Adriano,br BRA,FW,36-226,14.2,0,1,0,11,19,3,0,9,7,0,0,0,27,21,32,39.6,Matches
Carlos de Pena,uy URU,"MF,FW",31-258,15.3,6,1,1,21,14,0,55,21,13,0,1,0,78,17,12,58.6,Matches
Sergio Rochet,uy URU,GK,30-246,15.0,4,0,0,0,7,0,0,0,0,0,0,0,11,5,0,100.0,Matches
Pedro Henrique,br BRA,"FW,MF",33-161,13.4,2,0,0,38,19,16,44,5,19,1,0,0,42,26,31,45.6,Matches
Enner Valencia,ec ECU,FW,34-020,13.3,4,0,0,20,28,21,18,2,3,0,0,0,22,19,47,28.8,Matches
Charles Aránguiz,cl CHI,"MF,FW",34-221,11.2,3,0,0,19,15,0,7,7,14,0,0,0,62,13,3,81.3,Matches
Nicolás Hernández,co COL,DF,25-310,14.2,6,0,0,14,7,0,5,8,5,1,0,1,68,14,22,38.9,Matches
Romulo,br BRA,"MF,DF",23-268,13.2,1,0,0,17,26,1,10,17,17,0,0,0,57,22,16,57.9,Matches
Igor Gomes,br BRA,DF,22-263,12.6,3,0,0,11,12,0,27,11,20,0,1,0,87,17,16,51.5,Matches
Keiller,br BRA,GK,27-026,10.0,2,0,0,1,2,0,0,0,0,0,1,0,4,4,0,100.0,Matches
John,br BRA,GK,27-284,9.0,1,0,0,0,3,0,0,1,0,0,0,0,8,5,1,83.3,Matches
Gabriel,br BRA,MF,31-137,8.4,2,0,0,12,6,0,2,12,13,0,0,0,49,7,9,43.8,Matches
Gustavo Campanharo,br BRA,MF,31-234,7.2,5,0,0,21,9,0,2,12,14,0,0,0,41,7,7,50.0,Matches
Bruno Henrique,br BRA,MF,34-034,9.1,3,0,0,24,19,0,32,3,6,0,0,0,51,9,13,40.9,Matches
Dalbert Henrique,br BRA,DF,30-077,5.5,0,0,0,12,7,0,14,6,12,0,1,0,35,8,4,66.7,Matches
Matheus Dias,br BRA,"MF,FW",26-290,4.5,5,0,0,16,4,0,10,7,8,0,0,0,24,14,7,66.7,Matches
Rodrigo Moledo,br BRA,DF,36-028,5.3,3,0,0,2,3,1,1,3,2,0,0,0,13,7,8,46.7,Matches
Lucca Holanda,br BRA,FW,20-236,5.4,2,1,0,10,13,0,6,4,4,0,0,0,16,7,28,20.0,Matches
Alexandre Alemão,br BRA,FW,25-237,3.8,2,0,0,12,14,1,2,1,5,0,0,0,17,6,18,25.0,Matches
Thauan Lara,br BRA,"DF,MF",19-306,3.6,1,0,0,5,12,0,21,4,5,0,0,0,19,4,2,66.7,Matches
Hugo Mallo,es ESP,DF,32-155,3.6,1,1,0,5,5,0,6,6,3,0,0,0,16,7,7,50.0,Matches
Gabriel Baralhas,br BRA,MF,25-045,2.6,0,0,0,5,3,0,1,5,5,0,0,0,20,2,2,50.0,Matches
Jean Dias,br BRA,"FW,MF",33-033,3.6,1,0,0,6,12,1,22,2,1,0,0,0,16,2,10,16.7,Matches
Gabriel Barros,br BRA,"MF,FW",22-030,1.2,1,0,0,2,0,0,3,2,0,0,0,0,8,0,1,0.0,Matches
João Dalla Corte,br BRA,DF,17-170,0.2,0,0,0,2,0,0,3,1,0,0,1,0,1,0,0,,Matches
Estevão,br BRA,MF,21-294,0.1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,Matches
Lucas Ramos,br BRA,FW,22-325,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,29.3,34.0,101,6,2,465,458,56,569,289,337,3,7,1,1654,409,502,44.9,
Opponent Total,,,28.5,34.0,87,7,6,486,436,51,687,286,313,6,3,1,1716,501,408,55.1,
