Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Alan Patrick,br BRA,"MF,FW",32-195,31,2200.0,71.0,71.9,24.4,25,82.0,15,6,23.0,1,1.29,33.0,31.0,2.0,0.08,0.81,28.5,32.4,-3.8,-0.16,0.13,Matches
Fabricio Bustos,ar ARG,DF,27-210,25,2139.0,86.0,69.9,23.8,24,87.0,20,1,45.0,4,1.24,28.0,28.0,0.0,0.0,0.49,27.7,29.8,-2.1,-0.09,0.35,Matches
Vitão,br BRA,DF,23-295,25,2010.0,80.0,65.7,22.3,24,83.0,19,1,30.0,2,1.24,26.0,29.0,-3.0,-0.13,0.04,24.2,29.0,-4.8,-0.22,-0.07,Matches
Wanderson,br BRA,"FW,MF",29-048,29,2091.0,72.0,68.3,23.2,23,81.0,8,6,36.0,2,1.24,29.0,25.0,4.0,0.17,1.01,26.7,26.6,0.1,0.0,0.62,Matches
Gabriel Mercado,ar ARG,DF,36-251,22,1820.0,83.0,59.5,20.2,21,85.0,18,1,45.0,3,1.36,22.0,23.0,-1.0,-0.05,0.24,22.6,25.3,-2.7,-0.13,0.15,Matches
Renê,br BRA,DF,31-071,24,1924.0,80.0,62.9,21.4,20,88.0,19,4,42.0,2,1.54,28.0,20.0,8.0,0.37,1.4,24.9,25.9,-1.0,-0.05,0.39,Matches
Johnny Cardoso,us USA,MF,22-065,19,1437.0,76.0,47.0,16.0,18,79.0,8,1,18.0,1,1.7,25.0,18.0,7.0,0.44,1.1,20.7,18.9,1.8,0.11,0.58,Matches
Mauricio,br BRA,"FW,MF",22-186,22,1424.0,65.0,46.5,15.8,18,72.0,3,4,32.0,1,1.18,22.0,22.0,0.0,0.0,0.28,17.2,21.4,-4.2,-0.26,-0.13,Matches
Luiz Adriano,br BRA,FW,36-226,26,1276.0,49.0,41.7,14.2,17,68.0,3,9,14.0,5,1.08,11.0,20.0,-9.0,-0.63,-0.84,12.9,18.1,-5.2,-0.37,-0.3,Matches
Carlos de Pena,uy URU,"MF,FW",31-258,24,1380.0,58.0,45.1,15.3,16,75.0,8,8,24.0,5,1.0,11.0,20.0,-9.0,-0.59,-0.8,14.2,20.0,-5.7,-0.37,-0.33,Matches
Sergio Rochet,uy URU,GK,30-246,15,1350.0,90.0,44.1,15.0,15,90.0,15,0,,0,1.13,23.0,23.0,0.0,0.0,0.26,19.6,17.7,1.9,0.13,0.57,Matches
Pedro Henrique,br BRA,"FW,MF",33-161,24,1205.0,50.0,39.4,13.4,14,75.0,3,10,16.0,1,1.33,13.0,19.0,-6.0,-0.45,-0.5,14.9,18.5,-3.7,-0.27,-0.13,Matches
Enner Valencia,ec ECU,FW,34-020,18,1194.0,66.0,39.0,13.3,14,80.0,6,4,18.0,1,1.06,20.0,19.0,1.0,0.08,0.36,16.4,15.4,1.0,0.07,0.44,Matches
Charles Aránguiz,cl CHI,"MF,FW",34-221,19,1008.0,53.0,32.9,11.2,13,65.0,0,6,28.0,1,1.05,18.0,13.0,5.0,0.45,0.89,15.4,10.3,5.0,0.45,0.96,Matches
Nicolás Hernández,co COL,DF,25-310,21,1278.0,61.0,41.8,14.2,12,85.0,10,9,29.0,9,1.19,17.0,19.0,-2.0,-0.14,0.01,15.5,19.0,-3.5,-0.25,-0.09,Matches
Romulo,br BRA,"MF,DF",23-268,19,1190.0,63.0,38.9,13.2,12,81.0,6,7,30.0,11,1.53,13.0,13.0,0.0,0.0,0.24,12.1,17.9,-5.8,-0.44,-0.41,Matches
Igor Gomes,br BRA,DF,22-263,20,1136.0,57.0,37.1,12.6,11,84.0,9,9,23.0,13,1.45,13.0,22.0,-9.0,-0.71,-0.9,13.3,18.4,-5.1,-0.4,-0.34,Matches
Keiller,br BRA,GK,27-026,10,900.0,90.0,29.4,10.0,10,90.0,10,0,,20,0.73,9.0,19.0,-10.0,-1.0,-1.21,8.4,15.5,-7.0,-0.7,-0.72,Matches
John,br BRA,GK,27-284,9,810.0,90.0,26.5,9.0,9,90.0,9,0,,8,2.0,9.0,5.0,4.0,0.44,0.8,9.3,10.7,-1.5,-0.16,0.04,Matches
Gabriel,br BRA,MF,31-137,13,754.0,58.0,24.6,8.4,9,78.0,6,4,13.0,6,1.08,3.0,13.0,-10.0,-1.19,-1.39,7.8,10.1,-2.3,-0.28,-0.11,Matches
Gustavo Campanharo,br BRA,MF,31-234,13,649.0,50.0,21.2,7.2,8,66.0,1,5,25.0,13,1.62,7.0,8.0,-1.0,-0.14,0.01,6.5,8.6,-2.2,-0.3,-0.13,Matches
Bruno Henrique,br BRA,MF,34-034,16,817.0,51.0,26.7,9.1,7,81.0,2,9,28.0,1,1.06,7.0,14.0,-7.0,-0.77,-0.85,9.1,12.8,-3.7,-0.4,-0.29,Matches
Dalbert Henrique,br BRA,DF,30-077,9,497.0,55.0,16.2,5.5,7,68.0,2,2,10.0,2,0.89,4.0,9.0,-5.0,-0.91,-0.91,5.2,6.8,-1.6,-0.29,-0.12,Matches
Matheus Dias,br BRA,"MF,FW",26-290,14,405.0,29.0,13.2,4.5,6,51.0,0,8,13.0,10,1.21,2.0,4.0,-2.0,-0.44,-0.34,4.2,4.2,0.0,0.0,0.22,Matches
Rodrigo Moledo,br BRA,DF,36-028,7,478.0,68.0,15.6,5.3,5,84.0,4,2,29.0,4,1.43,5.0,6.0,-1.0,-0.19,-0.05,5.6,7.7,-2.1,-0.4,-0.24,Matches
Lucca Holanda,br BRA,FW,20-236,18,486.0,27.0,15.9,5.4,3,82.0,1,15,16.0,14,1.17,4.0,7.0,-3.0,-0.56,-0.49,6.0,8.3,-2.3,-0.42,-0.27,Matches
Alexandre Alemão,br BRA,FW,25-237,9,340.0,38.0,11.1,3.8,3,66.0,1,6,24.0,3,1.56,3.0,3.0,0.0,0.0,0.17,4.3,5.1,-0.9,-0.23,-0.04,Matches
Thauan Lara,br BRA,"DF,MF",19-306,8,325.0,41.0,10.6,3.6,3,75.0,2,5,20.0,17,1.25,1.0,8.0,-7.0,-1.94,-2.0,2.5,6.8,-4.3,-1.2,-1.12,Matches
Hugo Mallo,es ESP,DF,32-155,6,325.0,54.0,10.6,3.6,3,80.0,2,3,28.0,0,0.83,2.0,3.0,-1.0,-0.28,-0.15,2.5,4.5,-2.0,-0.55,-0.39,Matches
Gabriel Baralhas,br BRA,MF,25-045,5,236.0,47.0,7.7,2.6,2,85.0,1,3,22.0,7,0.8,2.0,4.0,-2.0,-0.76,-0.67,2.7,3.6,-1.0,-0.36,-0.19,Matches
Jean Dias,br BRA,"FW,MF",33-033,10,321.0,32.0,10.5,3.6,1,78.0,0,9,27.0,10,1.8,4.0,1.0,3.0,0.84,1.1,4.1,5.0,-0.9,-0.24,-0.05,Matches
Gabriel Barros,br BRA,"MF,FW",22-030,4,105.0,26.0,3.4,1.2,1,60.0,0,3,15.0,23,0.75,1.0,2.0,-1.0,-0.86,-0.74,1.1,2.2,-1.1,-0.96,-0.79,Matches
João Dalla Corte,br BRA,DF,17-170,1,20.0,20.0,0.7,0.2,0,,0,1,20.0,4,0.0,2.0,1.0,1.0,4.5,4.68,1.4,1.0,0.4,1.58,1.78,Matches
Estevão,br BRA,MF,21-294,1,11.0,11.0,0.4,0.1,0,,0,1,11.0,9,0.0,0.0,1.0,-1.0,-8.18,-8.06,0.2,0.9,-0.8,-6.26,-6.08,Matches
Lucas Ramos,br BRA,FW,22-325,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,6,3.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3.4,3.6,Matches
Anthoni,br BRA,GK,21-305,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Felipe,br BRA,DF,20-113,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Emerson Júnior,br BRA,GK,23-290,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
Vinicius Rangel,br BRA,DF,19-208,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,29.3,34,3060.0,90.0,100.0,34.0,374,80.0,211,163,23.0,236,1.26,38.0,43.0,-5.0,-0.15,,37.3,43.9,-6.6,-0.19,,
Opponent Total,,,28.5,34,3060.0,90.0,100.0,34.0,374,80.0,218,150,22.0,254,1.44,43.0,38.0,5.0,0.15,,43.9,37.3,6.6,0.19,,
