Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Alan Patrick,br BRA,"MF,FW",32-195,24.4,3,43,10,23.3,1.76,0.41,0.05,0.2,23.2,6,1,1,3.9,3.1,0.07,-0.9,-1.1,Matches
Fabricio Bustos,ar ARG,DF,27-210,23.8,3,14,6,42.9,0.59,0.25,0.21,0.5,21.3,0,0,0,0.6,0.6,0.05,2.4,2.4,Matches
Vitão,br BRA,DF,23-295,22.3,0,12,3,25.0,0.54,0.13,0.0,0.0,12.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Wanderson,br BRA,"FW,MF",29-048,23.2,6,36,19,52.8,1.55,0.82,0.17,0.32,20.7,0,0,0,4.0,4.0,0.11,2.0,2.0,Matches
Gabriel Mercado,ar ARG,DF,36-251,20.2,0,8,1,12.5,0.4,0.05,0.0,0.0,10.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Renê,br BRA,DF,31-071,21.4,1,8,2,25.0,0.37,0.09,0.13,0.5,21.9,1,0,0,0.4,0.4,0.06,0.6,0.6,Matches
Johnny Cardoso,us USA,MF,22-065,16.0,2,13,7,53.8,0.81,0.44,0.15,0.29,18.8,0,0,0,1.1,1.1,0.08,0.9,0.9,Matches
Mauricio,br BRA,"FW,MF",22-186,15.8,5,37,12,32.4,2.34,0.76,0.14,0.42,19.8,1,0,0,4.5,4.5,0.12,0.5,0.5,Matches
Luiz Adriano,br BRA,FW,36-226,14.2,3,24,11,45.8,1.69,0.78,0.13,0.27,14.4,0,0,0,2.6,2.6,0.11,0.4,0.4,Matches
Carlos de Pena,uy URU,"MF,FW",31-258,15.3,2,31,9,29.0,2.02,0.59,0.06,0.22,23.6,4,0,0,1.4,1.4,0.04,0.6,0.6,Matches
Sergio Rochet,uy URU,GK,30-246,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Henrique,br BRA,"FW,MF",33-161,13.4,1,31,6,19.4,2.32,0.45,0.0,0.0,18.4,0,1,1,3.3,2.5,0.08,-2.3,-2.5,Matches
